хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2019-12-27,'603332,кужщаЗ╫э,27.45,27.59,27.15,27.4,27.4,0.05,0.1825,4.6126,1371546,37486381.0,3264848100.0,816225750.0
2019-12-26,'603332,кужщаЗ╫э,27.4,27.63,27.2,27.61,27.6,-0.2,-0.7246,3.6421,1082971,29623571.0,3258901200.0,814739000.0
2019-12-25,'603332,кужщаЗ╫э,27.6,27.94,27.41,27.94,27.84,-0.24,-0.8621,4.7296,1406346,38735108.0,3282688800.0,820686000.0
2019-12-24,'603332,кужщаЗ╫э,27.84,28.0,27.36,27.59,27.67,0.17,0.6144,7.0176,2086677,57733734.0,3311233920.0,827822400.0
2019-12-23,'603332,кужщаЗ╫э,27.67,28.05,26.66,26.73,26.84,0.83,3.0924,10.0947,3001661,82392133.0,3291014460.0,822767450.0
2019-12-20,'603332,кужщаЗ╫э,26.84,27.15,26.76,26.98,26.95,-0.11,-0.4082,2.8687,853000,22997405.0,3192295920.0,798087400.0
2019-12-19,'603332,кужщаЗ╫э,26.95,27.11,26.8,27.02,27.02,-0.07,-0.2591,4.3782,1301858,35071874.0,3205379100.0,801358250.0
2019-12-18,'603332,кужщаЗ╫э,27.02,27.2,26.61,26.8,26.8,0.22,0.8209,4.4788,1331758,35951201.0,3213704760.0,803439700.0
2019-12-17,'603332,кужщаЗ╫э,26.8,27.05,26.56,26.62,26.62,0.18,0.6762,6.1644,1832981,49258992.0,3187538400.0,796898000.0
2019-12-16,'603332,кужщаЗ╫э,26.62,26.69,25.86,26.02,25.83,0.79,3.0585,6.3883,1899568,50004271.0,3166129560.0,791545700.0
2019-12-13,'603332,кужщаЗ╫э,25.83,25.88,25.53,25.81,25.63,0.2,0.7803,2.8896,859236,22101279.0,3072168540.0,768055050.0
2019-12-12,'603332,кужщаЗ╫э,25.63,26.19,25.63,26.19,26.17,-0.54,-2.0634,3.8294,1138679,29396503.0,3048380940.0,762108050.0
2019-12-11,'603332,кужщаЗ╫э,26.17,26.28,25.87,25.87,25.98,0.19,0.7313,3.8098,1132835,29513907.0,3112607460.0,778164950.0
2019-12-10,'603332,кужщаЗ╫э,25.98,26.11,25.63,25.86,25.9,0.08,0.3089,5.038,1498063,38781999.0,3090009240.0,772515300.0
2019-12-09,'603332,кужщаЗ╫э,25.9,26.18,25.55,26.1,26.3,-0.4,-1.5209,7.0686,2101848,54171334.0,3080494200.0,770136500.0
