日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2019-12-27,'300797,钢研纳克,23.49,25.49,23.39,24.36,24.75,-1.26,-5.0909,31.518,19556929,479921969.5,5830218000.0,1457554500.0
2019-12-26,'300797,钢研纳克,24.75,26.18,24.1,24.2,24.3,0.45,1.8519,37.6345,23352237,587975691.98,6142950000.0,1535737500.0
2019-12-25,'300797,钢研纳克,24.3,24.45,23.26,23.65,23.85,0.45,1.8868,24.8471,15417596,368002582.42,6031260000.0,1507815000.0
2019-12-24,'300797,钢研纳克,23.85,24.23,23.31,23.6,23.95,-0.1,-0.4175,18.5597,11516278,273590029.1,5919570000.0,1479892500.0
2019-12-23,'300797,钢研纳克,23.95,24.15,22.95,23.6,23.87,0.08,0.3351,20.1634,12511393,295607138.92,5944390000.0,1486097500.0
2019-12-20,'300797,钢研纳克,23.87,23.95,22.77,23.25,23.26,0.61,2.6225,26.2498,16287971,383529267.88,5924534000.0,1481133500.0
2019-12-19,'300797,钢研纳克,23.26,25.36,23.2,25.34,25.74,-2.48,-9.6348,43.2954,26864767,648879857.29,5773132000.0,1443283000.0
2019-12-18,'300797,钢研纳克,25.74,26.64,24.91,25.15,25.47,0.27,1.0601,46.141,28630482,739629459.13,6388668000.0,1597167000.0
2019-12-17,'300797,钢研纳克,25.47,25.6,24.71,25.0,25.28,0.19,0.7516,40.4908,25124523,631520050.33,6321654000.0,1580413500.0
2019-12-16,'300797,钢研纳克,25.28,25.32,24.29,25.0,25.08,0.2,0.7974,42.5652,26411696,655480484.49,6274496000.0,1568624000.0
2019-12-13,'300797,钢研纳克,25.08,26.83,24.72,25.3,26.87,-1.79,-6.6617,58.0252,36004642,913528529.34,6224856000.0,1556214000.0
2019-12-12,'300797,钢研纳克,26.87,31.19,26.87,30.8,29.85,-2.98,-9.9832,18.1948,11289853,319707352.9,6669134000.0,1667283500.0
2019-12-11,'300797,钢研纳克,29.85,29.85,27.43,28.0,27.14,2.71,9.9853,37.6195,23342904,682885495.68,7408770000.0,1852192500.0
2019-12-10,'300797,钢研纳克,27.14,27.14,24.91,24.91,24.67,2.47,10.0122,47.3017,29350695,770693746.98,6736148000.0,1684037000.0
2019-12-09,'300797,钢研纳克,24.67,24.67,22.13,22.22,22.43,2.24,9.9866,51.8616,32180152,760525118.5,6123094000.0,1530773500.0
2019-12-06,'300797,钢研纳克,22.43,22.58,21.36,21.5,21.76,0.67,3.079,34.1339,21180104,469101053.86,5567126000.0,1391781500.0
2019-12-05,'300797,钢研纳克,21.76,22.78,21.66,22.3,22.08,-0.32,-1.4493,36.8924,22891761,510296013.85,5400832000.0,1350208000.0
2019-12-04,'300797,钢研纳克,22.08,22.11,21.32,21.61,21.63,0.45,2.0804,29.5218,18318284,399136034.57,5480256000.0,1370064000.0
2019-12-03,'300797,钢研纳克,21.63,21.86,21.1,21.5,21.86,-0.23,-1.0522,24.511,15209079,325496283.15,5368566000.0,1342141500.0
2019-12-02,'300797,钢研纳克,21.86,22.83,21.23,22.39,22.39,-0.53,-2.3671,35.309,21909207,480088727.82,5425652000.0,1356413000.0
2019-11-29,'300797,钢研纳克,22.39,24.24,22.28,23.76,23.55,-1.16,-4.9257,34.9555,21689898,510026914.39,5557198000.0,1389299500.0
2019-11-28,'300797,钢研纳克,23.55,24.53,23.25,24.07,24.85,-1.3,-5.2314,39.8974,24756311,592343856.86,5845110000.0,1461277500.0
2019-11-27,'300797,钢研纳克,24.85,25.15,22.27,22.44,24.04,0.81,3.3694,54.7598,33978467,786735072.45,6167770000.0,1541942500.0
2019-11-26,'300797,钢研纳克,24.04,25.0,24.04,24.37,26.71,-2.67,-9.9963,19.4235,12052261,292390235.18,5966728000.0,1491682000.0
2019-11-25,'300797,钢研纳克,26.71,29.77,25.16,29.77,27.06,-0.35,-1.2934,77.2563,47937521,1314747395.23,6629422000.0,1657355500.0
2019-11-22,'300797,钢研纳克,27.06,27.06,27.06,27.06,24.6,2.46,10.0,1.8375,1140154,30852567.24,6716292000.0,1679073000.0
2019-11-21,'300797,钢研纳克,24.6,24.6,24.6,24.6,22.36,2.24,10.0179,6.41,3977418,97844482.8,6105720000.0,1526430000.0
2019-11-20,'300797,钢研纳克,22.36,22.36,22.36,22.36,20.33,2.03,9.9852,0.7518,466464,10430135.04,5549752000.0,1387438000.0
2019-11-19,'300797,钢研纳克,20.33,20.33,20.33,20.33,18.48,1.85,10.0108,0.2328,144452,2936709.16,5045906000.0,1261476500.0
2019-11-18,'300797,钢研纳克,18.48,18.48,18.48,18.48,16.8,1.68,10.0,0.2598,161199,2978957.52,4586736000.0,1146684000.0
2019-11-15,'300797,钢研纳克,16.8,16.8,16.8,16.8,15.27,1.53,10.0196,0.8143,505268,8488502.4,4169760000.0,1042440000.0
2019-11-14,'300797,钢研纳克,15.27,15.27,15.27,15.27,13.88,1.39,10.0144,1.9363,1201495,18346828.65,3790014000.0,947503500.0
2019-11-13,'300797,钢研纳克,13.88,13.88,13.88,13.88,12.62,1.26,9.9842,0.3739,232012,3220326.56,3445016000.0,861254000.0
2019-11-12,'300797,钢研纳克,12.62,12.62,12.62,12.62,11.47,1.15,10.0262,0.4139,256809,3240929.58,3132284000.0,783071000.0
2019-11-11,'300797,钢研纳克,11.47,11.47,11.47,11.47,10.43,1.04,9.9712,0.698,433115,4967829.05,2846854000.0,711713500.0
2019-11-08,'300797,钢研纳克,10.43,10.43,10.43,10.43,9.48,0.95,10.0211,0.6306,391313,4081394.59,2588726000.0,647181500.0
