хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2019-12-27,'601872,упилбж╢╛,7.64,7.96,7.57,7.79,7.78,-0.14,-1.7995,1.8437,97707069,756097033.0,46348920699.5,40487859975.7
2019-12-26,'601872,упилбж╢╛,7.78,7.78,7.19,7.28,7.23,0.55,7.6072,2.0849,110488619,825726666.0,47198246471.5,41229784111.4
2019-12-25,'601872,упилбж╢╛,7.23,7.43,7.11,7.18,7.18,0.05,0.6964,1.579,83678803,605691952.0,43861609510.1,38315082149.8
2019-12-24,'601872,упилбж╢╛,7.18,7.29,7.06,7.26,7.04,0.14,1.9886,1.3928,73811654,529115700.0,43558278877.3,38050109244.2
2019-12-23,'601872,упилбж╢╛,7.04,7.44,6.98,7.16,7.11,-0.07,-0.9845,2.7595,146240466,1052829886.0,42708953105.3,37308185108.5
2019-12-20,'601872,упилбж╢╛,7.11,8.08,7.11,7.83,7.49,-0.38,-5.0734,3.5399,187596591,1430310335.0,43133615991.3,37679147176.3
2019-12-19,'601872,упилбж╢╛,7.49,7.72,7.03,7.17,7.02,0.47,6.6952,2.4145,127954335,949888056.0,45438928800.9,39692941258.9
2019-12-18,'601872,упилбж╢╛,7.02,7.17,6.92,7.02,7.06,-0.04,-0.5666,1.1837,62727099,440346148.0,42587620852.1,37202195946.2
2019-12-17,'601872,упилбж╢╛,7.06,7.27,6.97,7.09,7.14,-0.08,-1.1204,1.661,88024711,627012323.0,42830285358.4,37414174270.7
2019-12-16,'601872,упилбж╢╛,7.14,7.14,6.77,6.92,6.76,0.38,5.6213,2.026,107367700,748890438.0,43315614371.0,37838130919.7
2019-12-13,'601872,упилбж╢╛,6.76,7.07,6.66,7.04,6.92,-0.16,-2.3121,1.9202,101761093,689917063.0,41010301561.3,35824336837.1
2019-12-12,'601872,упилбж╢╛,6.92,7.13,6.8,6.87,6.89,0.03,0.4354,1.4346,76023888,529975203.0,41980959586.4,36672250135.0
2019-12-11,'601872,упилбж╢╛,6.89,7.19,6.82,6.91,6.85,0.04,0.5839,1.7473,92597893,645646860.0,41798961206.7,36513266391.7
2019-12-10,'601872,упилбж╢╛,6.85,6.95,6.71,6.78,6.78,0.07,1.0324,1.2465,66055654,449816810.0,41556296700.4,36301288067.2
2019-12-09,'601872,упилбж╢╛,6.78,6.99,6.45,6.54,6.57,0.21,3.1963,2.302,121995959,815794840.0,41131633814.5,35930325999.4
2019-12-06,'601872,упилбж╢╛,6.57,6.57,6.06,6.2,5.97,0.6,10.0503,1.6922,89677846,562331101.0,39857645156.5,34817439795.8
2019-12-05,'601872,упилбж╢╛,5.97,5.97,5.78,5.82,5.78,0.19,3.2872,0.8534,45224874,266307206.0,36217677562.3,31637764928.6
2019-12-04,'601872,упилбж╢╛,5.78,5.92,5.74,5.9,5.87,-0.09,-1.5332,0.7107,37665281,218511453.0,35065021157.5,30630867887.4
2019-12-03,'601872,упилбж╢╛,5.87,5.97,5.75,5.96,5.94,-0.07,-1.1785,0.7008,37136751,217646852.0,35611016296.6,31107819117.4
2019-12-02,'601872,упилбж╢╛,5.94,6.0,5.88,5.99,5.94,0.0,0.0,0.6042,32019970,190026400.0,36035679182.6,31478781185.3
2019-11-29,'601872,упилбж╢╛,5.94,6.21,5.88,6.18,6.24,-0.3,-4.8077,1.2254,64941676,387708472.0,36035679182.6,31478781185.3
2019-11-28,'601872,упилбж╢╛,6.24,6.26,6.06,6.26,6.24,0.0,0.0,0.8909,47212953,290267684.0,37855662979.7,33068618618.9
2019-11-27,'601872,упилбж╢╛,6.24,6.52,6.15,6.41,6.5,-0.26,-4.0,1.2303,65197391,411763364.0,37855662979.7,33068618618.9
2019-11-26,'601872,упилбж╢╛,6.5,6.57,6.35,6.5,6.48,0.02,0.3086,1.5429,81767178,529219008.0,39432982270.5,34446477728.0
2019-11-25,'601872,упилбж╢╛,6.48,6.55,6.22,6.24,6.14,0.34,5.5375,1.5741,83419337,532782955.0,39311650017.4,34340488565.8
2019-11-22,'601872,упилбж╢╛,6.14,6.35,6.06,6.3,6.3,-0.16,-2.5397,1.2627,66918326,414600168.0,37249001714.0,32538672807.7
2019-11-21,'601872,упилбж╢╛,6.3,6.35,6.08,6.18,5.98,0.32,5.3512,1.3674,72467272,450473923.0,38219659739.1,33386586105.6
2019-11-20,'601872,упилбж╢╛,5.98,6.29,5.97,6.07,5.95,0.03,0.5042,1.3299,70478311,430753317.0,36278343688.9,31690759509.8
