�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉
2019-12-27,'002032,劼 眼 嫌,76.11,77.3,75.12,75.26,75.75,0.36,0.4752,0.2522,1541682,117006218.18,62495436350.1,46528013183.5
2019-12-26,'002032,劼 眼 嫌,75.75,76.28,72.33,72.93,72.64,3.11,4.2814,0.2038,1245855,93162379.96,62199833182.5,46307935864.5
2019-12-25,'002032,劼 眼 嫌,72.64,73.91,72.22,73.51,73.51,-0.87,-1.1835,0.1312,801837,58353443.29,59646150262.4,44406712359.0
2019-12-24,'002032,劼 眼 嫌,73.51,74.35,73.01,73.4,73.4,0.11,0.1499,0.0779,475925,35020430.59,60360524584.1,44938565879.9
2019-12-23,'002032,劼 眼 嫌,73.4,75.63,73.36,75.01,75.65,-2.25,-2.9742,0.186,1136798,84801617.72,60270201394.0,44871320032.4
2019-12-20,'002032,劼 眼 嫌,75.65,75.93,75.11,75.72,75.72,-0.07,-0.0924,0.1043,637802,48154927.42,62117721191.5,46246803275.9
2019-12-19,'002032,劼 眼 嫌,75.72,75.98,75.0,75.57,75.62,0.1,0.1322,0.0982,600372,45343434.97,62175199585.2,46289596087.9
2019-12-18,'002032,劼 眼 嫌,75.62,76.3,74.8,75.75,75.68,-0.06,-0.0793,0.211,1289840,97392078.33,62093087594.2,46228463499.3
2019-12-17,'002032,劼 眼 嫌,75.68,76.6,75.06,75.49,75.61,0.07,0.0926,0.1979,1209610,91700565.88,62142354788.8,46265143052.5
2019-12-16,'002032,劼 眼 嫌,75.61,75.9,74.68,75.1,75.22,0.39,0.5185,0.1338,817845,61671813.51,62084876395.1,46222350240.5
2019-12-13,'002032,劼 眼 嫌,75.22,75.69,74.41,75.08,74.61,0.61,0.8176,0.1559,952824,71442210.42,61764639630.2,45983933144.9
2019-12-12,'002032,劼 眼 嫌,74.61,74.98,74.23,74.4,74.19,0.42,0.5661,0.0886,541528,40421562.91,61263756485.1,45611024354.5
2019-12-11,'002032,劼 眼 嫌,74.19,75.49,73.9,75.49,75.31,-1.12,-1.4872,0.0716,437656,32502685.63,60918886122.9,45354267482.3
2019-12-10,'002032,劼 眼 嫌,75.31,76.78,74.99,76.78,76.2,-0.89,-1.168,0.1339,818469,61714635.21,61838540422.1,46038952474.7
2019-12-09,'002032,劼 眼 嫌,76.2,76.95,75.37,75.37,75.22,0.98,1.3028,0.2198,1343472,102457927.38,62569337142.0,46583032513.2
2019-12-06,'002032,劼 眼 嫌,75.22,75.34,73.49,73.55,73.25,1.97,2.6894,0.196,1198264,89418389.1,61764639630.2,45983933144.9
2019-12-05,'002032,劼 眼 嫌,73.25,73.58,72.29,72.79,72.24,1.01,1.3981,0.2274,1390455,101627471.4,60147033407.5,44779621149.5
2019-12-04,'002032,劼 眼 嫌,72.24,72.82,71.22,71.76,71.46,0.78,1.0915,0.2206,1348394,97183546.39,59317702298.4,44162182004.6
2019-12-03,'002032,劼 眼 嫌,71.46,71.75,70.5,71.2,71.9,-0.44,-0.612,0.1614,986730,70154428.33,58677228768.6,43685347813.6
2019-12-02,'002032,劼 眼 嫌,71.9,72.49,70.18,71.8,71.8,0.1,0.1393,0.2567,1569384,111969737.81,59038521529.0,43954331203.4
