»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-12-27,'600276,∫„»“Ω“©,84.38,85.08,83.99,84.0,84.38,0.0,0.0,0.3241,14271441,1207783000.0,3.73197061943e+11,3.71602347953e+11
2019-12-26,'600276,∫„»“Ω“©,84.38,84.72,83.4,83.5,83.38,1.0,1.1993,0.2121,9342398,787103347.0,3.73197061943e+11,3.71602347953e+11
2019-12-25,'600276,∫„»“Ω“©,83.38,84.16,82.0,84.1,84.5,-1.12,-1.3254,0.3875,17064510,1416283775.0,3.68774247746e+11,3.6719843295e+11
2019-12-24,'600276,∫„»“Ω“©,84.5,85.43,84.47,84.89,85.23,-0.73,-0.8565,0.2232,9828295,834170918.0,3.73727799646e+11,3.72130817754e+11
2019-12-23,'600276,∫„»“Ω“©,85.23,85.92,84.45,84.91,84.9,0.33,0.3887,0.3952,17404141,1484263548.0,3.7695645401e+11,3.75345675706e+11
2019-12-20,'600276,∫„»“Ω“©,84.9,85.25,84.3,85.2,84.86,0.04,0.0471,0.2619,11534201,978635994.0,3.75496925325e+11,3.73892383755e+11
2019-12-19,'600276,∫„»“Ω“©,84.86,85.16,84.2,85.16,84.75,0.11,0.1298,0.2916,12841976,1087802709.0,3.75320012757e+11,3.73716227155e+11
2019-12-18,'600276,∫„»“Ω“©,84.75,86.0,84.33,86.0,86.04,-1.29,-1.4993,0.5276,23233406,1970320759.0,3.74833503196e+11,3.73231796504e+11
2019-12-17,'600276,∫„»“Ω“©,86.04,86.55,84.06,85.22,85.25,0.79,0.9267,0.4952,21806343,1864597770.0,3.8053893351e+11,3.78912846858e+11
2019-12-16,'600276,∫„»“Ω“©,85.25,86.79,84.7,86.72,86.85,-1.6,-1.8423,0.5438,23949028,2040908636.0,3.77044910294e+11,3.75433754006e+11
2019-12-13,'600276,∫„»“Ω“©,86.85,87.0,85.11,85.59,85.1,1.75,2.0564,0.4797,21127555,1820039266.0,3.84121413009e+11,3.82480018011e+11
2019-12-12,'600276,∫„»“Ω“©,85.1,85.84,84.3,85.84,85.0,0.1,0.1176,0.2863,12609934,1073462612.0,3.76381488165e+11,3.74773166755e+11
2019-12-11,'600276,∫„»“Ω“©,85.0,85.4,84.11,85.28,84.5,0.5,0.5917,0.2842,12515808,1062644168.0,3.75939206745e+11,3.74332775255e+11
2019-12-10,'600276,∫„»“Ω“©,84.5,84.6,82.88,83.0,83.62,0.88,1.0524,0.4339,19110038,1608843713.0,3.73727799646e+11,3.72130817754e+11
2019-12-09,'600276,∫„»“Ω“©,83.62,87.4,82.98,87.4,87.1,-3.48,-3.9954,0.7689,33859768,2847501444.0,3.69835723153e+11,3.68255372551e+11
2019-12-06,'600276,∫„»“Ω“©,87.1,87.13,85.65,86.42,85.91,1.19,1.3852,0.2942,12956329,1121859506.0,3.85227116559e+11,3.83580996761e+11
2019-12-05,'600276,∫„»“Ω“©,85.91,87.28,85.73,85.99,85.65,0.26,0.3036,0.3779,16642223,1436901064.0,3.79963967664e+11,3.78340337908e+11
2019-12-04,'600276,∫„»“Ω“©,85.65,86.24,83.77,84.5,84.55,1.1,1.301,0.4671,20570877,1756211192.0,3.78814035973e+11,3.77195320007e+11
2019-12-03,'600276,∫„»“Ω“©,84.55,84.78,81.49,83.48,83.73,0.82,0.9793,0.6701,29512433,2450531380.0,3.73948940356e+11,3.72351013504e+11
2019-12-02,'600276,∫„»“Ω“©,83.73,85.49,83.04,83.08,85.9,-2.17,-2.5262,0.6126,26976231,2269166553.0,3.70322232715e+11,3.68739803201e+11
2019-11-29,'600276,∫„»“Ω“©,85.9,89.0,83.72,89.0,89.68,-3.78,-4.215,0.9964,43880613,3766386330.0,3.79919739522e+11,3.78296298758e+11
2019-11-28,'600276,∫„»“Ω“©,89.68,90.14,88.79,89.66,89.65,0.03,0.0335,0.2147,9454360,845613348.0,3.96637977187e+11,3.94943097469e+11
2019-11-27,'600276,∫„»“Ω“©,89.65,90.25,88.18,88.91,88.9,0.75,0.8436,0.2755,12133230,1083920166.0,3.96505292761e+11,3.94810980019e+11
2019-11-26,'600276,∫„»“Ω“©,88.9,90.1,88.18,88.88,88.12,0.78,0.8852,0.465,20479932,1822588353.0,3.93188182113e+11,3.91508043767e+11
2019-11-25,'600276,∫„»“Ω“©,88.12,89.49,86.58,89.0,88.98,-0.86,-0.9665,0.5137,22620927,1985651293.0,3.8973838704e+11,3.88072990064e+11
2019-11-22,'600276,∫„»“Ω“©,88.98,93.65,88.03,93.0,92.6,-3.62,-3.9093,0.7555,33272090,3000208886.0,3.93542007249e+11,3.91860356967e+11
2019-11-21,'600276,∫„»“Ω“©,92.6,95.0,91.8,95.0,95.0,-2.4,-2.5263,0.5436,23938270,2219509074.0,4.09552594642e+11,4.07802529278e+11
2019-11-20,'600276,∫„»“Ω“©,95.0,96.47,94.51,95.02,95.63,-0.63,-0.6588,0.3472,15291982,1457346206.0,4.20167348715e+11,4.18371925285e+11
2019-11-19,'600276,∫„»“Ω“©,95.63,95.63,92.7,92.9,92.9,2.73,2.9386,0.4548,20028328,1893704403.0,4.22953721659e+11,4.21146391737e+11
2019-11-18,'600276,∫„»“Ω“©,92.9,93.85,92.3,93.7,92.7,0.2,0.2157,0.2464,10851051,1007938283.0,4.10879438901e+11,4.09123703779e+11
2019-11-15,'600276,∫„»“Ω“©,92.7,94.65,92.69,94.1,94.33,-1.63,-1.728,0.3227,14210719,1327257245.0,4.09994876062e+11,4.08242920778e+11
2019-11-14,'600276,∫„»“Ω“©,94.33,94.99,92.0,92.0,91.39,2.94,3.217,0.5706,25129668,2368093256.0,4.17204063203e+11,4.15421302233e+11
