хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2019-12-27,'002076,я╘ юЁ ль,2.51,2.63,2.48,2.59,2.63,-0.12,-4.5627,11.8405,78548648,200232513.6,1952535390.46,1665101713.87
2019-12-26,'002076,я╘ юЁ ль,2.63,2.63,2.37,2.39,2.39,0.24,10.0418,11.4948,76255134,198246234.4,2045883695.98,1744708170.31
2019-12-25,'002076,я╘ юЁ ль,2.39,2.41,2.37,2.4,2.39,0.0,0.0,0.9223,6118244,14608727.72,1859187084.94,1585495257.43
2019-12-24,'002076,я╘ юЁ ль,2.39,2.39,2.34,2.34,2.34,0.05,2.1368,1.0314,6842000,16239051.0,1859187084.94,1585495257.43
2019-12-23,'002076,я╘ юЁ ль,2.34,2.41,2.33,2.4,2.41,-0.07,-2.9046,1.1692,7756145,18325575.1,1820291957.64,1552325900.58
2019-12-20,'002076,я╘ юЁ ль,2.41,2.46,2.4,2.45,2.45,-0.04,-1.6327,1.3294,8819045,21401687.8,1874745135.86,1598763000.17
2019-12-19,'002076,я╘ юЁ ль,2.45,2.47,2.39,2.4,2.41,0.04,1.6598,2.483,16471660,40080602.94,1905861237.7,1625298485.65
2019-12-18,'002076,я╘ юЁ ль,2.41,2.42,2.39,2.39,2.39,0.02,0.8368,1.9607,13007100,31269658.0,1874745135.86,1598763000.17
2019-12-17,'002076,я╘ юЁ ль,2.39,2.41,2.35,2.35,2.37,0.02,0.8439,2.0614,13674824,32679450.04,1859187084.94,1585495257.43
2019-12-16,'002076,я╘ юЁ ль,2.37,2.38,2.31,2.33,2.33,0.04,1.7167,1.4376,9536600,22384750.96,1843629034.02,1572227514.69
2019-12-13,'002076,я╘ юЁ ль,2.33,2.33,2.3,2.31,2.3,0.03,1.3043,0.888,5890900,13614224.0,1812512932.18,1545692029.21
2019-12-12,'002076,я╘ юЁ ль,2.3,2.35,2.3,2.33,2.36,-0.06,-2.5424,1.6666,11056204,25631253.26,1789175855.8,1525790415.1
2019-12-11,'002076,я╘ юЁ ль,2.36,2.42,2.35,2.42,2.44,-0.08,-3.2787,3.0433,20189000,47956765.0,1835850008.56,1565593643.32
2019-12-10,'002076,я╘ юЁ ль,2.44,2.5,2.34,2.37,2.37,0.07,2.9536,4.2264,28037484,68279120.74,1898082212.24,1618664614.28
2019-12-09,'002076,я╘ юЁ ль,2.37,2.39,2.35,2.37,2.37,0.0,0.0,0.9515,6312302,14942168.72,1843629034.02,1572227514.69
2019-12-06,'002076,я╘ юЁ ль,2.37,2.38,2.34,2.35,2.35,0.02,0.8511,1.162,7708368,18188668.34,1843629034.02,1572227514.69
2019-12-05,'002076,я╘ юЁ ль,2.35,2.37,2.33,2.35,2.35,0.0,0.0,1.0314,6841909,16074475.06,1828070983.1,1558959771.95
2019-12-04,'002076,я╘ юЁ ль,2.35,2.37,2.3,2.31,2.34,0.01,0.4274,1.1648,7727046,18113062.18,1828070983.1,1558959771.95
2019-12-03,'002076,я╘ юЁ ль,2.34,2.34,2.27,2.32,2.34,0.0,0.0,1.2061,8001320,18408777.2,1820291957.64,1552325900.58
2019-12-02,'002076,я╘ юЁ ль,2.34,2.36,2.32,2.34,2.34,0.0,0.0,0.5571,3695976,8639829.08,1820291957.64,1552325900.58
2019-11-29,'002076,я╘ юЁ ль,2.34,2.35,2.3,2.33,2.33,0.01,0.4292,0.998,6620852,15351787.04,1820291957.64,1552325900.58
2019-11-28,'002076,я╘ юЁ ль,2.33,2.38,2.32,2.38,2.4,-0.07,-2.9167,0.9478,6287900,14756525.0,1812512932.18,1545692029.21
2019-11-27,'002076,я╘ юЁ ль,2.4,2.4,2.29,2.35,2.37,0.03,1.2658,1.9297,12801244,30243247.74,1866966110.4,1592129128.8
2019-11-26,'002076,я╘ юЁ ль,2.37,2.46,2.33,2.33,2.34,0.03,1.2821,1.4854,9854222,23463119.14,1843629034.02,1572227514.69
2019-11-25,'002076,я╘ юЁ ль,2.34,2.37,2.3,2.35,2.39,-0.05,-2.0921,1.3784,9143804,21368060.28,1820291957.64,1552325900.58
2019-11-22,'002076,я╘ юЁ ль,2.39,2.56,2.36,2.36,2.37,0.02,0.8439,1.9293,12799004,31102186.36,1859187084.94,1585495257.43
2019-11-21,'002076,я╘ юЁ ль,2.37,2.41,2.31,2.39,2.38,-0.01,-0.4202,1.2086,8017458,18834364.52,1843629034.02,1572227514.69
2019-11-20,'002076,я╘ юЁ ль,2.38,2.48,2.3,2.3,2.31,0.07,3.0303,2.6505,17583220,41997899.0,1851408059.48,1578861386.06
2019-11-19,'002076,я╘ юЁ ль,2.31,2.32,2.26,2.28,2.28,0.03,1.3158,0.8767,5815900,13381645.0,1796954881.26,1532424286.47
2019-11-18,'002076,я╘ юЁ ль,2.28,2.29,2.25,2.25,2.25,0.03,1.3333,0.5317,3527264,8004838.28,1773617804.88,1512522672.36
2019-11-15,'002076,я╘ юЁ ль,2.25,2.32,2.25,2.29,2.3,-0.05,-2.1739,0.817,5419680,12367327.4,1750280728.5,1492621058.25
2019-11-14,'002076,я╘ юЁ ль,2.3,2.31,2.26,2.29,2.28,0.02,0.8772,0.5956,3951100,9030253.0,1789175855.8,1525790415.1
2019-11-13,'002076,я╘ юЁ ль,2.28,2.31,2.27,2.31,2.31,-0.03,-1.2987,0.5992,3974904,9071556.08,1773617804.88,1512522672.36
2019-11-12,'002076,я╘ юЁ ль,2.31,2.33,2.26,2.33,2.31,0.0,0.0,0.7884,5229900,12013275.0,1796954881.26,1532424286.47
2019-11-11,'002076,я╘ юЁ ль,2.31,2.39,2.3,2.39,2.4,-0.09,-3.75,0.915,6070300,14114163.0,1796954881.26,1532424286.47
2019-11-08,'002076,я╘ юЁ ль,2.4,2.41,2.36,2.4,2.4,0.0,0.0,0.7377,4893800,11670506.0,1866966110.4,1592129128.8
2019-11-07,'002076,я╘ юЁ ль,2.4,2.42,2.37,2.41,2.4,0.0,0.0,0.6075,4030300,9669296.0,1866966110.4,1592129128.8
2019-11-06,'002076,я╘ юЁ ль,2.4,2.42,2.38,2.39,2.39,0.01,0.4184,0.7434,4931700,11856108.0,1866966110.4,1592129128.8
2019-11-05,'002076,я╘ юЁ ль,2.39,2.42,2.34,2.36,2.38,0.01,0.4202,0.9605,6371514,15207434.32,1859187084.94,1585495257.43
2019-11-04,'002076,я╘ юЁ ль,2.38,2.45,2.37,2.39,2.39,-0.01,-0.4184,0.8765,5814700,13971257.0,1851408059.48,1578861386.06
2019-11-01,'002076,я╘ юЁ ль,2.39,2.41,2.33,2.35,2.35,0.04,1.7021,0.9361,6210002,14744089.78,1859187084.94,1585495257.43
2019-10-31,'002076,я╘ юЁ ль,2.35,2.42,2.35,2.4,2.42,-0.07,-2.8926,1.3286,8813902,20948708.8,1828070983.1,1558959771.95
2019-10-30,'002076,я╘ юЁ ль,2.42,2.47,2.37,2.45,2.47,-0.05,-2.0243,1.6551,10979810,26496040.16,1882524161.32,1605396871.54
2019-10-29,'002076,я╘ юЁ ль,2.47,2.55,2.47,2.53,2.55,-0.08,-3.1373,1.7544,11638706,29102000.94,1921419288.62,1638566228.39
2019-10-28,'002076,я╘ юЁ ль,2.55,2.57,2.52,2.52,2.54,0.01,0.3937,1.7409,11548702,29424927.78,1983651492.3,1691637199.35
2019-10-25,'002076,я╘ юЁ ль,2.54,2.56,2.47,2.49,2.5,0.04,1.6,1.2456,8263302,20903921.08,1975872466.84,1685003327.98
2019-10-24,'002076,я╘ юЁ ль,2.5,2.53,2.49,2.51,2.52,-0.02,-0.7937,0.8885,5894400,14757727.0,1944756365.0,1658467842.5
2019-10-23,'002076,я╘ юЁ ль,2.52,2.54,2.51,2.53,2.55,-0.03,-1.1765,0.8999,5970132,15077032.64,1960314415.92,1671735585.24
2019-10-22,'002076,я╘ юЁ ль,2.55,2.57,2.52,2.55,2.55,0.0,0.0,1.0606,7035732,17853084.94,1983651492.3,1691637199.35
2019-10-21,'002076,я╘ юЁ ль,2.55,2.56,2.51,2.52,2.53,0.02,0.7905,1.4226,9437106,23935639.18,1983651492.3,1691637199.35
2019-10-18,'002076,я╘ юЁ ль,2.53,2.53,2.48,2.5,2.51,0.02,0.7968,1.2416,8236332,20653621.6,1968093441.38,1678369456.61
2019-10-17,'002076,я╘ юЁ ль,2.51,2.54,2.48,2.53,2.53,-0.02,-0.7905,1.6021,10627830,26627426.0,1952535390.46,1665101713.87
2019-10-16,'002076,я╘ юЁ ль,2.53,2.57,2.5,2.53,2.59,-0.06,-2.3166,2.281,15131534,38319696.98,1968093441.38,1678369456.61
2019-10-15,'002076,я╘ юЁ ль,2.59,2.65,2.47,2.59,2.72,-0.13,-4.7794,5.5473,36799890,93646721.6,2014767594.14,1718172684.83
2019-10-14,'002076,я╘ юЁ ль,2.72,2.75,2.66,2.7,2.71,0.01,0.369,3.9308,26076372,70416265.76,2115894925.12,1804413012.64
2019-10-11,'002076,я╘ юЁ ль,2.71,2.86,2.7,2.8,2.93,-0.22,-7.5085,10.0614,66745922,183879165.46,2108115899.66,1797779141.27
2019-10-10,'002076,я╘ юЁ ль,2.93,2.93,2.87,2.93,2.66,0.27,10.1504,11.016,73078778,214045192.54,2279254459.78,1943724311.41
2019-10-09,'002076,я╘ юЁ ль,2.66,2.66,2.55,2.59,2.61,0.05,1.9157,1.0511,6972805,18208440.05,2069220772.36,1764609784.42
2019-10-08,'002076,я╘ юЁ ль,2.61,2.61,2.55,2.58,2.59,0.02,0.7722,0.9298,6167900,15945805.99,2030325645.06,1731440427.57
2019-09-30,'002076,я╘ юЁ ль,2.59,2.6,2.53,2.56,2.55,0.04,1.5686,1.1477,7613987,19567887.55,2014767594.14,1718172684.83
2019-09-27,'002076,я╘ юЁ ль,2.55,2.57,2.49,2.49,2.5,0.05,2.0,0.8942,5931700,15104618.0,1983651492.3,1691637199.35
2019-09-26,'002076,я╘ юЁ ль,2.5,2.57,2.49,2.55,2.56,-0.06,-2.3438,1.0741,7125400,17986815.66,1944756365.0,1658467842.5
2019-09-25,'002076,я╘ юЁ ль,2.56,2.63,2.55,2.62,2.63,-0.07,-2.6616,1.1222,7444621,19167555.44,1991430517.76,1698271070.72
2019-09-24,'002076,я╘ юЁ ль,2.63,2.67,2.62,2.64,2.65,-0.02,-0.7547,0.9875,6550800,17311211.0,2045883695.98,1744708170.31
2019-09-23,'002076,я╘ юЁ ль,2.65,2.7,2.62,2.7,2.7,-0.05,-1.8519,0.932,6183034,16376163.76,2061441746.9,1757975913.05
2019-09-20,'002076,я╘ юЁ ль,2.7,2.74,2.68,2.71,2.72,-0.02,-0.7353,1.0672,7079502,19174872.4,2100336874.2,1791145269.9
2019-09-19,'002076,я╘ юЁ ль,2.72,2.73,2.67,2.72,2.72,0.0,0.0,1.0785,7154704,19286702.72,2115894925.12,1804413012.64
2019-09-18,'002076,я╘ юЁ ль,2.72,2.75,2.7,2.75,2.72,0.0,0.0,1.0925,7247600,19675525.0,2115894925.12,1804413012.64
2019-09-17,'002076,я╘ юЁ ль,2.72,2.82,2.7,2.8,2.82,-0.1,-3.5461,1.8781,12459300,34264449.0,2115894925.12,1804413012.64
2019-09-16,'002076,я╘ юЁ ль,2.82,2.88,2.8,2.85,2.81,0.01,0.3559,1.8023,11956204,33842124.28,2193685179.72,1870751726.34
2019-09-12,'002076,я╘ юЁ ль,2.81,2.82,2.77,2.8,2.8,0.01,0.3571,1.6797,11143163,31169620.81,2185906154.26,1864117854.97
2019-09-11,'002076,я╘ юЁ ль,2.8,2.86,2.78,2.83,2.84,-0.04,-1.4085,2.4889,16511102,46479353.6,2178127128.8,1857483983.6
2019-09-10,'002076,я╘ юЁ ль,2.84,2.9,2.75,2.78,2.78,0.06,2.1583,3.8324,25423393,71820470.55,2209243230.64,1884019469.08
2019-09-09,'002076,я╘ юЁ ль,2.78,2.78,2.71,2.73,2.71,0.07,2.583,2.3771,15769106,43394754.54,2162569077.88,1844216240.86
2019-09-06,'002076,я╘ юЁ ль,2.71,2.77,2.68,2.75,2.76,-0.05,-1.8116,2.2003,14596804,39616164.72,2108115899.66,1797779141.27
2019-09-05,'002076,я╘ юЁ ль,2.76,2.81,2.71,2.72,2.73,0.03,1.0989,2.799,18568117,51185773.91,2147011026.96,1830948498.12
2019-09-04,'002076,я╘ юЁ ль,2.73,2.75,2.69,2.75,2.73,0.0,0.0,1.5266,10127286,27533400.18,2123673950.58,1811046884.01
2019-09-03,'002076,я╘ юЁ ль,2.73,2.79,2.72,2.74,2.73,0.0,0.0,1.6515,10955916,30011852.52,2123673950.58,1811046884.01
2019-09-02,'002076,я╘ юЁ ль,2.73,2.76,2.63,2.66,2.66,0.07,2.6316,1.821,12080105,32708682.57,2123673950.58,1811046884.01
2019-08-30,'002076,я╘ юЁ ль,2.66,2.77,2.65,2.76,2.77,-0.11,-3.9711,2.9004,19240602,52094956.16,2069220772.36,1764609784.42
2019-08-29,'002076,я╘ юЁ ль,2.77,2.79,2.69,2.75,2.85,-0.08,-2.807,5.8072,38524150,105856866.14,2154790052.42,1837582369.49
2019-08-28,'002076,я╘ юЁ ль,2.85,3.03,2.82,2.82,2.75,0.1,3.6364,8.7419,57992460,172656337.88,2217022256.1,1890653340.45
2019-08-27,'002076,я╘ юЁ ль,2.75,2.77,2.69,2.7,2.67,0.08,2.9963,1.6103,10682600,29251452.0,2139232001.5,1824314626.75
2019-08-26,'002076,я╘ юЁ ль,2.67,2.72,2.62,2.64,2.72,-0.05,-1.8382,1.1048,7329004,19534142.64,2076999797.82,1771243655.79
2019-08-23,'002076,я╘ юЁ ль,2.72,2.79,2.72,2.78,2.78,-0.06,-2.1583,1.6185,10736630,29416938.6,2115894925.12,1804413012.64
2019-08-22,'002076,я╘ юЁ ль,2.78,2.89,2.72,2.76,2.75,0.03,1.0909,2.6431,17533834,49092654.84,2162569077.88,1844216240.86
2019-08-21,'002076,я╘ юЁ ль,2.75,2.84,2.73,2.84,2.8,-0.05,-1.7857,2.0274,13449504,37190215.92,2139232001.5,1824314626.75
2019-08-20,'002076,я╘ юЁ ль,2.8,2.98,2.71,2.79,2.75,0.05,1.8182,3.244,21520330,60429700.2,2178127128.8,1857483983.6
2019-08-19,'002076,я╘ юЁ ль,2.75,2.83,2.63,2.63,2.67,0.08,2.9963,2.4148,16019764,43942827.98,2139232001.5,1824314626.75
2019-08-16,'002076,я╘ юЁ ль,2.67,2.72,2.6,2.63,2.63,0.04,1.5209,1.3849,9187360,24470170.6,2076999797.82,1771243655.79
2019-08-15,'002076,я╘ юЁ ль,2.63,2.69,2.52,2.52,2.6,0.03,1.1538,1.2728,8443700,22091182.0,2045883695.98,1744708170.31
2019-08-14,'002076,я╘ юЁ ль,2.6,2.64,2.57,2.64,2.57,0.03,1.1673,0.899,5963708,15508510.82,2022546619.6,1724806556.2
2019-08-13,'002076,я╘ юЁ ль,2.57,2.59,2.55,2.58,2.62,-0.05,-1.9084,1.0062,6675060,17165848.6,1999209543.22,1704904942.09
2019-08-12,'002076,я╘ юЁ ль,2.62,2.65,2.54,2.54,2.63,-0.01,-0.3802,1.7293,11471643,29649802.22,2038104670.52,1738074298.94
2019-08-09,'002076,я╘ юЁ ль,2.63,2.81,2.55,2.57,2.55,0.08,3.1373,2.7665,18352500,49587926.0,2045883695.98,1744708170.31
2019-08-08,'002076,я╘ юЁ ль,2.55,2.61,2.54,2.61,2.57,-0.02,-0.7782,0.6339,4205200,10831969.0,1983651492.3,1691637199.35
2019-08-07,'002076,я╘ юЁ ль,2.57,2.64,2.53,2.6,2.6,-0.03,-1.1538,0.6874,4560200,11790306.0,1999209543.22,1704904942.09
2019-08-06,'002076,я╘ юЁ ль,2.6,2.63,2.48,2.63,2.65,-0.05,-1.8868,1.6436,10903104,27877061.08,2022546619.6,1724806556.2
2019-08-05,'002076,я╘ юЁ ль,2.65,2.72,2.64,2.65,2.67,-0.02,-0.7491,0.9757,6472800,17323852.0,2061441746.9,1757975913.05
2019-08-02,'002076,я╘ юЁ ль,2.67,2.74,2.63,2.64,2.74,-0.07,-2.5547,1.0907,7235365,19352433.2,2076999797.82,1771243655.79
2019-08-01,'002076,я╘ юЁ ль,2.74,2.79,2.72,2.78,2.78,-0.04,-1.4388,0.6353,4214200,11590415.0,2131452976.04,1817680755.38
2019-07-31,'002076,я╘ юЁ ль,2.78,2.78,2.72,2.77,2.77,0.01,0.361,0.6814,4520118,12422093.3,2162569077.88,1844216240.86
2019-07-30,'002076,я╘ юЁ ль,2.77,2.8,2.76,2.76,2.76,0.01,0.3623,0.5876,3898100,10819725.0,2154790052.42,1837582369.49
2019-07-29,'002076,я╘ юЁ ль,2.76,2.79,2.75,2.77,2.76,0.0,0.0,0.422,2799600,7757994.0,2147011026.96,1830948498.12
2019-07-26,'002076,я╘ юЁ ль,2.76,2.8,2.73,2.75,2.75,0.01,0.3636,0.5804,3850300,10663043.0,2147011026.96,1830948498.12
2019-07-25,'002076,я╘ юЁ ль,2.75,2.78,2.74,2.77,2.76,-0.01,-0.3623,0.5338,3540914,9763020.6,2139232001.5,1824314626.75
2019-07-24,'002076,я╘ юЁ ль,2.76,2.77,2.69,2.7,2.7,0.06,2.2222,0.8785,5827530,16032314.98,2147011026.96,1830948498.12
2019-07-23,'002076,я╘ юЁ ль,2.7,2.72,2.63,2.66,2.68,0.02,0.7463,0.6026,3997300,10719725.0,2100336874.2,1791145269.9
2019-07-22,'002076,я╘ юЁ ль,2.68,2.83,2.67,2.83,2.81,-0.13,-4.6263,0.9409,6241904,17007141.72,2084778823.28,1777877527.16
2019-07-19,'002076,я╘ юЁ ль,2.81,2.82,2.74,2.78,2.77,0.04,1.444,0.6434,4268332,11907898.96,2185906154.26,1864117854.97
2019-07-18,'002076,я╘ юЁ ль,2.77,2.83,2.75,2.83,2.83,-0.06,-2.1201,0.6312,4187332,11644358.64,2154790052.42,1837582369.49
2019-07-17,'002076,я╘ юЁ ль,2.83,2.86,2.81,2.85,2.84,-0.01,-0.3521,0.7513,4984112,14138241.72,2201464205.18,1877385597.71
2019-07-16,'002076,я╘ юЁ ль,2.84,2.84,2.77,2.79,2.81,0.03,1.0676,0.8539,5664884,15993896.04,2209243230.64,1884019469.08
2019-07-15,'002076,я╘ юЁ ль,2.81,2.86,2.66,2.85,2.92,-0.11,-3.7671,1.8663,12380700,34289298.0,2185906154.26,1864117854.97
2019-07-12,'002076,я╘ юЁ ль,2.92,2.94,2.88,2.9,2.91,0.01,0.3436,0.6734,4467500,13015161.0,2271475434.32,1937090440.04
2019-07-11,'002076,я╘ юЁ ль,2.91,2.97,2.89,2.93,2.92,-0.01,-0.3425,0.6908,4582800,13451734.0,2263696408.86,1930456568.67
2019-07-10,'002076,я╘ юЁ ль,2.92,2.97,2.92,2.94,2.93,-0.01,-0.3413,0.598,3967360,11649928.2,2271475434.32,1937090440.04
2019-07-09,'002076,я╘ юЁ ль,2.93,2.97,2.9,2.92,2.94,-0.01,-0.3401,0.7877,5225700,15303955.0,2279254459.78,1943724311.41
2019-07-08,'002076,я╘ юЁ ль,2.94,3.09,2.92,3.08,3.07,-0.13,-4.2345,1.5171,10064402,29857639.86,2287033485.24,1950358182.78
2019-07-05,'002076,я╘ юЁ ль,3.07,3.11,3.05,3.06,3.08,-0.01,-0.3247,0.9862,6542100,20122509.0,2388160816.22,2036598510.59
2019-07-04,'002076,я╘ юЁ ль,3.08,3.17,3.05,3.08,3.09,-0.01,-0.3236,1.5215,10093300,31353780.27,2395939841.68,2043232381.96
2019-07-03,'002076,я╘ юЁ ль,3.09,3.17,3.0,3.15,3.18,-0.09,-2.8302,2.2338,14819000,45668972.0,2403718867.14,2049866253.33
2019-07-02,'002076,я╘ юЁ ль,3.18,3.33,3.14,3.17,3.17,0.01,0.3155,2.8563,18948001,60838277.87,2473730096.28,2109571095.66
2019-07-01,'002076,я╘ юЁ ль,3.17,3.18,3.12,3.16,3.12,0.05,1.6026,2.7136,18001500,56818284.0,2465951070.82,2102937224.29
2019-06-28,'002076,я╘ юЁ ль,3.12,3.15,3.06,3.08,3.08,0.04,1.2987,1.4813,9826884,30498953.24,2427055943.52,2069767867.44
2019-06-27,'002076,я╘ юЁ ль,3.08,3.15,3.04,3.09,3.1,-0.02,-0.6452,1.9189,12729820,39387566.76,2395939841.68,2043232381.96
2019-06-26,'002076,я╘ юЁ ль,3.1,3.22,3.1,3.13,3.11,-0.01,-0.3215,2.3145,15354179,48300687.29,2411497892.6,2056500124.7
2019-06-25,'002076,я╘ юЁ ль,3.11,3.15,3.07,3.14,3.24,-0.13,-4.0123,4.5023,29868008,92984529.44,2419276918.06,2063133996.07
2019-06-24,'002076,я╘ юЁ ль,3.24,3.36,3.02,3.07,3.05,0.19,6.2295,7.3584,48814465,160456499.38,2520404249.04,2149374323.88
2019-06-21,'002076,я╘ юЁ ль,3.05,3.1,2.99,3.02,2.94,0.11,3.7415,3.3263,22066144,67071636.62,2372602765.3,2023330767.85
2019-06-20,'002076,я╘ юЁ ль,2.94,2.96,2.88,2.91,2.92,0.02,0.6849,1.6793,11140222,32483722.67,2287033485.24,1950358182.78
2019-06-19,'002076,я╘ юЁ ль,2.92,2.97,2.91,2.94,2.9,0.02,0.6897,1.3556,8992812,26379989.14,2271475434.32,1937090440.04
