�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉
2019-11-20,'603605,賙應捇,94.0,94.85,93.0,94.85,94.77,-0.77,-0.8125,2.0328,1262203,118241991.0,18920865200.0,5836629200.0
2019-11-19,'603605,賙應捇,94.77,95.78,91.35,92.04,92.55,2.22,2.3987,2.6847,1666963,156813603.0,19075855266.0,5884439886.0
2019-11-18,'603605,賙應捇,92.55,92.98,90.31,91.87,91.2,1.35,1.4803,2.0874,1296096,118847405.0,18629000790.0,5746596090.0
2019-11-15,'603605,賙應捇,91.2,93.25,88.03,88.5,88.82,2.38,2.6796,3.6322,2255315,206505368.0,18357264960.0,5662772160.0
2019-11-14,'603605,賙應捇,88.82,89.53,87.71,89.22,89.2,-0.38,-0.426,2.653,1647325,145538365.0,17878204756.0,5514993676.0
2019-11-13,'603605,賙應捇,89.2,89.3,86.87,88.31,88.15,1.05,1.1912,2.3536,1461367,129156239.0,17954693360.0,5538588560.0
2019-11-12,'603605,賙應捇,88.15,89.0,85.74,87.99,88.8,-0.65,-0.732,2.8796,1787969,155985995.0,17743343270.0,5473392170.0
2019-11-11,'603605,賙應捇,88.8,90.8,87.5,90.7,90.81,-2.01,-2.2134,2.9441,1828057,161979831.0,17874179040.0,5513751840.0
2019-11-08,'603605,賙應捇,90.81,92.75,90.0,91.85,90.38,0.43,0.4758,2.188,1358572,124286295.0,18278763498.0,5638556358.0
2019-11-07,'603605,賙應捇,90.38,91.53,89.49,89.49,89.51,0.87,0.972,3.0567,1897936,171832341.0,18192210604.0,5611856884.0
2019-11-06,'603605,賙應捇,89.51,93.3,88.85,93.3,93.9,-4.39,-4.6752,4.9191,3054373,276429927.0,18017091958.0,5557837018.0
2019-11-05,'603605,賙應捇,93.9,94.99,93.19,93.19,93.64,0.26,0.2777,2.1662,1345050,126228800.0,18900736620.0,5830420020.0
2019-11-04,'603605,賙應捇,93.64,94.99,90.0,90.5,90.2,3.44,3.8137,3.8053,2362782,219748912.0,18848402312.0,5814276152.0
2019-11-01,'603605,賙應捇,90.2,90.5,86.88,88.0,88.46,1.74,1.967,2.51,1558531,138773566.0,18155979160.0,5600680360.0
2019-10-31,'603605,賙應捇,88.46,90.7,87.8,89.8,89.8,-1.34,-1.4922,4.0615,2521857,225114275.0,17805741868.0,5492640628.0
2019-10-30,'603605,賙應捇,89.8,92.7,88.58,90.3,88.03,1.77,2.0107,6.781,4210432,382182358.0,18075464840.0,5575843640.0
2019-10-29,'603605,賙應捇,88.03,89.18,86.89,89.18,89.53,-1.5,-1.6754,1.825,1133163,100052569.0,17719188974.0,5465941154.0
2019-10-28,'603605,賙應捇,89.53,89.58,85.1,86.11,86.21,3.32,3.8511,1.9779,1228130,107809743.0,18021117674.0,5559078854.0
2019-10-25,'603605,賙應捇,86.21,87.7,85.01,86.18,85.92,0.29,0.3375,2.0467,1270806,109614507.0,17352848818.0,5352934078.0
2019-10-24,'603605,賙應捇,85.92,89.98,85.6,88.88,89.22,-3.3,-3.6987,2.4553,1524563,132899710.0,17294475936.0,5334927456.0
2019-10-23,'603605,賙應捇,89.22,91.58,88.0,88.0,87.58,1.64,1.8726,3.8501,2390571,214352887.0,17958719076.0,5539830396.0
2019-10-22,'603605,賙應捇,87.58,88.11,82.8,83.97,84.3,3.28,3.8909,3.7132,2305600,197898877.0,17628610364.0,5437999844.0
2019-10-21,'603605,賙應捇,84.3,86.8,82.7,85.0,84.98,-0.68,-0.8002,4.0855,2536740,215150910.0,16968392940.0,5234338740.0
2019-10-18,'603605,賙應捇,84.98,86.8,82.3,82.63,82.22,2.76,3.3568,5.1215,3180050,269887271.0,17105267284.0,5276561164.0
2019-10-17,'603605,賙應捇,82.22,82.46,80.92,81.99,81.57,0.65,0.7969,2.4962,1549917,126686664.0,16549718476.0,5105187796.0
2019-10-16,'603605,賙應捇,81.57,82.89,79.9,82.49,82.43,-0.86,-1.0433,3.4855,2164205,175816909.0,16418882706.0,5064828126.0
2019-10-15,'603605,賙應捇,82.43,84.62,81.5,82.82,83.68,-1.25,-1.4938,2.2385,1389918,115532274.0,16591988494.0,5118227074.0
2019-10-14,'603605,賙應捇,83.68,85.68,83.0,85.29,84.3,-0.62,-0.7355,2.3652,1468590,123342779.0,16843595744.0,5195841824.0
2019-10-11,'603605,賙應捇,84.3,86.29,83.76,84.99,84.99,-0.69,-0.8119,2.4681,1532507,130066811.0,16968392940.0,5234338740.0
2019-10-10,'603605,賙應捇,84.99,85.48,80.24,81.14,81.26,3.73,4.5902,3.0519,1895006,158734054.0,17107280142.0,5277182082.0
2019-10-09,'603605,賙應捇,81.26,81.38,78.96,80.4,79.9,1.36,1.7021,1.8872,1171784,93950962.0,16356484108.0,5045579668.0
2019-10-08,'603605,賙應捇,79.9,81.9,79.0,81.9,81.17,-1.27,-1.5646,3.008,1867717,149730953.0,16082735420.0,4961134820.0
2019-09-30,'603605,賙應捇,81.17,82.49,79.79,81.9,81.01,0.16,0.1975,2.4176,1501125,122299153.0,16338368386.0,5039991406.0
2019-09-27,'603605,賙應捇,81.01,82.49,80.1,82.0,81.07,-0.06,-0.074,3.8878,2414031,196016031.0,16306162658.0,5030056718.0
2019-09-26,'603605,賙應捇,81.07,87.88,80.8,86.0,85.28,-4.21,-4.9367,5.8264,3617738,300691384.0,16318239806.0,5033782226.0
2019-09-25,'603605,賙應捇,85.28,90.36,84.3,86.73,87.01,-1.73,-1.9883,5.182,3217577,280427135.0,17165653024.0,5295188704.0
2019-09-24,'603605,賙應捇,87.01,88.8,85.1,88.0,86.32,0.69,0.7994,2.8862,1792100,155405565.0,17513877458.0,5402607518.0
2019-09-23,'603605,賙應捇,86.32,88.09,84.3,88.01,88.67,-2.35,-2.6503,2.8362,1761068,151073225.0,17374990256.0,5359764176.0
2019-09-20,'603605,賙應捇,88.67,89.5,87.21,88.0,87.58,1.09,1.2446,1.8122,1125214,99537605.0,17848011886.0,5505679906.0
2019-09-19,'603605,賙應捇,87.58,88.5,85.88,88.0,88.0,-0.42,-0.4773,1.9593,1216565,106238670.0,17628610364.0,5437999844.0
2019-09-18,'603605,賙應捇,88.0,88.5,85.58,86.27,86.1,1.9,2.2067,2.7272,1693376,147564772.0,17713150400.0,5464078400.0
2019-09-17,'603605,賙應捇,86.1,86.5,84.3,85.0,86.09,0.01,0.0116,2.4873,1544411,131765148.0,17330707380.0,5346103980.0
2019-09-16,'603605,賙應捇,86.09,86.76,80.5,81.3,81.95,4.14,5.0519,4.9086,3047838,257618180.0,17328694522.0,5345483062.0
2019-09-12,'603605,賙應捇,81.95,82.81,77.81,78.05,77.3,4.65,6.0155,4.4583,2768237,224282992.0,16495371310.0,5088423010.0
2019-09-11,'603605,賙應捇,77.3,80.9,77.08,79.38,78.82,-1.52,-1.9284,3.9407,2446880,193942629.0,15559392340.0,4799696140.0
2019-09-10,'603605,賙應捇,78.82,80.96,78.59,80.5,80.47,-1.65,-2.0505,2.6887,1669455,132421758.0,15865346756.0,4894075676.0
2019-09-09,'603605,賙應捇,80.47,81.4,79.6,81.1,80.83,-0.36,-0.4454,4.3459,2698468,215933058.0,16197468326.0,4996527146.0
2019-09-06,'603605,賙應捇,80.83,81.95,79.6,81.66,81.19,-0.36,-0.4434,3.231,2006174,161478807.0,16269931214.0,5018880194.0
2019-09-05,'603605,賙應捇,81.19,85.0,80.7,84.36,84.16,-2.97,-3.529,2.8272,1755469,144905754.0,16342394102.0,5041233242.0
2019-09-04,'603605,賙應捇,84.16,86.43,82.01,83.43,83.84,0.32,0.3817,2.5506,1583699,133444752.0,16940212928.0,5225645888.0
2019-09-03,'603605,賙應捇,83.84,84.9,79.91,80.59,81.16,2.68,3.3021,2.6533,1647467,136397732.0,16875801472.0,5205776512.0
2019-09-02,'603605,賙應捇,81.16,81.81,78.5,79.56,80.2,0.96,1.197,2.8217,1752047,140693506.0,16336355528.0,5039370488.0
2019-08-30,'603605,賙應捇,80.2,81.24,77.88,78.85,78.46,1.74,2.2177,2.4303,1508994,120255086.0,16143121160.0,4979762360.0
2019-08-29,'603605,賙應捇,78.46,80.31,78.11,79.01,79.02,-0.56,-0.7087,1.7653,1096100,86505172.0,15792883868.0,4871722628.0
2019-08-28,'603605,賙應捇,79.02,80.7,77.8,79.74,79.8,-0.78,-0.9774,1.8742,1163722,91808433.0,15905603916.0,4906494036.0
2019-08-27,'603605,賙應捇,79.8,82.06,76.16,76.98,76.5,3.3,4.3137,3.4128,2119063,168816610.0,16062606840.0,4954925640.0
2019-08-26,'603605,賙應捇,76.5,77.74,74.66,75.1,76.17,0.33,0.4332,2.3577,1463951,111704339.0,15398363700.0,4750022700.0
2019-08-23,'603605,賙應捇,76.17,78.0,74.11,77.57,76.46,-0.29,-0.3793,4.3355,2691986,204500771.0,15331939386.0,4729532406.0
2019-08-22,'603605,賙應捇,76.46,77.29,75.64,76.26,76.4,0.06,0.0785,1.8688,1160367,88670117.0,15390312268.0,4747539028.0
2019-08-21,'603605,賙應捇,76.4,77.2,74.74,76.25,75.76,0.64,0.8448,2.8366,1761304,133878985.0,15378235120.0,4743813520.0
2019-08-20,'603605,賙應捇,75.76,78.37,75.03,78.37,77.49,-1.73,-2.2325,2.6082,1619449,123202801.0,15249412208.0,4704074768.0
2019-08-19,'603605,賙應捇,77.49,78.58,73.61,74.6,73.57,3.92,5.3283,4.9553,3076847,235609615.0,15597636642.0,4811493582.0
2019-08-16,'603605,賙應捇,73.57,76.26,71.77,72.99,72.99,0.58,0.7946,5.7419,3565220,263575649.0,14808596306.0,4568093726.0
2019-08-15,'603605,賙應捇,72.99,72.99,70.48,70.9,71.92,1.07,1.4878,4.5836,2846050,203877405.0,14691850542.0,4532080482.0
2019-08-14,'603605,賙應捇,71.92,71.92,65.51,65.51,65.38,6.54,10.0031,5.8861,3654805,256506121.0,14476474736.0,4465642256.0
2019-08-13,'603605,賙應捇,65.38,66.99,64.59,66.99,67.0,-1.62,-2.4179,1.7377,1078963,70812577.0,13160065604.0,4059561884.0
2019-08-12,'603605,賙應捇,67.0,67.26,64.5,65.49,65.89,1.11,1.6846,2.1431,1330674,87852975.0,13486148600.0,4160150600.0
2019-08-09,'603605,賙應捇,65.89,67.5,65.5,66.45,66.6,-0.71,-1.0661,2.8889,1793763,118725851.0,13262721362.0,4091228702.0
2019-08-08,'603605,賙應捇,66.6,66.85,64.14,64.22,64.22,2.38,3.706,2.0946,1300594,85467633.0,13405634280.0,4135313880.0
2019-08-07,'603605,賙應捇,64.22,65.49,64.08,64.9,64.9,-0.68,-1.0478,1.9976,1240365,80120267.0,12926574076.0,3987535396.0
2019-08-06,'603605,賙應捇,64.9,65.4,62.0,63.0,64.23,0.67,1.0431,2.6863,1667944,106964776.0,13063448420.0,4029757820.0
2019-08-05,'603605,賙應捇,64.23,66.3,64.12,66.0,66.34,-2.11,-3.1806,2.3828,1479500,96028540.0,12928586934.0,3988156314.0
2019-08-02,'603605,賙應捇,66.34,66.66,63.6,65.88,66.36,-0.02,-0.0301,2.2373,1389198,91267600.0,13353299972.0,4119170012.0
2019-08-01,'603605,賙應捇,66.36,67.87,66.16,67.67,67.12,-0.76,-1.1323,2.1903,1360000,90887388.0,13357325688.0,4120411848.0
2019-07-31,'603605,賙應捇,67.12,68.19,66.07,67.31,66.83,0.29,0.4339,3.0638,1902365,128383556.0,13510302896.0,4167601616.0
2019-07-30,'603605,賙應捇,66.83,70.5,66.48,69.2,68.53,-1.7,-2.4807,3.7372,2320470,157894704.0,13451930014.0,4149594994.0
2019-07-29,'603605,賙應捇,68.53,69.66,67.16,68.85,68.06,0.47,0.6906,3.1042,1927456,132037254.0,13794115874.0,4255151054.0
2019-07-26,'603605,賙應捇,68.06,69.89,67.6,68.6,68.46,-0.4,-0.5843,3.1101,1931135,132319686.0,13699511548.0,4225967908.0
2019-07-25,'603605,賙應捇,68.46,69.2,66.3,67.0,66.0,2.46,3.7273,3.6621,2273883,154353283.0,13780025868.0,4250804628.0
2019-07-24,'603605,賙應捇,66.0,67.68,65.33,65.33,64.99,1.01,1.5541,3.8814,2410006,160239511.0,13284862800.0,4098058800.0
2019-07-23,'603605,賙應捇,64.99,65.6,61.1,61.1,61.87,3.12,5.0428,5.1808,3216843,208189868.0,13081564142.0,4035346082.0
2019-07-22,'603605,賙應捇,61.87,62.26,59.0,60.1,60.73,1.14,1.8772,2.3147,1437233,87206352.0,12453552446.0,3841619666.0
2019-07-19,'603605,賙應捇,60.73,62.1,59.8,60.35,60.3,0.43,0.7131,1.8217,1131100,68903112.0,12224086634.0,3770835014.0
2019-07-18,'603605,賙應捇,60.3,61.64,59.58,60.96,61.54,-1.24,-2.0149,2.5746,1598599,96808211.0,12137533740.0,3744135540.0
2019-07-17,'603605,賙應捇,61.54,62.33,60.8,62.33,62.5,-0.96,-1.536,1.8955,1176956,72498076.0,12387128132.0,3821129372.0
2019-07-16,'603605,賙應捇,62.5,63.51,62.02,63.45,63.45,-0.95,-1.4972,1.8188,1129300,70596127.0,12580362500.0,3880737500.0
2019-07-15,'603605,賙應捇,63.45,64.49,62.21,64.4,63.98,-0.53,-0.8284,1.6606,1031085,65352231.0,12771584010.0,3939724710.0
2019-07-12,'603605,賙應捇,63.98,64.6,63.01,63.81,63.2,0.78,1.2342,1.284,797238,51011054.0,12878265484.0,3972633364.0
2019-07-11,'603605,賙應捇,63.2,64.87,63.12,64.29,64.26,-1.06,-1.6495,1.4748,915701,58551051.0,12721262560.0,3924201760.0
2019-07-10,'603605,賙應捇,64.26,65.57,64.0,64.85,64.8,-0.54,-0.8333,1.119,694793,44887777.0,12934625508.0,3990019068.0
2019-07-09,'603605,賙應捇,64.8,66.41,64.44,65.16,64.58,0.22,0.3407,1.4082,874400,57032788.0,13043319840.0,4023548640.0
2019-07-08,'603605,賙應捇,64.58,67.2,63.7,67.2,66.85,-2.27,-3.3957,3.0177,1873764,121738461.0,12999036964.0,4009888444.0
2019-07-05,'603605,賙應捇,66.85,68.3,66.12,67.28,66.58,0.27,0.4055,1.858,1153639,77529791.0,13455955730.0,4150836830.0
2019-07-04,'603605,賙應捇,66.58,68.97,66.23,67.78,67.5,-0.92,-1.363,2.5912,1608901,108212438.0,13401608564.0,4134072044.0
2019-07-03,'603605,賙應捇,67.5,70.28,66.56,68.0,68.25,-0.75,-1.0989,4.2492,2638408,180770008.0,13586791500.0,4191196500.0
2019-07-02,'603605,賙應捇,68.25,69.48,67.75,67.81,68.25,0.0,0.0,2.6687,1657063,113479236.0,13737755850.0,4237765350.0
2019-07-01,'603605,賙應捇,68.25,69.0,66.26,67.33,66.18,2.07,3.1278,2.7247,1691845,114752775.0,13742976975.0,4237765350.0
2019-06-28,'603605,賙應捇,66.18,66.33,64.56,65.03,65.48,0.7,1.069,1.971,1223810,80268686.0,13326157014.0,4109235324.0
2019-06-27,'603605,賙應捇,65.48,65.48,63.94,64.29,64.28,1.2,1.8668,2.3007,1428520,92546728.0,13185203404.0,4065771064.0
2019-06-26,'603605,賙應捇,64.28,64.87,61.3,61.75,61.78,2.5,4.0466,2.5577,1588144,100586297.0,12943568644.0,3991260904.0
2019-06-25,'603605,賙應捇,61.78,62.93,60.63,62.9,62.85,-1.07,-1.7025,1.4781,917790,56447803.0,12440162894.0,3836031404.0
2019-06-24,'603605,賙應捇,62.85,63.4,62.14,62.7,62.8,0.05,0.0796,1.5527,964129,60538223.0,12655620555.0,3902469630.0
2019-06-21,'603605,賙應捇,62.8,64.46,62.13,63.0,63.34,-0.54,-0.8525,2.1001,1303972,81773856.0,12645552440.0,3899365040.0
2019-06-20,'603605,賙應捇,63.34,63.8,60.78,61.11,61.07,2.27,3.717,2.5281,1569767,98295180.0,12754288082.0,3932894612.0
2019-06-19,'603605,賙應捇,61.07,62.5,60.26,61.2,60.08,0.99,1.6478,3.1787,1973689,121034108.0,12297195661.0,3791946226.0
2019-06-18,'603605,賙應捇,60.08,60.24,58.5,59.05,59.4,0.68,1.1448,1.4443,896767,53323322.0,12097846984.0,3730475344.0
2019-06-17,'603605,賙應捇,59.4,60.39,58.39,58.39,58.42,0.98,1.6775,1.6733,1039003,61500803.0,11960920620.0,3688252920.0
2019-06-14,'603605,賙應捇,58.42,59.35,58.02,58.4,58.44,-0.02,-0.0342,2.1575,1339620,78964231.0,11763585566.0,3627402956.0
2019-06-13,'603605,賙應捇,58.44,58.8,57.6,58.8,58.95,-0.51,-0.8651,1.6841,1045691,60758007.0,11767612812.0,3628644792.0
2019-06-12,'603605,賙應捇,58.95,60.6,58.7,60.01,60.6,-1.65,-2.7228,2.2585,1402366,83225440.0,11870307585.0,3660311610.0
2019-06-11,'603605,賙應捇,60.6,60.71,57.4,57.79,57.77,2.83,4.8987,3.2709,2030930,121150423.0,12202555380.0,3762763080.0
2019-06-10,'603605,賙應捇,57.77,59.19,57.24,58.1,58.61,-0.84,-1.4332,2.4896,1545824,89400183.0,11632700071.0,3587043286.0
2019-06-06,'603605,賙應捇,58.61,59.6,57.7,59.43,59.49,-0.88,-1.4792,1.4446,897000,52347853.0,11801844403.0,3639200398.0
2019-06-05,'603605,賙應捇,59.49,60.73,59.29,60.49,59.96,-0.47,-0.7839,0.9381,582470,34749372.0,11979043227.0,3693841182.0
2019-06-04,'603605,賙應捇,59.96,60.76,59.22,59.87,60.13,-0.17,-0.2827,1.8548,1151655,68962005.0,12073683508.0,3723024328.0
2019-06-03,'603605,賙應捇,60.13,63.05,59.65,61.75,62.62,-2.49,-3.9764,4.0875,2538008,153935443.0,12107915099.0,3733579934.0
2019-05-31,'603605,賙應捇,62.62,64.0,62.5,63.52,63.91,-1.29,-2.0185,2.4562,1525110,96169612.0,12609307226.0,3888188516.0
2019-05-30,'603605,賙應捇,63.91,64.51,63.12,64.46,64.46,-0.55,-0.8532,1.3149,816443,52128478.0,12869064593.0,3968286938.0
2019-05-29,'603605,賙應捇,64.46,64.97,63.62,64.2,65.15,-0.69,-1.0591,1.5577,967228,62326983.0,12979813858.0,4002437428.0
2019-05-28,'603605,賙應捇,65.15,65.46,63.23,63.81,63.8,1.35,2.116,2.3358,1450330,93608847.0,13118753845.0,4045280770.0
2019-05-27,'603605,賙應捇,63.8,64.37,62.04,62.74,63.0,0.8,1.2698,1.866,1158651,73448306.0,12846914740.0,3961456840.0
2019-05-24,'603605,賙應捇,63.0,63.13,61.0,61.02,61.16,1.84,3.0085,1.739,1079775,67259079.0,12685824900.0,3911783400.0
2019-05-23,'603605,賙應捇,61.16,63.19,61.0,63.19,62.95,-1.79,-2.8435,1.796,1115141,68920545.0,12315318268.0,3797534488.0
2019-05-22,'603605,賙應捇,62.95,64.47,62.52,63.19,63.05,-0.1,-0.1586,1.2298,763634,48360410.0,12675756785.0,3908678810.0
2019-05-21,'603605,賙應捇,63.05,64.2,62.03,62.43,62.0,1.05,1.6935,1.7376,1078900,68349197.0,12695893015.0,3914887990.0
2019-05-20,'603605,賙應捇,62.0,63.75,60.36,62.74,63.66,-1.66,-2.6076,1.7294,1073800,66400321.0,12484462600.0,3849691600.0
2019-05-17,'603605,賙應捇,63.66,65.5,63.21,65.02,65.36,-1.7,-2.601,2.2215,1379365,88883868.0,12818724018.0,3952763988.0
2019-05-16,'603605,賙應捇,65.36,65.63,63.5,63.8,64.0,1.36,2.125,2.8029,1740346,112391864.0,13161039928.0,4058320048.0
2019-05-15,'603605,賙應捇,64.0,64.64,61.79,62.0,62.2,1.8,2.8939,3.4869,2165052,136142990.0,12887187200.0,3973875200.0
2019-05-14,'603605,XD賙應捇,62.2,63.9,61.0,61.0,61.71,0.49,0.794,3.409,2116679,133638098.0,12524735060.0,3862109960.0
2019-05-13,'603605,賙應捇,62.14,63.5,60.3,62.3,62.32,-0.18,-0.2888,2.3952,1487232,92328489.0,12512653322.0,3858384452.0
2019-05-10,'603605,賙應捇,62.32,62.47,59.2,60.9,59.23,3.09,5.217,3.5555,2207678,135183827.0,12548898536.0,3869560976.0
2019-05-09,'603605,賙應捇,59.23,60.69,57.98,60.69,60.75,-1.52,-2.5021,3.6573,2270854,134623143.0,11926689029.0,3677697314.0
2019-05-08,'603605,賙應捇,60.75,62.44,58.7,58.71,60.3,0.45,0.7463,2.6302,1633134,99956545.0,12232759725.0,3772076850.0
2019-05-07,'603605,賙應捇,60.3,60.39,56.77,56.77,56.65,3.65,6.4431,4.7279,2935643,173665280.0,12142146690.0,3744135540.0
2019-05-06,'603605,賙應捇,56.65,60.5,56.57,60.2,62.85,-6.2,-9.8648,6.2255,3865514,225599150.0,11407174295.0,3517500470.0
2019-04-30,'603605,賙應捇,62.85,62.9,60.46,60.48,60.46,2.39,3.953,4.0627,2522589,156668151.0,12655620555.0,3902469630.0
2019-04-29,'603605,賙應捇,60.46,62.66,60.08,61.3,61.3,-0.84,-1.3703,4.3801,2719700,166542253.0,12174364658.0,3754070228.0
2019-04-26,'603605,賙應捇,61.3,61.79,59.3,60.88,60.72,0.58,0.9552,3.9815,2472166,149742152.0,12343508990.0,3806227340.0
2019-04-25,'603605,賙應捇,60.72,63.62,60.56,61.0,60.74,-0.02,-0.0329,3.9215,2434956,150563956.0,12226718856.0,3770214096.0
2019-04-24,'603605,賙應捇,60.74,61.86,60.22,61.78,61.4,-0.66,-1.0749,2.9488,1830961,111650244.0,12230746102.0,3771455932.0
2019-04-23,'603605,賙應捇,61.4,63.05,60.72,61.4,61.01,0.39,0.6392,3.9267,2438182,150509116.0,12363645220.0,3812436520.0
2019-04-22,'603605,賙應捇,61.01,63.7,60.18,62.88,62.88,-1.87,-2.9739,4.8532,3013454,185534593.0,12285113923.0,3788220718.0
2019-04-19,'603605,賙應捇,62.88,64.68,60.1,64.0,63.91,-1.03,-1.6116,6.4445,4001485,248303112.0,12661661424.0,3904332384.0
2019-04-18,'603605,賙應捇,63.91,65.35,63.8,65.35,64.95,-1.04,-1.6012,2.1837,1355913,87127276.0,12869064593.0,3968286938.0
2019-04-17,'603605,賙應捇,64.95,66.0,64.0,65.74,65.45,-0.5,-0.7639,2.6851,1667236,108235026.0,13078481385.0,4032862410.0
2019-04-16,'603605,賙應捇,65.45,65.58,63.7,64.1,63.7,1.75,2.7473,2.8411,1764105,114061976.0,13179162535.0,4063908310.0
2019-04-15,'603605,賙應捇,63.7,67.49,63.13,66.88,66.05,-2.35,-3.5579,4.652,2888481,187299666.0,12826778510.0,3955247660.0
2019-04-12,'603605,賙應捇,66.05,67.33,65.3,66.95,67.0,-0.95,-1.4179,2.3525,1460689,96589475.0,13299979915.0,4101163390.0
2019-04-11,'603605,賙應捇,67.0,69.99,65.2,69.68,70.25,-3.25,-4.6263,4.8402,3005354,202203602.0,13491274100.0,4160150600.0
2019-04-10,'603605,賙應捇,70.25,72.76,69.58,71.1,71.43,-1.18,-1.652,2.5041,1554818,110283069.0,14145701575.0,4361948950.0
2019-04-09,'603605,賙應捇,71.43,71.5,68.2,68.77,69.25,2.18,3.148,2.6934,1672371,118178879.0,14383309089.0,4435217274.0
2019-04-08,'603605,賙應捇,69.25,70.82,66.84,69.2,69.41,-0.16,-0.2305,4.2566,2642982,180576627.0,13944339275.0,4299857150.0
2019-04-04,'603605,賙應捇,69.41,71.99,68.55,70.25,70.18,-0.77,-1.0972,3.354,2082566,145766354.0,13976557243.0,4309791838.0
2019-04-03,'603605,賙應捇,70.18,71.42,67.05,67.94,68.5,1.68,2.4526,4.2939,2666186,184238903.0,14131606214.0,4357602524.0
