日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2019-12-27,'600881,亚泰集团,3.07,3.13,3.06,3.07,3.08,-0.01,-0.3247,0.3567,11498817,35639583.0,9974164715.16,9895781739.18
2019-12-26,'600881,亚泰集团,3.08,3.08,3.04,3.04,3.05,0.03,0.9836,0.3063,9872968,30221346.0,10006653851.0,9928015555.92
2019-12-25,'600881,亚泰集团,3.05,3.07,3.03,3.07,3.06,-0.01,-0.3268,0.2968,9566355,29192621.0,9909186443.4,9831314105.7
2019-12-24,'600881,亚泰集团,3.06,3.08,3.04,3.06,3.05,0.01,0.3279,0.2765,8911750,27274198.0,9941675579.28,9863547922.44
2019-12-23,'600881,亚泰集团,3.05,3.14,3.05,3.13,3.13,-0.08,-2.5559,0.3163,10194953,31509027.0,9909186443.4,9831314105.7
2019-12-20,'600881,亚泰集团,3.13,3.17,3.1,3.14,3.14,-0.01,-0.3185,0.3533,11387277,35672684.0,10169099530.4,10089184639.6
2019-12-19,'600881,亚泰集团,3.14,3.16,3.11,3.12,3.13,0.01,0.3195,0.3,9670077,30328312.0,10201588666.3,10121418456.4
2019-12-18,'600881,亚泰集团,3.13,3.15,3.1,3.1,3.12,0.01,0.3205,0.4138,13338712,41691165.0,10169099530.4,10089184639.6
2019-12-17,'600881,亚泰集团,3.12,3.14,3.04,3.05,3.05,0.07,2.2951,0.6028,19430421,60265682.0,10136610394.6,10056950822.9
2019-12-16,'600881,亚泰集团,3.05,3.07,3.03,3.06,3.04,0.01,0.3289,0.4159,13404814,40789060.0,9909186443.4,9831314105.7
2019-12-13,'600881,亚泰集团,3.04,3.05,2.99,3.0,2.99,0.05,1.6722,0.3671,11832151,35757894.0,9876697307.52,9799080288.96
2019-12-12,'600881,亚泰集团,2.99,3.01,2.98,3.01,3.0,-0.01,-0.3333,0.1506,4855100,14566462.0,9714251628.12,9637911205.26
2019-12-11,'600881,亚泰集团,3.0,3.02,2.99,3.02,3.01,-0.01,-0.3322,0.1314,4235731,12714661.0,9746740764.0,9670145022.0
2019-12-10,'600881,亚泰集团,3.01,3.03,3.0,3.03,3.03,-0.02,-0.6601,0.1512,4872400,14671789.0,9779229899.88,9702378838.74
2019-12-09,'600881,亚泰集团,3.03,3.04,3.01,3.02,3.02,0.01,0.3311,0.1205,3885600,11753911.0,9844208171.64,9766846472.22
2019-12-06,'600881,亚泰集团,3.02,3.03,3.0,3.02,3.01,0.01,0.3322,0.1448,4668016,14053568.0,9811719035.76,9734612655.48
2019-12-05,'600881,亚泰集团,3.01,3.03,3.0,3.01,3.0,0.01,0.3333,0.1251,4033988,12176131.0,9779229899.88,9702378838.74
2019-12-04,'600881,亚泰集团,3.0,3.02,2.99,3.0,3.01,-0.01,-0.3322,0.1143,3683346,11058142.0,9746740764.0,9670145022.0
2019-12-03,'600881,亚泰集团,3.01,3.01,2.98,3.0,3.02,-0.01,-0.3311,0.1139,3672551,11014606.0,9779229899.88,9702378838.74
2019-12-02,'600881,亚泰集团,3.02,3.03,3.0,3.0,3.0,0.02,0.6667,0.2305,7428363,22414452.0,9811719035.76,9734612655.48
2019-11-29,'600881,亚泰集团,3.0,3.0,2.97,2.98,2.99,0.01,0.3344,0.149,4804334,14332247.0,9746740764.0,9670145022.0
2019-11-28,'600881,亚泰集团,2.99,2.99,2.96,2.96,2.97,0.02,0.6734,0.1439,4638250,13830864.0,9714251628.12,9637911205.26
2019-11-27,'600881,亚泰集团,2.97,3.01,2.95,2.97,2.98,-0.01,-0.3356,0.1953,6295764,18780081.0,9649273356.36,9573443571.78
2019-11-26,'600881,亚泰集团,2.98,3.02,2.97,3.0,3.0,-0.02,-0.6667,0.2247,7243878,21621852.0,9681762492.24,9605677388.52
2019-11-25,'600881,亚泰集团,3.0,3.01,2.93,2.93,2.94,0.06,2.0408,0.3283,10582667,31614903.0,9746740764.0,9670145022.0
2019-11-22,'600881,亚泰集团,2.94,3.01,2.93,2.96,2.96,-0.02,-0.6757,0.2094,6750050,20006205.0,9551805948.72,9476742121.56
2019-11-21,'600881,亚泰集团,2.96,2.97,2.92,2.96,2.95,0.01,0.339,0.1607,5178642,15244436.0,9616784220.48,9541209755.04
2019-11-20,'600881,亚泰集团,2.95,2.99,2.94,2.98,2.99,-0.04,-1.3378,0.1131,3646285,10810786.0,9584295084.6,9508975938.3
2019-11-19,'600881,亚泰集团,2.99,2.99,2.94,2.94,2.94,0.05,1.7007,0.1305,4206662,12484726.0,9714251628.12,9637911205.26
2019-11-18,'600881,亚泰集团,2.94,2.98,2.91,2.93,2.94,0.0,0.0,0.1677,5406861,15886571.0,9551805948.72,9476742121.56
2019-11-15,'600881,亚泰集团,2.94,2.98,2.94,2.97,2.96,-0.02,-0.6757,0.1365,4400772,12997806.0,9551805948.72,9476742121.56
2019-11-14,'600881,亚泰集团,2.96,2.99,2.94,2.97,2.96,0.0,0.0,0.1842,5938098,17631251.0,9616784220.48,9541209755.04
2019-11-13,'600881,亚泰集团,2.96,2.98,2.95,2.98,2.98,-0.02,-0.6711,0.1411,4549600,13467961.0,9616784220.48,9541209755.04
2019-11-12,'600881,亚泰集团,2.98,2.99,2.96,2.96,2.96,0.02,0.6757,0.1403,4523050,13428218.0,9681762492.24,9605677388.52
2019-11-11,'600881,亚泰集团,2.96,3.02,2.95,3.01,3.01,-0.05,-1.6611,0.2509,8085950,24112665.0,9616784220.48,9541209755.04
2019-11-08,'600881,亚泰集团,3.01,3.06,3.01,3.05,3.03,-0.02,-0.6601,0.1681,5418850,16453765.0,9779229899.88,9702378838.74
