»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-12-27,'603214,∞Æ”§ “,41.25,41.78,41.05,41.4,41.24,0.01,0.0242,1.8983,1047911,43376099.0,4209933750.0,2277117108.75
2019-12-26,'603214,∞Æ”§ “,41.24,41.96,40.8,41.39,41.39,-0.15,-0.3624,1.8983,1047904,43214518.0,4208913160.0,2276565080.36
2019-12-25,'603214,∞Æ”§ “,41.39,42.65,41.27,42.1,42.24,-0.85,-2.0123,2.3767,1311990,54760360.0,4224222010.0,2284845506.21
2019-12-24,'603214,∞Æ”§ “,42.24,42.46,41.0,42.26,42.22,0.02,0.0474,1.9745,1090005,45623520.0,4310972160.0,2331767919.36
2019-12-23,'603214,∞Æ”§ “,42.22,43.38,42.15,42.98,42.95,-0.73,-1.6997,1.5318,845583,36048494.0,4308930980.0,2330663862.58
2019-12-20,'603214,∞Æ”§ “,42.95,44.3,42.81,43.09,42.95,0.0,0.0,2.3597,1302600,56773526.0,4383434050.0,2370961935.05
2019-12-19,'603214,∞Æ”§ “,42.95,42.99,42.22,42.88,42.72,0.23,0.5384,1.5156,836651,35674808.0,4383434050.0,2370961935.05
2019-12-18,'603214,∞Æ”§ “,42.72,43.27,42.5,43.27,43.27,-0.55,-1.2711,1.8347,1012800,43423253.0,4359960480.0,2358265282.08
2019-12-17,'603214,∞Æ”§ “,43.27,43.66,42.94,43.66,43.7,-0.43,-0.984,2.2792,1258173,54380409.0,4416092930.0,2388626843.53
2019-12-16,'603214,∞Æ”§ “,43.7,43.79,42.15,42.97,42.86,0.84,1.9599,2.7807,1535052,65804151.0,4459978300.0,2412364064.3
2019-12-13,'603214,∞Æ”§ “,42.86,43.44,41.5,41.6,41.61,1.25,3.0041,2.5507,1408032,59840339.0,4374248740.0,2365993679.54
2019-12-12,'603214,∞Æ”§ “,41.61,42.26,41.48,42.08,41.94,-0.33,-0.7868,1.0908,602172,25177655.0,4246674990.0,2296990130.79
2019-12-11,'603214,∞Æ”§ “,41.94,42.29,41.65,42.06,42.08,-0.14,-0.3327,0.8827,487300,20453500.0,4280354460.0,2315207067.66
2019-12-10,'603214,∞Æ”§ “,42.08,42.39,41.09,42.39,42.39,-0.31,-0.7313,1.5275,843219,35231532.0,4294642720.0,2322935465.12
2019-12-09,'603214,∞Æ”§ “,42.39,42.49,41.55,42.35,41.93,0.46,1.0971,1.18,651396,27532810.0,4326281010.0,2340048345.21
2019-12-06,'603214,∞Æ”§ “,41.93,42.19,41.62,41.92,41.92,0.01,0.0239,0.8825,487177,20409635.0,4279333870.0,2314655039.27
2019-12-05,'603214,∞Æ”§ “,41.92,42.32,40.8,40.8,40.8,1.12,2.7451,1.5327,846100,35265078.0,4278313280.0,2314103010.88
2019-12-04,'603214,∞Æ”§ “,40.8,41.67,40.51,41.38,41.58,-0.78,-1.8759,1.44,794900,32565117.0,4164007200.0,2252275831.2
2019-12-03,'603214,∞Æ”§ “,41.58,42.42,41.12,41.39,41.75,-0.17,-0.4072,1.3528,746771,31093048.0,4243613220.0,2295334045.62
2019-12-02,'603214,∞Æ”§ “,41.75,42.2,41.07,41.99,42.0,-0.25,-0.5952,1.4839,819161,34138315.0,4260963250.0,2304718528.25
2019-11-29,'603214,∞Æ”§ “,42.0,42.4,41.68,41.86,41.86,0.14,0.3344,1.1422,630500,26485734.0,4286478000.0,2318519238.0
2019-11-28,'603214,∞Æ”§ “,41.86,42.98,41.31,42.65,42.59,-0.73,-1.714,1.6185,893466,37513921.0,4272189740.0,2310790840.54
2019-11-27,'603214,∞Æ”§ “,42.59,42.94,41.66,42.39,42.38,0.21,0.4955,1.6775,926012,39368885.0,4346692810.0,2351088913.01
2019-11-26,'603214,∞Æ”§ “,42.38,42.66,41.55,41.55,41.77,0.61,1.4604,2.282,1259707,52966946.0,4325260420.0,2339496316.82
2019-11-25,'603214,∞Æ”§ “,41.77,42.64,40.51,42.08,42.06,-0.29,-0.6895,3.4635,1911939,79899123.0,4263004430.0,2305822585.03
2019-11-22,'603214,∞Æ”§ “,42.06,44.28,41.8,43.7,43.5,-1.44,-3.3103,4.6262,2553777,110185162.0,4292601540.0,2321831408.34
2019-11-21,'603214,∞Æ”§ “,43.5,46.31,43.0,45.11,45.02,-1.52,-3.3763,4.6518,2567907,113085641.0,4439566500.0,2401323496.5
2019-11-20,'603214,∞Æ”§ “,45.02,46.31,44.9,45.48,45.57,-0.55,-1.2069,2.0583,1136240,51634956.0,4594696180.0,2485231811.78
2019-11-19,'603214,∞Æ”§ “,45.57,46.77,45.01,45.98,46.28,-0.71,-1.5341,2.9128,1607927,73439520.0,4650828630.0,2515593373.23
2019-11-18,'603214,∞Æ”§ “,46.28,46.63,45.71,45.91,46.18,0.1,0.2165,1.3921,768456,35454999.0,4723290520.0,2554787388.92
2019-11-15,'603214,∞Æ”§ “,46.18,48.4,46.04,47.54,47.35,-1.17,-2.471,2.8909,1595841,75107622.0,4713084620.0,2549267105.02
2019-11-14,'603214,∞Æ”§ “,47.35,47.91,45.15,45.57,46.02,1.33,2.89,3.1228,1723862,80584551.0,4832493650.0,2613854426.65
2019-11-13,'603214,∞Æ”§ “,46.02,47.15,44.76,45.34,45.34,0.68,1.4998,2.6413,1458061,67227328.0,4696755180.0,2540434650.78
2019-11-12,'603214,∞Æ”§ “,45.34,45.48,44.16,44.16,44.65,0.69,1.5454,1.7762,980525,43958472.0,4627355060.0,2502896720.26
2019-11-11,'603214,∞Æ”§ “,44.65,46.65,44.22,45.0,45.05,-0.4,-0.8879,3.335,1841042,83989895.0,4556934350.0,2464806761.35
2019-11-08,'603214,∞Æ”§ “,45.05,46.46,45.0,46.0,45.74,-0.69,-1.5085,2.4223,1337200,60985902.0,4597757950.0,2486887896.95
2019-11-07,'603214,∞Æ”§ “,45.74,46.47,44.59,45.3,45.0,0.74,1.6444,2.6173,1444845,65721012.0,4668864760.0,2524977855.86
2019-11-06,'603214,∞Æ”§ “,45.0,47.5,44.5,47.5,47.12,-2.12,-4.4992,3.9788,2196399,99534709.0,4593330000.0,2484127755.0
2019-11-05,'603214,∞Æ”§ “,47.12,47.6,46.0,46.3,46.11,1.01,2.1904,2.7077,1494701,70557595.0,4809726880.0,2601157773.68
2019-11-04,'603214,∞Æ”§ “,46.11,47.42,45.92,46.33,46.15,-0.04,-0.0867,3.152,1740000,81127862.0,4706632140.0,2545402906.29
2019-11-01,'603214,∞Æ”§ “,46.15,47.33,45.17,46.36,46.93,-0.78,-1.662,4.8634,2684756,123693354.0,4710715100.0,2547611019.85
2019-10-31,'603214,∞Æ”§ “,46.93,50.18,46.13,49.6,49.65,-2.72,-5.4783,4.9113,2711167,130433327.0,4790332820.0,2590669234.27
2019-10-30,'603214,∞Æ”§ “,49.65,51.12,47.41,47.8,48.12,1.53,3.1796,6.0253,3326144,164105877.0,5067974100.0,2740820956.35
2019-10-29,'603214,∞Æ”§ “,48.12,48.54,46.88,48.2,47.61,0.51,1.0712,3.6515,2015754,96126161.0,4893804000.0,2656360612.68
2019-10-28,'603214,∞Æ”§ “,47.61,49.5,44.7,44.89,45.35,2.26,4.9835,5.9268,3271766,153385309.0,4841937000.0,2628207164.79
2019-10-25,'603214,∞Æ”§ “,45.35,45.96,44.61,45.35,45.61,-0.26,-0.5701,2.6843,1481825,67025426.0,4612095000.0,2503448748.65
2019-10-24,'603214,∞Æ”§ “,45.61,45.95,42.9,43.63,43.88,1.73,3.9426,3.6434,2011242,89426458.0,4638537000.0,2517801486.79
2019-10-23,'603214,∞Æ”§ “,43.88,44.76,43.2,43.7,44.0,-0.12,-0.2727,3.3425,1845146,81089248.0,4462596000.0,2422300575.32
2019-10-22,'603214,∞Æ”§ “,44.0,46.19,42.81,44.59,44.53,-0.53,-1.1902,4.8848,2696549,119487452.0,4474800000.0,2428924916.0
2019-10-21,'603214,∞Æ”§ “,44.53,44.68,41.5,42.06,42.6,1.93,4.5305,4.9553,2735481,119229260.0,4528701000.0,2458182420.67
2019-10-18,'603214,∞Æ”§ “,42.6,43.9,41.6,41.6,42.0,0.6,1.4286,4.2557,2349260,100670057.0,4332420000.0,2351640941.4
2019-10-17,'603214,∞Æ”§ “,42.0,42.23,38.7,39.69,39.61,2.39,6.0338,4.2736,2359163,96942892.0,4271400000.0,2318519238.0
2019-10-16,'603214,∞Æ”§ “,39.61,40.2,38.55,39.14,38.92,0.69,1.7729,1.8649,1029491,40473604.0,4028337000.0,2186584452.79
2019-10-15,'603214,∞Æ”§ “,38.92,39.97,38.47,39.46,39.7,-0.78,-1.9647,1.0503,579800,22638241.0,3958164000.0,2148494493.88
2019-10-14,'603214,∞Æ”§ “,39.7,40.3,39.45,40.17,39.77,-0.07,-0.176,1.4371,793300,31623007.0,4037490000.0,2191552708.3
2019-10-11,'603214,∞Æ”§ “,39.77,39.96,38.9,39.12,38.9,0.87,2.2365,1.5228,840652,33198187.0,4044609000.0,2195416907.03
2019-10-10,'603214,∞Æ”§ “,38.9,39.11,38.35,38.77,38.42,0.48,1.2493,1.0549,582337,22547059.0,3956130000.0,2147390437.1
2019-10-09,'603214,∞Æ”§ “,38.42,38.47,37.57,37.9,37.95,0.47,1.2385,0.7943,438452,16783507.0,3907314000.0,2120893074.38
2019-10-08,'603214,∞Æ”§ “,37.95,39.53,37.58,39.53,38.95,-1.0,-2.5674,1.5796,871974,33477462.0,3859515000.0,2094947740.05
2019-09-30,'603214,∞Æ”§ “,38.95,41.08,38.8,40.17,39.98,-1.03,-2.5763,1.5586,860400,34113024.0,3961215000.0,2150150579.05
2019-09-27,'603214,∞Æ”§ “,39.98,40.65,39.71,39.75,39.78,0.2,0.5028,1.4212,784565,31538809.0,4065966000.0,2207009503.22
2019-09-26,'603214,∞Æ”§ “,39.78,41.9,39.78,41.2,41.0,-1.22,-2.9756,1.7428,962083,39174729.0,4045626000.0,2195968935.42
2019-09-25,'603214,∞Æ”§ “,41.0,41.5,40.3,41.01,41.19,-0.19,-0.4613,1.9023,1050100,43034547.0,4169700000.0,2263316399.0
2019-09-24,'603214,∞Æ”§ “,41.19,42.24,41.08,42.08,41.89,-0.7,-1.671,1.5557,858806,35594360.0,4189023000.0,2273804938.41
2019-09-23,'603214,∞Æ”§ “,41.89,42.5,41.5,41.66,41.9,-0.01,-0.0239,1.8387,1015006,42463596.0,4260213000.0,2312446925.71
2019-09-20,'603214,∞Æ”§ “,41.9,42.15,40.0,40.4,40.12,1.78,4.4367,3.5804,1976479,81964098.0,4261230000.0,2312998954.1
2019-09-19,'603214,∞Æ”§ “,40.12,40.4,39.61,40.06,40.06,0.06,0.1498,1.2139,670122,26812040.0,4080204000.0,2214737900.68
2019-09-18,'603214,∞Æ”§ “,40.06,40.48,39.7,39.96,39.97,0.09,0.2252,1.5856,875322,35115875.0,4074102000.0,2211425730.34
2019-09-17,'603214,∞Æ”§ “,39.97,40.85,39.58,40.65,40.63,-0.66,-1.6244,1.3634,752644,30178084.0,4064949000.0,2206457474.83
2019-09-16,'603214,∞Æ”§ “,40.63,40.92,39.41,39.6,39.71,0.92,2.3168,1.9774,1091606,44041126.0,4132071000.0,2242891348.57
2019-09-12,'603214,∞Æ”§ “,39.71,39.85,38.79,38.79,38.9,0.81,2.0823,1.6718,922900,36382923.0,4038507000.0,2192104736.69
2019-09-11,'603214,∞Æ”§ “,38.9,39.37,38.66,38.66,38.55,0.35,0.9079,1.5906,878072,34251012.0,3956130000.0,2147390437.1
2019-09-10,'603214,∞Æ”§ “,38.55,40.35,38.52,39.35,39.23,-0.68,-1.7334,3.1402,1733495,67945398.0,3920535000.0,2128069443.45
2019-09-09,'603214,∞Æ”§ “,39.23,39.5,39.0,39.38,39.28,-0.05,-0.1273,1.9049,1051540,41215808.0,3989691000.0,2165607373.97
2019-09-06,'603214,∞Æ”§ “,39.28,39.45,38.41,39.0,39.04,0.24,0.6148,2.4223,1337193,52026581.0,3994776000.0,2168367515.92
2019-09-05,'603214,∞Æ”§ “,39.04,40.58,39.03,40.0,40.0,-0.96,-2.4,2.5434,1404016,55645029.0,3970368000.0,2155118834.56
2019-09-04,'603214,∞Æ”§ “,40.0,40.25,39.62,39.79,39.61,0.39,0.9846,1.5119,834608,33322623.0,4068000000.0,2208113560.0
2019-09-03,'603214,∞Æ”§ “,39.61,40.17,39.0,39.98,39.8,-0.19,-0.4774,2.0629,1138794,45039922.0,4028337000.0,2186584452.79
2019-09-02,'603214,∞Æ”§ “,39.8,40.38,39.71,39.99,39.9,-0.1,-0.2506,1.5035,829998,33169763.0,4047660000.0,2197072992.2
2019-08-30,'603214,∞Æ”§ “,39.9,40.7,39.61,40.2,40.2,-0.3,-0.7463,1.2624,696864,28000100.0,4057830000.0,2202593276.1
2019-08-29,'603214,∞Æ”§ “,40.2,40.74,39.7,40.46,40.36,-0.16,-0.3964,0.9041,499100,20083931.0,4088340000.0,2219154127.8
2019-08-28,'603214,∞Æ”§ “,40.36,40.5,38.61,38.61,39.11,1.25,3.1961,2.5796,1423996,57009162.0,4104612000.0,2227986582.04
2019-08-27,'603214,∞Æ”§ “,39.11,39.68,38.89,39.25,39.25,-0.14,-0.3567,1.1322,625015,24564668.0,3977487000.0,2158983033.29
2019-08-26,'603214,∞Æ”§ “,39.25,39.58,37.89,38.02,38.8,0.45,1.1598,1.7885,987288,38491515.0,3991725000.0,2166711430.75
2019-08-23,'603214,∞Æ”§ “,38.8,38.85,37.5,37.88,37.94,0.86,2.2667,1.5972,881702,33826569.0,3945960000.0,2141870153.2
2019-08-22,'603214,∞Æ”§ “,37.94,38.0,37.42,37.71,37.71,0.23,0.6099,0.8593,474337,17871541.0,3858498000.0,2094395711.66
2019-08-21,'603214,∞Æ”§ “,37.71,37.97,37.2,37.97,37.54,0.17,0.4529,0.862,475869,17884112.0,3835107000.0,2081699058.69
2019-08-20,'603214,∞Æ”§ “,37.54,38.3,37.35,38.3,38.25,-0.71,-1.8562,1.8202,1004814,37927149.0,3817818000.0,2072314576.06
2019-08-19,'603214,∞Æ”§ “,38.25,38.55,37.77,37.94,37.65,0.6,1.5936,2.1766,1201571,45957794.0,3890025000.0,2111508591.75
2019-08-16,'603214,∞Æ”§ “,37.65,38.18,37.11,37.58,37.64,0.01,0.0266,2.7938,1542244,58061691.0,3829005000.0,2078386888.35
2019-08-15,'603214,∞Æ”§ “,37.64,37.97,35.11,35.59,36.1,1.54,4.2659,4.3386,2395020,88028495.0,3827988000.0,2077834859.96
2019-08-14,'603214,∞Æ”§ “,36.1,37.67,35.9,37.2,36.84,-0.74,-2.0087,2.3429,1293341,47281375.0,3671370000.0,1992822487.9
2019-08-13,'603214,∞Æ”§ “,36.84,37.15,36.51,37.15,37.42,-0.58,-1.55,1.5859,875456,32258840.0,3746628000.0,2033672588.76
2019-08-12,'603214,∞Æ”§ “,37.42,37.42,36.1,36.34,35.92,1.5,4.1759,1.7096,943751,34838621.0,3805614000.0,2065690235.38
2019-08-09,'603214,∞Æ”§ “,35.92,36.59,35.8,36.0,35.91,0.01,0.0278,1.2286,678220,24530056.0,3653064000.0,1982885976.88
2019-08-08,'603214,∞Æ”§ “,35.91,36.79,35.84,36.2,36.2,-0.29,-0.8011,1.3373,738200,26720669.0,3652047000.0,1982333948.49
2019-08-07,'603214,∞Æ”§ “,36.2,36.85,35.23,35.53,35.2,1.0,2.8409,3.4265,1891519,68429554.0,3681540000.0,1998342771.8
2019-08-06,'603214,∞Æ”§ “,35.2,35.3,33.6,33.8,34.42,0.78,2.2661,2.9798,1644918,56775643.0,3579840000.0,1943139932.8
2019-08-05,'603214,∞Æ”§ “,34.42,35.2,33.21,33.63,33.66,0.76,2.2579,1.9037,1050912,35867801.0,3500514000.0,1900081718.38
2019-08-02,'603214,∞Æ”§ “,33.66,33.66,33.11,33.34,33.88,-0.22,-0.6494,1.2729,702703,23415462.0,3423222000.0,1858127560.74
2019-08-01,'603214,∞Æ”§ “,33.88,34.1,33.72,33.82,34.23,-0.35,-1.0225,0.8884,490398,16608180.0,3445596000.0,1870272185.32
2019-07-31,'603214,∞Æ”§ “,34.23,34.57,34.07,34.1,34.34,-0.11,-0.3203,0.9705,535741,18363084.0,3481191000.0,1889593178.97
2019-07-30,'603214,∞Æ”§ “,34.34,35.11,34.2,34.4,34.3,0.04,0.1166,1.0047,554600,19169380.0,3492378000.0,1895665491.26
2019-07-29,'603214,∞Æ”§ “,34.3,34.56,33.64,34.4,33.84,0.46,1.3593,0.825,455451,15581827.0,3488310000.0,1893457377.7
2019-07-26,'603214,∞Æ”§ “,33.84,34.03,33.68,34.03,33.85,-0.01,-0.0295,0.5596,308900,10449669.0,3441528000.0,1868064071.76
2019-07-25,'603214,∞Æ”§ “,33.85,34.06,33.5,34.0,33.69,0.16,0.4749,0.8313,458900,15522593.0,3442545000.0,1868616100.15
2019-07-24,'603214,∞Æ”§ “,33.69,33.69,33.01,33.19,32.92,0.77,2.339,1.3099,723102,24220717.0,3426273000.0,1859783645.91
2019-07-23,'603214,∞Æ”§ “,32.92,33.58,32.86,33.49,33.15,-0.23,-0.6938,1.0536,581630,19274175.0,3347964000.0,1817277459.88
2019-07-22,'603214,∞Æ”§ “,33.15,34.04,33.08,33.95,33.93,-0.78,-2.2989,0.9066,500479,16748418.0,3371355000.0,1829974112.85
