»’∆Џ,є…∆±іъ¬л,√ы≥∆, ’≈ћЉџ,„оЄяЉџ,„оµЌЉџ,њ™≈ћЉџ,«∞ ’≈ћ,’«µшґо,’«µшЈщ,її ÷¬ ,≥…љїЅњ,≥…љїљрґо,„№ –÷µ,ЅчЌ® –÷µ
2019-12-27,'603993,¬е—фов“µ,4.33,4.53,4.14,4.18,4.16,0.17,4.0865,2.4123,426153960,1860573279.0,93524711724.4,76492795284.4
2019-12-26,'603993,¬е—фов“µ,4.16,4.23,4.08,4.2,4.2,-0.04,-0.9524,1.1144,196875066,815706143.0,89852840825.3,73489613945.3
2019-12-25,'603993,¬е—фов“µ,4.2,4.25,4.02,4.07,4.1,0.1,2.439,2.1107,372875144,1547264784.0,90716810448.6,74196244848.6
2019-12-24,'603993,¬е—фов“µ,4.1,4.1,3.73,3.74,3.73,0.37,9.9196,2.6772,472942878,1881595486.0,88556886390.3,72429667590.3
2019-12-23,'603993,¬е—фов“µ,3.73,3.82,3.71,3.73,3.73,0.0,0.0,0.5154,91051901,343353996.0,80565167374.6,65893331734.6
2019-12-20,'603993,¬е—фов“µ,3.73,3.83,3.72,3.82,3.8,-0.07,-1.8421,0.3482,61505400,231989283.0,80565167374.6,65893331734.6
2019-12-19,'603993,¬е—фов“µ,3.8,3.84,3.79,3.8,3.81,-0.01,-0.2625,0.3971,70151704,267146236.0,82077114215.4,67129935815.4
2019-12-18,'603993,¬е—фов“µ,3.81,3.84,3.78,3.81,3.82,-0.01,-0.2618,0.4957,87573521,332882917.0,82293106621.2,67306593541.2
2019-12-17,'603993,¬е—фов“µ,3.82,3.88,3.76,3.78,3.76,0.06,1.5957,1.0228,180677063,693055038.0,82509099027.1,67483251267.1
2019-12-16,'603993,¬е—фов“µ,3.76,3.79,3.72,3.78,3.76,0.0,0.0,0.4049,71534777,267563821.0,81213144592.1,66423304912.1
2019-12-13,'603993,¬е—фов“µ,3.76,3.76,3.71,3.72,3.68,0.08,2.1739,0.5261,92943905,347504066.0,81213144592.1,66423304912.1
2019-12-12,'603993,¬е—фов“µ,3.68,3.74,3.67,3.71,3.71,-0.03,-0.8086,0.3103,54825613,203172267.0,79485205345.4,65010043105.4
2019-12-11,'603993,¬е—фов“µ,3.71,3.79,3.69,3.79,3.76,-0.05,-1.3298,0.4773,84323630,313545414.0,80133182562.9,65540016282.9
2019-12-10,'603993,¬е—фов“µ,3.76,3.8,3.72,3.74,3.74,0.02,0.5348,0.5637,99581540,374517425.0,81213144592.1,66423304912.1
2019-12-09,'603993,¬е—фов“µ,3.74,3.79,3.72,3.77,3.74,0.0,0.0,0.5797,102410029,384554650.0,80781159780.4,66069989460.4
2019-12-06,'603993,¬е—фов“µ,3.74,3.82,3.62,3.63,3.62,0.12,3.3149,1.4666,259087362,972089255.0,80781159780.4,66069989460.4
2019-12-05,'603993,¬е—фов“µ,3.62,3.65,3.59,3.63,3.61,0.01,0.277,0.5146,90908088,329040886.0,78189250910.5,63950096750.5
2019-12-04,'603993,¬е—фов“µ,3.61,3.64,3.48,3.49,3.51,0.1,2.849,0.7793,137661706,495730591.0,77973258504.6,63773439024.6
2019-12-03,'603993,¬е—фов“µ,3.51,3.53,3.47,3.48,3.5,0.01,0.2857,0.2678,47304574,165461738.0,75813334446.3,62006861766.3
2019-12-02,'603993,¬е—фов“µ,3.5,3.57,3.48,3.55,3.56,-0.06,-1.6854,0.4454,78678517,276852697.0,75597342040.5,61830204040.5
2019-11-29,'603993,¬е—фов“µ,3.56,3.61,3.53,3.58,3.58,-0.02,-0.5587,0.3077,54359035,194071978.0,76893296475.5,62890150395.5
2019-11-28,'603993,¬е—фов“µ,3.58,3.65,3.57,3.6,3.63,-0.05,-1.3774,0.6008,106140917,383156068.0,77325281287.1,63243465847.1
2019-11-27,'603993,¬е—фов“µ,3.63,3.68,3.5,3.5,3.48,0.15,4.3103,1.1789,208253854,749891148.0,78405243316.3,64126754476.3
2019-11-26,'603993,¬е—фов“µ,3.48,3.54,3.48,3.54,3.55,-0.07,-1.9718,0.5516,97438294,341114522.0,75165357228.8,61476888588.8
2019-11-25,'603993,¬е—фов“µ,3.55,3.56,3.42,3.43,3.43,0.12,3.4985,0.7526,132952500,466323261.0,76677304069.6,62713492669.7
2019-11-22,'603993,¬е—фов“µ,3.43,3.49,3.41,3.43,3.41,0.02,0.5865,0.3611,63789604,219972575.0,74085395199.7,60593599959.7
2019-11-21,'603993,¬е—фов“µ,3.41,3.44,3.4,3.43,3.44,-0.03,-0.8721,0.159,28093366,95926385.0,73653410388.0,60240284508.0
2019-11-20,'603993,¬е—фов“µ,3.44,3.49,3.42,3.45,3.46,-0.02,-0.578,0.258,45585415,157243041.0,74301387605.5,60770257685.5
2019-11-19,'603993,¬е—фов“µ,3.46,3.46,3.37,3.38,3.38,0.08,2.3669,0.3606,63700279,218861971.0,74733372417.2,61123573137.2
2019-11-18,'603993,¬е—фов“µ,3.38,3.39,3.36,3.37,3.37,0.01,0.2967,0.1602,28294095,95563283.0,73005433170.5,59710311330.5
2019-11-15,'603993,¬е—фов“µ,3.37,3.4,3.37,3.39,3.39,-0.02,-0.59,0.1913,33794441,114447182.0,72789440764.7,59533653604.7
2019-11-14,'603993,¬е—фов“µ,3.39,3.41,3.38,3.4,3.4,-0.01,-0.2941,0.1369,24191024,82018736.0,73221425576.4,59886969056.4
2019-11-13,'603993,¬е—фов“µ,3.4,3.41,3.38,3.4,3.4,0.0,0.0,0.1466,25892671,87947201.0,73437417982.2,60063626782.2
2019-11-12,'603993,¬е—фов“µ,3.4,3.41,3.38,3.39,3.4,0.0,0.0,0.1411,24917712,84618574.0,73437417982.2,60063626782.2
2019-11-11,'603993,¬е—фов“µ,3.4,3.48,3.39,3.48,3.47,-0.07,-2.0173,0.2389,42211188,144381607.0,73437417982.2,60063626782.2
2019-11-08,'603993,¬е—фов“µ,3.47,3.53,3.47,3.51,3.49,-0.02,-0.5731,0.1952,34486824,120500358.0,74949364823.0,61300230863.0
2019-11-07,'603993,¬е—фов“µ,3.49,3.53,3.48,3.51,3.53,-0.04,-1.1331,0.1941,34294264,120114573.0,75381349634.7,61653546314.7
2019-11-06,'603993,¬е—фов“µ,3.53,3.57,3.5,3.52,3.54,-0.01,-0.2825,0.3755,66343183,234538552.0,76245319258.0,62360177218.0
2019-11-05,'603993,¬е—фов“µ,3.54,3.6,3.43,3.46,3.45,0.09,2.6087,0.5915,104488256,366983923.0,76461311663.8,62536834943.8
2019-11-04,'603993,¬е—фов“µ,3.45,3.47,3.41,3.42,3.42,0.03,0.8772,0.304,53709878,184831080.0,74517380011.4,60946915411.3
2019-11-01,'603993,¬е—фов“µ,3.42,3.42,3.38,3.4,3.4,0.02,0.5882,0.2172,38371150,130599220.0,73869402793.9,60416942233.9
2019-10-31,'603993,¬е—фов“µ,3.4,3.43,3.38,3.41,3.4,0.0,0.0,0.19,33556965,114159238.0,73437417982.2,60063626782.2
2019-10-30,'603993,¬е—фов“µ,3.4,3.44,3.39,3.41,3.44,-0.04,-1.1628,0.2205,38947726,132813311.0,73437417982.2,60063626782.2
2019-10-29,'603993,¬е—фов“µ,3.44,3.49,3.44,3.49,3.49,-0.05,-1.4327,0.2082,36779106,127268989.0,74301387605.5,60770257685.5
2019-10-28,'603993,¬е—фов“µ,3.49,3.52,3.45,3.46,3.47,0.02,0.5764,0.3265,57675124,201313573.0,75381349634.7,61653546314.7
2019-10-25,'603993,¬е—фов“µ,3.47,3.47,3.43,3.46,3.46,0.01,0.289,0.1726,30492772,105242876.0,74949364823.0,61300230863.0
2019-10-24,'603993,¬е—фов“µ,3.46,3.47,3.44,3.45,3.45,0.01,0.2899,0.2065,36479528,126203361.0,74733372417.2,61123573137.2
2019-10-23,'603993,¬е—фов“µ,3.45,3.48,3.44,3.48,3.47,-0.02,-0.5764,0.1555,27464836,94874377.0,74517380011.4,60946915411.3
2019-10-22,'603993,¬е—фов“µ,3.47,3.49,3.45,3.47,3.46,0.01,0.289,0.1908,33697779,116856487.0,74949364823.0,61300230863.0
2019-10-21,'603993,¬е—фов“µ,3.46,3.49,3.44,3.48,3.5,-0.04,-1.1429,0.2129,37616512,129941619.0,74733372417.2,61123573137.2
2019-10-18,'603993,¬е—фов“µ,3.5,3.57,3.5,3.56,3.56,-0.06,-1.6854,0.2468,43602083,153603060.0,75597342040.5,61830204040.5
2019-10-17,'603993,¬е—фов“µ,3.56,3.57,3.54,3.55,3.56,0.0,0.0,0.1814,32053225,113910890.0,76893296475.5,62890150395.5
2019-10-16,'603993,¬е—фов“µ,3.56,3.61,3.56,3.6,3.6,-0.04,-1.1111,0.2091,36934495,132382459.0,76893296475.5,62890150395.5
2019-10-15,'603993,¬е—фов“µ,3.6,3.66,3.59,3.66,3.65,-0.05,-1.3699,0.2824,49890763,180279747.0,77757266098.8,63596781298.8
2019-10-14,'603993,¬е—фов“µ,3.65,3.68,3.63,3.65,3.62,0.03,0.8287,0.3044,53775634,196564674.0,78837228127.9,64480069927.9
2019-10-11,'603993,¬е—фов“µ,3.62,3.64,3.58,3.61,3.61,0.01,0.277,0.3003,53058160,191500005.0,78189250910.5,63950096750.5
2019-10-10,'603993,¬е—фов“µ,3.61,3.63,3.59,3.62,3.62,-0.01,-0.2762,0.2786,49222720,177592950.0,77973258504.6,63773439024.6
2019-10-09,'603993,¬е—фов“µ,3.62,3.63,3.58,3.59,3.61,0.01,0.277,0.1996,35253695,127265181.0,78189250910.5,63950096750.5
2019-10-08,'603993,¬е—фов“µ,3.61,3.65,3.59,3.62,3.64,-0.03,-0.8242,0.2629,46442718,168229690.0,77973258504.6,63773439024.6
2019-09-30,'603993,¬е—фов“µ,3.64,3.68,3.61,3.67,3.67,-0.03,-0.8174,0.2877,50825488,185646635.0,78621235722.1,64303412202.1
2019-09-27,'603993,¬е—фов“µ,3.67,3.72,3.66,3.68,3.68,-0.01,-0.2717,0.3596,63529062,234099920.0,79269212939.6,64833385379.6
2019-09-26,'603993,¬е—фов“µ,3.68,3.8,3.67,3.75,3.77,-0.09,-2.3873,0.6197,109480766,407743144.0,79485205345.4,65010043105.4
2019-09-25,'603993,¬е—фов“µ,3.77,3.83,3.64,3.67,3.69,0.08,2.168,0.9161,161841820,605192797.0,81429136997.9,66599962637.9
2019-09-24,'603993,¬е—фов“µ,3.69,3.73,3.64,3.67,3.67,0.02,0.545,0.4664,82391851,303506595.0,79701197751.3,65186700831.3
2019-09-23,'603993,¬е—фов“µ,3.67,3.72,3.66,3.72,3.73,-0.06,-1.6086,0.2908,51365927,188935490.0,79269212939.6,64833385379.6
2019-09-20,'603993,¬е—фов“µ,3.73,3.74,3.7,3.74,3.73,0.0,0.0,0.3319,58640180,218110292.0,80565167374.6,65893331734.6
2019-09-19,'603993,¬е—фов“µ,3.73,3.76,3.71,3.74,3.72,0.01,0.2688,0.367,64825273,241894510.0,80565167374.6,65893331734.6
2019-09-18,'603993,¬е—фов“µ,3.72,3.75,3.71,3.72,3.72,0.0,0.0,0.3219,56870104,212170447.0,80349174968.8,65716674008.8
2019-09-17,'603993,¬е—фов“µ,3.72,3.82,3.72,3.81,3.83,-0.11,-2.8721,0.5841,103181084,387822288.0,80349174968.8,65716674008.8
2019-09-16,'603993,¬е—фов“µ,3.83,3.89,3.81,3.87,3.78,0.05,1.3228,0.8704,153768809,590479162.0,82725091432.9,67659908992.9
2019-09-12,'603993,¬е—фов“µ,3.78,3.82,3.73,3.79,3.77,0.01,0.2653,0.5779,102098123,384670036.0,81645129403.7,66776620363.7
2019-09-11,'603993,¬е—фов“µ,3.77,3.81,3.75,3.78,3.77,0.0,0.0,0.5694,100595886,380098957.0,81429136997.9,66599962637.9
2019-09-10,'603993,¬е—фов“µ,3.77,3.87,3.72,3.73,3.74,0.03,0.8021,1.1558,204188961,776909481.0,81429136997.9,66599962637.9
2019-09-09,'603993,¬е—фов“µ,3.74,3.74,3.68,3.71,3.7,0.04,1.0811,0.7566,133658031,496091601.0,80781159780.4,66069989460.4
2019-09-06,'603993,¬е—фов“µ,3.7,3.74,3.67,3.74,3.72,-0.02,-0.5376,0.5377,94988478,351029572.0,79917190157.1,65363358557.1
2019-09-05,'603993,¬е—фов“µ,3.72,3.77,3.71,3.71,3.7,0.02,0.5405,0.8776,155040554,578983577.0,80349174968.8,65716674008.8
2019-09-04,'603993,¬е—фов“µ,3.7,3.72,3.66,3.69,3.71,-0.01,-0.2695,0.4975,87879847,324158004.0,79917190157.1,65363358557.1
2019-09-03,'603993,¬е—фов“µ,3.71,3.73,3.61,3.64,3.63,0.08,2.2039,0.8316,146905502,540966526.0,80133182562.9,65540016282.9
2019-09-02,'603993,¬е—фов“µ,3.63,3.66,3.62,3.64,3.59,0.04,1.1142,0.393,69422628,252486025.0,78405243316.3,64126754476.3
2019-08-30,'603993,¬е—фов“µ,3.59,3.63,3.56,3.6,3.58,0.01,0.2793,0.3926,69358094,249446566.0,77541273693.0,63420123573.0
2019-08-29,'603993,¬е—фов“µ,3.58,3.64,3.58,3.64,3.61,-0.03,-0.831,0.2741,48421915,174331531.0,77325281287.1,63243465847.1
2019-08-28,'603993,¬е—фов“µ,3.61,3.68,3.61,3.63,3.67,-0.06,-1.6349,0.3437,60713976,220211907.0,77973258504.6,63773439024.6
2019-08-27,'603993,¬е—фов“µ,3.67,3.67,3.59,3.6,3.6,0.07,1.9444,0.5663,100046667,363499288.0,79269212939.6,64833385379.6
2019-08-26,'603993,¬е—фов“µ,3.6,3.65,3.5,3.52,3.58,0.02,0.5587,0.5878,103847613,371647590.0,77757266098.8,63596781298.8
2019-08-23,'603993,¬е—фов“µ,3.58,3.67,3.57,3.66,3.66,-0.08,-2.1858,0.5594,98830874,356399637.0,77325281287.1,63243465847.1
2019-08-22,'603993,¬е—фов“µ,3.66,3.68,3.6,3.67,3.66,0.0,0.0,0.5582,98612088,358880569.0,79053220533.8,64656727653.8
2019-08-21,'603993,¬е—фов“µ,3.66,3.74,3.65,3.74,3.76,-0.1,-2.6596,0.8177,144446814,532594039.0,79053220533.8,64656727653.8
2019-08-20,'603993,¬е—фов“µ,3.76,3.82,3.72,3.74,3.76,0.0,0.0,0.7321,129322684,487222132.0,81213144592.1,66423304912.1
2019-08-19,'603993,¬е—фов“µ,3.76,3.77,3.69,3.74,3.73,0.03,0.8043,0.6777,119727565,447177325.0,81213144592.1,66423304912.1
2019-08-16,'603993,¬е—фов“µ,3.73,3.79,3.73,3.78,3.78,-0.05,-1.3228,0.58,102465233,384390384.0,80565167374.6,65893331734.6
2019-08-15,'603993,¬е—фов“µ,3.78,3.84,3.73,3.75,3.85,-0.07,-1.8182,0.8409,148549386,560905744.0,81645129403.7,66776620363.7
2019-08-14,'603993,¬е—фов“µ,3.85,3.9,3.71,3.78,3.75,0.1,2.6667,1.4599,257907254,987070757.0,83157076244.6,68013224444.6
2019-08-13,'603993,¬е—фов“µ,3.75,3.81,3.68,3.7,3.72,0.03,0.8065,0.9374,165592219,620802464.0,80997152186.2,66246647186.2
2019-08-12,'603993,¬е—фов“µ,3.72,3.79,3.68,3.76,3.84,-0.12,-3.125,0.9838,173800902,647462192.0,80349174968.8,65716674008.8
2019-08-09,'603993,¬е—фов“µ,3.84,3.88,3.67,3.76,3.74,0.1,2.6738,1.8138,320418008,1213129648.0,82941083838.7,67836566718.7
2019-08-08,'603993,¬е—фов“µ,3.74,4.02,3.72,3.87,3.73,0.01,0.2681,3.3434,590644014,2290013621.0,80781159780.4,66069989460.4
2019-08-07,'603993,¬е—фов“µ,3.73,3.73,3.65,3.65,3.39,0.34,10.0295,1.6464,290855717,1082540828.0,80565167374.6,65893331734.6
2019-08-06,'603993,¬е—фов“µ,3.39,3.51,3.36,3.46,3.56,-0.17,-4.7753,0.9197,162466240,556045415.0,73221425576.4,59886969056.4
2019-08-05,'603993,¬е—фов“µ,3.56,3.64,3.54,3.63,3.65,-0.09,-2.4658,0.7384,130451000,469494687.0,76893296475.5,62890150395.5
2019-08-02,'603993,¬е—фов“µ,3.65,3.7,3.61,3.63,3.72,-0.07,-1.8817,0.757,133737499,489157070.0,78837228127.9,64480069927.9
2019-08-01,'603993,¬е—фов“µ,3.72,3.75,3.58,3.61,3.62,0.1,2.7624,1.5716,277637178,1025239407.0,80349174968.8,65716674008.8
2019-07-31,'603993,¬е—фов“µ,3.62,3.66,3.47,3.53,3.54,0.08,2.2599,1.0241,180912223,641787180.0,78189250910.5,63950096750.5
2019-07-30,'603993,¬е—фов“µ,3.54,3.57,3.52,3.53,3.54,0.0,0.0,0.5224,92283167,327490908.0,76461311663.8,62536834943.8
2019-07-29,'603993,¬е—фов“µ,3.54,3.59,3.51,3.59,3.61,-0.07,-1.9391,0.8513,150395573,532644670.0,76461311663.8,62536834943.8
2019-07-26,'603993,¬е—фов“µ,3.61,3.66,3.54,3.65,3.63,-0.02,-0.551,0.9488,167615759,603506538.0,77973258504.6,63773439024.6
2019-07-25,'603993,¬е—фов“µ,3.63,3.73,3.62,3.72,3.74,-0.11,-2.9412,0.8615,152190882,555173463.0,78405243316.3,64126754476.3
2019-07-24,'603993,¬е—фов“µ,3.74,3.82,3.71,3.8,3.78,-0.04,-1.0582,0.7831,138345432,519505229.0,80781159780.4,66069989460.4
2019-07-23,'603993,¬е—фов“µ,3.78,3.78,3.75,3.76,3.75,0.03,0.8,0.1436,25370136,95610169.0,81645129403.7,66776620363.7
2019-07-22,'603993,¬е—фов“µ,3.75,3.87,3.74,3.86,3.88,-0.13,-3.3505,0.3424,60488848,228553933.0,80997152186.2,66246647186.2
2019-07-19,'603993,¬е—фов“µ,3.88,3.91,3.84,3.85,3.83,0.05,1.3055,0.2879,50853678,197308738.0,83805053462.0,68543197622.0
2019-07-18,'603993,¬е—фов“µ,3.83,3.88,3.83,3.86,3.85,-0.02,-0.5195,0.2491,43997730,169618191.0,82725091432.9,67659908992.9
2019-07-17,'603993,¬е—фов“µ,3.85,3.88,3.85,3.87,3.87,-0.02,-0.5168,0.1827,32267022,124620857.0,83157076244.6,68013224444.6
2019-07-16,'603993,¬е—фов“µ,3.87,3.9,3.85,3.86,3.86,0.01,0.2591,0.2007,35458384,137325659.0,83589061056.2,68366539896.2
2019-07-15,'603993,¬е—фов“µ,3.86,3.89,3.79,3.85,3.85,0.01,0.2597,0.2893,51106905,196317526.0,83373068650.4,68189882170.4
2019-07-12,'603993,¬е—фов“µ,3.85,3.88,3.84,3.87,3.86,-0.01,-0.2591,0.1975,34898037,134527614.0,83157076244.6,68013224444.6
2019-07-11,'603993,¬е—фов“µ,3.86,3.92,3.84,3.88,3.86,0.0,0.0,0.2139,37788078,146632872.0,83373068650.4,68189882170.4
2019-07-10,'603993,¬е—фов“µ,3.86,3.92,3.85,3.91,3.9,-0.04,-1.0256,0.1739,30727511,118975731.0,83373068650.4,68189882170.4
2019-07-09,'603993,¬е—фов“µ,3.9,3.91,3.86,3.89,3.89,0.01,0.2571,0.225,39744204,154274538.0,84237038273.7,68896513073.7
2019-07-08,'603993,¬е—фов“µ,3.89,4.0,3.88,3.99,4.01,-0.12,-2.9925,0.3979,70289461,275623211.0,84021045867.9,68719855347.9
2019-07-05,'603993,¬е—фов“µ,4.01,4.03,3.99,4.02,4.02,-0.01,-0.2488,0.1784,31510575,126263584.0,86612954737.8,70839748057.8
2019-07-04,'603993,¬е—фов“µ,4.02,4.06,4.01,4.04,4.03,-0.01,-0.2481,0.3124,55184713,222599835.0,86828947143.7,71016405783.7
2019-07-03,'603993,¬е—фов“µ,4.03,4.1,4.03,4.1,4.11,-0.08,-1.9465,0.5078,89710522,363588850.0,87044939549.5,71193063509.5
2019-07-02,'603993,¬е—фов“µ,4.11,4.14,3.99,4.03,4.03,0.08,1.9851,0.771,136195096,554303045.0,88772878796.1,72606325316.1
2019-07-01,'603993,¬е—фов“µ,4.03,4.03,4.0,4.01,3.96,0.07,1.7677,0.4447,78566384,315761474.0,87044939549.5,71193063509.5
2019-06-28,'603993,XD¬е—фов,3.96,4.01,3.95,4.0,3.99,-0.03,-0.7519,0.3127,55249241,219871800.0,85532992708.7,69956459428.7
2019-06-27,'603993,¬е—фов“µ,4.1,4.12,4.08,4.09,4.08,0.02,0.4902,0.3192,56397592,231421909.0,88556886390.3,72429667590.3
2019-06-26,'603993,¬е—фов“µ,4.08,4.14,4.08,4.12,4.16,-0.08,-1.9231,0.3925,69344856,284602550.0,88124901578.6,72076352138.6
2019-06-25,'603993,¬е—фов“µ,4.16,4.2,4.07,4.15,4.16,0.0,0.0,0.6987,123435661,511675163.0,89852840825.3,73489613945.3
2019-06-24,'603993,¬е—фов“µ,4.16,4.21,4.09,4.12,4.11,0.05,1.2165,0.7026,124122826,514578824.0,89852840825.3,73489613945.3
2019-06-21,'603993,¬е—фов“µ,4.11,4.15,4.04,4.05,4.06,0.05,1.2315,0.7993,141210386,579826341.0,88772878796.1,72606325316.1
2019-06-20,'603993,¬е—фов“µ,4.06,4.07,3.98,4.02,4.0,0.06,1.5,0.5409,95548782,385405089.0,87692916767.0,71723036687.0
2019-06-19,'603993,¬е—фов“µ,4.0,4.05,3.99,4.02,3.96,0.04,1.0101,0.3306,58394493,234222899.0,86396962332.0,70663090332.0
2019-06-18,'603993,¬е—фов“µ,3.96,4.02,3.92,4.0,4.02,-0.06,-1.4925,0.3573,63115916,249724647.0,85532992708.7,69956459428.7
2019-06-17,'603993,¬е—фов“µ,4.02,4.07,3.98,3.99,4.02,0.0,0.0,0.2699,47674756,191842390.0,86828947143.7,71016405783.7
2019-06-14,'603993,¬е—фов“µ,4.02,4.11,4.0,4.05,4.05,-0.03,-0.7407,0.4388,77518131,314054230.0,86828947143.7,71016405783.7
2019-06-13,'603993,¬е—фов“µ,4.05,4.05,3.98,4.03,4.06,-0.01,-0.2463,0.3893,68776701,276603691.0,87476924361.1,71546378961.1
2019-06-12,'603993,¬е—фов“µ,4.06,4.14,4.02,4.05,4.04,0.02,0.495,0.7457,131734478,538234187.0,87692916767.0,71723036687.0
2019-06-11,'603993,¬е—фов“µ,4.04,4.04,3.89,3.91,3.91,0.13,3.3248,0.583,102993527,410752626.0,87260931955.3,71369721235.3
2019-06-10,'603993,¬е—фов“µ,3.91,3.93,3.86,3.89,3.86,0.05,1.2953,0.2636,46563706,181486222.0,84453030679.5,69073170799.5
2019-06-06,'603993,¬е—фов“µ,3.86,3.92,3.86,3.91,3.91,-0.05,-1.2788,0.2533,44753160,173858232.0,83373068650.4,68189882170.4
2019-06-05,'603993,¬е—фов“µ,3.91,3.96,3.9,3.93,3.9,0.01,0.2564,0.2365,41771008,163971334.0,84453030679.5,69073170799.5
2019-06-04,'603993,¬е—фов“µ,3.9,4.01,3.88,3.96,3.98,-0.08,-2.0101,0.3642,64334725,252310891.0,84237038273.7,68896513073.7
2019-06-03,'603993,¬е—фов“µ,3.98,4.06,3.97,4.04,4.03,-0.05,-1.2407,0.3676,64940708,260223134.0,85964977520.3,70309774880.3
2019-05-31,'603993,¬е—фов“µ,4.03,4.12,4.03,4.09,4.1,-0.07,-1.7073,0.6159,108798257,443204174.0,87044939549.5,71193063509.5
2019-05-30,'603993,¬е—фов“µ,4.1,4.1,3.92,3.97,4.0,0.1,2.5,0.935,165176282,667870843.0,88556886390.3,72429667590.3
2019-05-29,'603993,¬е—фов“µ,4.0,4.03,3.91,3.93,3.95,0.05,1.2658,0.5159,91139487,362702548.0,86396962332.0,70663090332.0
2019-05-28,'603993,¬е—фов“µ,3.95,3.96,3.89,3.93,3.94,0.01,0.2538,0.416,73498380,289144260.0,85317000302.9,69779801702.9
2019-05-27,'603993,¬е—фов“µ,3.94,3.96,3.88,3.89,3.88,0.06,1.5464,0.2884,50955733,200035508.0,85101007897.0,69603143977.0
2019-05-24,'603993,¬е—фов“µ,3.88,3.95,3.87,3.9,3.92,-0.04,-1.0204,0.2961,52305840,204042730.0,83805053462.0,68543197622.0
2019-05-23,'603993,¬е—фов“µ,3.92,4.0,3.91,4.0,4.01,-0.09,-2.2444,0.3069,54216200,213479945.0,84669023085.4,69249828525.4
2019-05-22,'603993,¬е—фов“µ,4.01,4.07,3.97,4.05,4.06,-0.05,-1.2315,0.4307,76088978,305276521.0,86612954737.8,70839748057.8
2019-05-21,'603993,¬е—фов“µ,4.06,4.08,3.91,3.94,3.94,0.12,3.0457,0.579,102277225,411491279.0,87692916767.0,71723036687.0
2019-05-20,'603993,¬е—фов“µ,3.94,3.94,3.82,3.9,3.92,0.02,0.5102,0.3386,59817155,232456335.0,85101007897.0,69603143977.0
2019-05-17,'603993,¬е—фов“µ,3.92,4.07,3.9,4.06,4.05,-0.13,-3.2099,0.4907,86683571,343270458.0,84669023085.4,69249828525.4
2019-05-16,'603993,¬е—фов“µ,4.05,4.07,3.93,3.94,3.93,0.12,3.0534,0.7023,124067242,499842141.0,87476924361.1,71546378961.1
2019-05-15,'603993,¬е—фов“µ,3.93,3.95,3.91,3.92,3.89,0.04,1.0283,0.2979,52626222,206993867.0,84885015491.2,69426486251.2
2019-05-14,'603993,¬е—фов“µ,3.89,3.95,3.85,3.87,3.91,-0.02,-0.5115,0.285,50340123,196745220.0,84021045867.9,68719855347.9
2019-05-13,'603993,¬е—фов“µ,3.91,3.99,3.91,3.97,4.0,-0.09,-2.25,0.3093,54647523,215954977.0,84453030679.5,69073170799.5
2019-05-10,'603993,¬е—фов“µ,4.0,4.02,3.88,3.95,3.93,0.07,1.7812,0.5103,90140187,358656434.0,86396962332.0,70663090332.0
2019-05-09,'603993,¬е—фов“µ,3.93,4.0,3.9,3.93,3.97,-0.04,-1.0076,0.3315,58566632,230781016.0,84885015491.2,69426486251.2
2019-05-08,'603993,¬е—фов“µ,3.97,4.02,3.85,3.88,3.97,0.0,0.0,0.4035,71282299,281633251.0,85748985114.5,70133117154.5
2019-05-07,'603993,¬е—фов“µ,3.97,4.01,3.9,3.95,3.91,0.06,1.5345,0.4362,77051549,305448553.0,85748985114.5,70133117154.5
2019-05-06,'603993,¬е—фов“µ,3.91,4.11,3.8,4.09,4.21,-0.3,-7.1259,0.738,130374528,518945054.0,84453030679.5,69073170799.5
2019-04-30,'603993,¬е—фов“µ,4.21,4.25,4.12,4.15,4.17,0.04,0.9592,0.3929,69401815,291769895.0,90932802854.4,74372902574.4
2019-04-29,'603993,¬е—фов“µ,4.17,4.4,4.12,4.37,4.37,-0.2,-4.5767,0.6654,117547504,497270500.0,90068833231.1,73666271671.1
2019-04-26,'603993,¬е—фов“µ,4.37,4.45,4.37,4.42,4.45,-0.08,-1.7978,0.4377,77328716,340870074.0,94388681347.7,77199426187.7
2019-04-25,'603993,¬е—фов“µ,4.45,4.6,4.45,4.59,4.6,-0.15,-3.2609,0.5734,101290952,457258137.0,96116620594.4,78612687994.4
2019-04-24,'603993,¬е—фов“µ,4.6,4.61,4.51,4.56,4.55,0.05,1.0989,0.4788,84582047,385816771.0,99356506681.8,81262553881.8
2019-04-23,'603993,¬е—фов“µ,4.55,4.64,4.51,4.62,4.62,-0.07,-1.5152,0.7149,126297065,574321210.0,98276544652.6,80379265252.6
2019-04-22,'603993,¬е—фов“µ,4.62,4.78,4.61,4.78,4.85,-0.23,-4.7423,1.2517,221119615,1030887488.0,99788491493.5,81615869333.5
2019-04-19,'603993,¬е—фов“µ,4.85,4.85,4.77,4.79,4.82,0.03,0.6224,0.5107,90211707,434151864.0,1.04756316828e+11,85678997027.6
2019-04-18,'603993,¬е—фов“µ,4.82,4.94,4.81,4.91,4.91,-0.09,-1.833,0.7054,124621937,605618237.0,1.0410833961e+11,85149023850.1
2019-04-17,'603993,¬е—фов“µ,4.91,4.96,4.89,4.96,4.96,-0.05,-1.0081,0.7246,127998457,629990208.0,1.06052271263e+11,86738943382.5
