ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2019-12-27,'600819,Ò«Æ¤²£Á§,4.72,4.95,4.7,4.86,4.88,-0.16,-3.2787,1.1964,8942283,43041189.0,4412803845.68,3527803836.24
2019-12-26,'600819,Ò«Æ¤²£Á§,4.88,5.02,4.61,4.64,4.63,0.25,5.3996,1.8071,13506582,65597438.0,4562390416.72,3647390406.96
2019-12-25,'600819,Ò«Æ¤²£Á§,4.63,4.68,4.55,4.58,4.57,0.06,1.3129,0.4329,3235579,14969128.0,4328661399.47,3460536390.21
2019-12-24,'600819,Ò«Æ¤²£Á§,4.57,4.59,4.51,4.54,4.56,0.01,0.2193,0.319,2384037,10845351.0,4272566435.33,3415691426.19
2019-12-23,'600819,Ò«Æ¤²£Á§,4.56,4.67,4.54,4.67,4.67,-0.11,-2.3555,0.4614,3448600,15872957.0,4263217274.64,3408217265.52
2019-12-20,'600819,Ò«Æ¤²£Á§,4.67,4.74,4.64,4.65,4.65,0.02,0.4301,0.7206,5385594,25339240.0,4366058042.23,3490433032.89
2019-12-19,'600819,Ò«Æ¤²£Á§,4.65,4.65,4.55,4.65,4.63,0.02,0.432,0.4727,3532700,16297143.0,4347359720.85,3475484711.55
2019-12-18,'600819,Ò«Æ¤²£Á§,4.63,4.66,4.6,4.61,4.61,0.02,0.4338,0.2957,2209874,10225679.0,4328661399.47,3460536390.21
2019-12-17,'600819,Ò«Æ¤²£Á§,4.61,4.65,4.59,4.6,4.6,0.01,0.2174,0.4849,3624533,16754340.0,4309963078.09,3445588068.87
2019-12-16,'600819,Ò«Æ¤²£Á§,4.6,4.6,4.54,4.56,4.55,0.05,1.0989,0.3731,2788576,12747747.0,4300613917.4,3438113908.2
2019-12-13,'600819,Ò«Æ¤²£Á§,4.55,4.57,4.52,4.55,4.53,0.02,0.4415,0.3375,2522843,11471231.0,4253868113.95,3400743104.85
2019-12-12,'600819,Ò«Æ¤²£Á§,4.53,4.55,4.51,4.54,4.54,-0.01,-0.2203,0.2511,1876800,8494098.0,4235169792.57,3385794783.51
2019-12-11,'600819,Ò«Æ¤²£Á§,4.54,4.57,4.5,4.53,4.53,0.01,0.2208,0.4059,3033600,13772830.0,4244518953.26,3393268944.18
2019-12-10,'600819,Ò«Æ¤²£Á§,4.53,4.53,4.44,4.5,4.51,0.02,0.4435,0.3278,2449990,11020802.0,4235169792.57,3385794783.51
2019-12-09,'600819,Ò«Æ¤²£Á§,4.51,4.52,4.44,4.47,4.46,0.05,1.1211,0.4832,3611881,16182059.0,4216471471.19,3370846462.17
2019-12-06,'600819,Ò«Æ¤²£Á§,4.46,4.47,4.43,4.47,4.45,0.01,0.2247,0.1914,1430400,6365842.0,4169725667.74,3333475658.82
