ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2019-12-27,'300521,°®Ë¾¿­,10.6,10.94,10.6,10.85,10.89,-0.29,-2.663,2.6132,3763029,40595214.59,1526400000.0,1526400000.0
2019-12-26,'300521,°®Ë¾¿­,10.89,10.89,10.62,10.65,10.72,0.17,1.5858,2.371,3414279,36742998.09,1568160000.0,1568160000.0
2019-12-25,'300521,°®Ë¾¿­,10.72,10.79,10.6,10.78,10.88,-0.16,-1.4706,2.7503,3960474,42314960.68,1543680000.0,1543680000.0
2019-12-24,'300521,°®Ë¾¿­,10.88,10.97,10.5,10.55,10.67,0.21,1.9681,3.3526,4827789,51995006.2,1566720000.0,1566720000.0
2019-12-23,'300521,°®Ë¾¿­,10.67,10.88,10.45,10.58,10.58,0.09,0.8507,3.9971,5755824,61482089.91,1536480000.0,1536480000.0
2019-12-20,'300521,°®Ë¾¿­,10.58,11.05,10.58,10.88,11.4,-0.82,-7.193,7.728,11128357,120514066.95,1523520000.0,1523520000.0
2019-12-19,'300521,°®Ë¾¿­,11.4,12.33,11.36,12.04,11.21,0.19,1.6949,11.0531,15916441,191320312.21,1641600000.0,1641600000.0
2019-12-18,'300521,°®Ë¾¿­,11.21,11.21,10.15,10.2,10.19,1.02,10.0098,2.168,3121960,34171356.0,1614240000.0,1614240000.0
2019-12-17,'300521,°®Ë¾¿­,10.19,10.25,10.13,10.23,10.16,0.03,0.2953,0.8075,1162800,11839404.6,1467360000.0,1467360000.0
2019-12-16,'300521,°®Ë¾¿­,10.16,10.16,9.99,10.01,10.01,0.15,1.4985,0.6978,1004760,10119807.6,1463040000.0,1463040000.0
2019-12-13,'300521,°®Ë¾¿­,10.01,10.05,9.88,9.93,9.84,0.17,1.7276,0.4959,714040,7108421.2,1441440000.0,1441440000.0
2019-12-12,'300521,°®Ë¾¿­,9.84,9.93,9.78,9.82,9.88,-0.04,-0.4049,0.4329,623320,6155458.2,1416960000.0,1416960000.0
2019-12-11,'300521,°®Ë¾¿­,9.88,9.93,9.78,9.81,9.89,-0.01,-0.1011,0.4206,605700,5971473.4,1422720000.0,1422720000.0
2019-12-10,'300521,°®Ë¾¿­,9.89,9.98,9.78,9.88,9.88,0.01,0.1012,0.5986,862000,8494873.0,1424160000.0,1424160000.0
2019-12-09,'300521,°®Ë¾¿­,9.88,10.08,9.85,9.89,9.93,-0.05,-0.5035,0.5535,797000,7908615.0,1422720000.0,1422720000.0
2019-12-06,'300521,°®Ë¾¿­,9.93,9.94,9.71,9.71,9.72,0.21,2.1605,0.745,1072740,10567693.6,1429920000.0,1429920000.0
2019-12-05,'300521,°®Ë¾¿­,9.72,9.78,9.63,9.65,9.64,0.08,0.8299,0.795,1144760,11109786.6,1399680000.0,1399680000.0
2019-12-04,'300521,°®Ë¾¿­,9.64,9.67,9.52,9.6,9.65,-0.01,-0.1036,0.4818,693800,6667803.0,1388160000.0,1388160000.0
2019-12-03,'300521,°®Ë¾¿­,9.65,9.66,9.4,9.57,9.58,0.07,0.7307,0.6187,890900,8509395.94,1389600000.0,1389600000.0
2019-12-02,'300521,°®Ë¾¿­,9.58,9.68,9.53,9.58,9.58,0.0,0.0,0.4063,585100,5611220.0,1379520000.0,1379520000.0
2019-11-29,'300521,°®Ë¾¿­,9.58,9.6,9.45,9.56,9.56,0.02,0.2092,0.4787,689340,6567640.8,1379520000.0,1379520000.0
2019-11-28,'300521,°®Ë¾¿­,9.56,9.66,9.5,9.66,9.62,-0.06,-0.6237,0.418,601980,5751783.44,1376640000.0,1376640000.0
2019-11-27,'300521,°®Ë¾¿­,9.62,9.68,9.52,9.59,9.61,0.01,0.1041,0.5335,768299,7378969.86,1385280000.0,1385280000.0
2019-11-26,'300521,°®Ë¾¿­,9.61,9.72,9.51,9.7,9.68,-0.07,-0.7231,0.6674,961040,9232961.8,1383840000.0,1383840000.0
2019-11-25,'300521,°®Ë¾¿­,9.68,9.82,9.57,9.82,9.72,-0.04,-0.4115,0.6726,968480,9330359.6,1393920000.0,1393920000.0
2019-11-22,'300521,°®Ë¾¿­,9.72,10.14,9.6,9.93,9.91,-0.19,-1.9173,0.9947,1432406,14183632.84,1399680000.0,1399680000.0
2019-11-21,'300521,°®Ë¾¿­,9.91,10.11,9.82,10.1,10.04,-0.13,-1.2948,0.616,887040,8799327.6,1427040000.0,1427040000.0
2019-11-20,'300521,°®Ë¾¿­,10.04,10.14,9.95,10.01,10.08,-0.04,-0.3968,0.6697,964366,9706237.18,1445760000.0,1445760000.0
2019-11-19,'300521,°®Ë¾¿­,10.08,10.26,9.92,9.95,9.95,0.13,1.3065,0.6676,961340,9670493.2,1451520000.0,1451520000.0
2019-11-18,'300521,°®Ë¾¿­,9.95,9.99,9.7,9.88,9.8,0.15,1.5306,0.5161,743160,7337916.8,1432800000.0,1432800000.0
2019-11-15,'300521,°®Ë¾¿­,9.8,10.06,9.8,9.96,9.99,-0.19,-1.9019,0.4155,598300,5942614.0,1411200000.0,1411200000.0
2019-11-14,'300521,°®Ë¾¿­,9.99,10.21,9.94,9.95,9.99,0.0,0.0,0.455,655240,6560217.6,1438560000.0,1438560000.0
2019-11-13,'300521,°®Ë¾¿­,9.99,10.08,9.91,9.93,9.97,0.02,0.2006,0.551,793400,7923996.2,1438560000.0,1438560000.0
2019-11-12,'300521,°®Ë¾¿­,9.97,10.07,9.73,9.79,9.84,0.13,1.3211,0.6278,904080,8927876.2,1435680000.0,1435680000.0
2019-11-11,'300521,°®Ë¾¿­,9.84,10.24,9.81,10.18,10.31,-0.47,-4.5587,0.9736,1402034,13966136.88,1416960000.0,1416960000.0
2019-11-08,'300521,°®Ë¾¿­,10.31,10.49,10.16,10.33,10.3,0.01,0.0971,0.8605,1239100,12816984.6,1484640000.0,1484640000.0
2019-11-07,'300521,°®Ë¾¿­,10.3,10.42,10.13,10.13,10.19,0.11,1.0795,0.7803,1123660,11568623.4,1483200000.0,1483200000.0
2019-11-06,'300521,°®Ë¾¿­,10.19,10.54,10.05,10.5,10.45,-0.26,-2.488,1.1093,1597340,16414145.2,1467360000.0,1467360000.0
2019-11-05,'300521,°®Ë¾¿­,10.45,10.58,10.4,10.55,10.47,-0.02,-0.191,0.5625,809986,8489905.0,1504800000.0,1504800000.0
2019-11-04,'300521,°®Ë¾¿­,10.47,10.72,10.43,10.51,10.5,-0.03,-0.2857,0.9354,1346924,14241637.0,1507680000.0,1507680000.0
2019-11-01,'300521,°®Ë¾¿­,10.5,10.64,10.39,10.43,10.43,0.07,0.6711,1.0846,1561840,16425905.2,1512000000.0,1512000000.0
2019-10-31,'300521,°®Ë¾¿­,10.43,10.7,10.3,10.68,10.66,-0.23,-2.1576,1.3872,1997588,20912349.8,1501920000.0,1501920000.0
2019-10-30,'300521,°®Ë¾¿­,10.66,10.92,10.57,10.88,10.88,-0.22,-2.0221,1.0016,1442340,15393389.8,1535040000.0,1535040000.0
2019-10-29,'300521,°®Ë¾¿­,10.88,11.19,10.87,11.13,11.27,-0.39,-3.4605,1.3106,1887220,20786087.31,1566720000.0,1566720000.0
2019-10-28,'300521,°®Ë¾¿­,11.27,11.35,10.98,10.98,11.09,0.18,1.6231,1.5711,2262360,25368878.0,1622880000.0,1622880000.0
2019-10-25,'300521,°®Ë¾¿­,11.09,11.12,10.8,11.11,11.11,-0.02,-0.18,0.9195,1324019,14517355.91,1596960000.0,1596960000.0
2019-10-24,'300521,°®Ë¾¿­,11.11,11.22,11.02,11.15,11.13,-0.02,-0.1797,0.9149,1317459,14649381.12,1599840000.0,1599840000.0
2019-10-23,'300521,°®Ë¾¿­,11.13,11.24,11.01,11.15,11.1,0.03,0.2703,1.0581,1523640,16982255.8,1602720000.0,1602720000.0
2019-10-22,'300521,°®Ë¾¿­,11.1,11.15,10.74,10.8,10.83,0.27,2.4931,1.1115,1600577,17611285.75,1598400000.0,1598400000.0
2019-10-21,'300521,°®Ë¾¿­,10.83,11.2,10.75,11.02,10.76,0.07,0.6506,1.2856,1851321,20286928.25,1559520000.0,1559520000.0
2019-10-18,'300521,°®Ë¾¿­,10.76,11.31,10.74,11.22,11.22,-0.46,-4.0998,1.8435,2654575,29175249.4,1549440000.0,1549440000.0
2019-10-17,'300521,°®Ë¾¿­,11.22,11.45,11.06,11.22,11.31,-0.09,-0.7958,1.5713,2262680,25449596.6,1615680000.0,1615680000.0
2019-10-16,'300521,°®Ë¾¿­,11.31,11.7,11.26,11.47,11.62,-0.31,-2.6678,1.9636,2827528,32310082.92,1628640000.0,1628640000.0
2019-10-15,'300521,°®Ë¾¿­,11.62,11.68,11.11,11.36,11.6,0.02,0.1724,2.5991,3742731,42387489.2,1673280000.0,1673280000.0
2019-10-14,'300521,°®Ë¾¿­,11.6,11.78,11.5,11.55,11.57,0.03,0.2593,2.3705,3413476,39722221.16,1670400000.0,1670400000.0
2019-10-11,'300521,°®Ë¾¿­,11.57,11.68,11.42,11.58,11.8,-0.23,-1.9492,2.5625,3690066,42511024.33,1666080000.0,1666080000.0
2019-10-10,'300521,°®Ë¾¿­,11.8,12.05,11.15,11.23,11.35,0.45,3.9648,4.7348,6818153,79327566.06,1699200000.0,1699200000.0
2019-10-09,'300521,°®Ë¾¿­,11.35,11.97,10.88,10.88,11.06,0.29,2.6221,3.3298,4794842,54206784.82,1634400000.0,1634400000.0
2019-10-08,'300521,°®Ë¾¿­,11.06,11.39,10.87,11.0,10.87,0.19,1.7479,1.6248,2339669,25979329.14,1592640000.0,1592640000.0
2019-09-30,'300521,°®Ë¾¿­,10.87,11.1,10.72,10.8,10.71,0.16,1.4939,1.9052,2743440,30024435.8,1565280000.0,1565280000.0
2019-09-27,'300521,°®Ë¾¿­,10.71,10.95,10.22,10.22,10.26,0.45,4.386,2.0382,2935050,31335911.2,1542240000.0,1542240000.0
2019-09-26,'300521,°®Ë¾¿­,10.26,10.86,10.1,10.76,10.75,-0.49,-4.5581,1.4621,2105447,21973565.02,1477440000.0,1477440000.0
2019-09-25,'300521,°®Ë¾¿­,10.75,11.14,10.65,11.14,11.18,-0.43,-3.8462,1.6655,2398249,26068769.79,1548000000.0,1548000000.0
2019-09-24,'300521,°®Ë¾¿­,11.18,11.46,10.88,10.9,11.02,0.16,1.4519,2.4699,3556600,39660408.53,1609920000.0,1609920000.0
2019-09-23,'300521,°®Ë¾¿­,11.02,11.06,10.77,10.96,10.93,0.09,0.8234,1.021,1470210,16067211.63,1586880000.0,1586880000.0
2019-09-20,'300521,°®Ë¾¿­,10.93,11.12,10.92,11.05,11.0,-0.07,-0.6364,1.0461,1506380,16597228.54,1573920000.0,1573920000.0
2019-09-19,'300521,°®Ë¾¿­,11.0,11.0,10.61,10.74,10.67,0.33,3.0928,1.3177,1897450,20594326.93,1584000000.0,1584000000.0
2019-09-18,'300521,°®Ë¾¿­,10.67,10.73,10.51,10.66,10.6,0.07,0.6604,0.9065,1305359,13867768.04,1536480000.0,1536480000.0
2019-09-17,'300521,°®Ë¾¿­,10.6,11.14,10.42,11.14,10.98,-0.38,-3.4608,1.6126,2322103,24717505.94,1526400000.0,1526400000.0
2019-09-16,'300521,°®Ë¾¿­,10.98,11.06,10.9,10.91,10.96,0.02,0.1825,1.1687,1682935,18493687.25,1581120000.0,1581120000.0
2019-09-12,'300521,°®Ë¾¿­,10.96,11.06,10.68,10.96,11.01,-0.05,-0.4541,1.1571,1666214,18128459.16,1578240000.0,1578240000.0
2019-09-11,'300521,°®Ë¾¿­,11.01,11.16,10.91,11.09,11.0,0.01,0.0909,1.3777,1983895,21895018.2,1585440000.0,1585440000.0
2019-09-10,'300521,°®Ë¾¿­,11.0,11.13,10.85,11.11,11.11,-0.11,-0.9901,1.4541,2093920,23022556.64,1584000000.0,1584000000.0
2019-09-09,'300521,°®Ë¾¿­,11.11,11.28,11.02,11.23,11.1,0.01,0.0901,2.2842,3289298,36597567.11,1599840000.0,1599840000.0
2019-09-06,'300521,°®Ë¾¿­,11.1,11.35,10.97,11.03,11.0,0.1,0.9091,0.7344,1057506,11727987.42,1598400000.0,1598400000.0
2019-09-05,'300521,°®Ë¾¿­,11.0,11.22,10.9,10.98,10.96,0.04,0.365,1.2586,1812420,20079252.2,1584000000.0,1584000000.0
2019-09-04,'300521,°®Ë¾¿­,10.96,11.05,10.71,10.91,10.83,0.13,1.2004,1.1307,1628196,17726255.02,1578240000.0,1578240000.0
2019-09-03,'300521,°®Ë¾¿­,10.83,10.95,10.49,10.55,10.56,0.27,2.5568,1.7089,2460766,26447797.84,1559520000.0,1559520000.0
2019-09-02,'300521,°®Ë¾¿­,10.56,10.62,10.16,10.25,10.25,0.31,3.0244,1.1961,1722336,18079468.28,1520640000.0,1520640000.0
2019-08-30,'300521,°®Ë¾¿­,10.25,10.45,10.16,10.41,10.31,-0.06,-0.582,0.7427,1069442,11029527.52,1476000000.0,1476000000.0
2019-08-29,'300521,°®Ë¾¿­,10.31,10.43,10.3,10.38,10.36,-0.05,-0.4826,0.5473,788100,8172870.0,1484640000.0,1484640000.0
2019-08-28,'300521,°®Ë¾¿­,10.36,10.47,10.31,10.36,10.36,0.0,0.0,0.5816,837530,8687705.04,1491840000.0,1491840000.0
2019-08-27,'300521,°®Ë¾¿­,10.36,10.44,10.3,10.32,10.27,0.09,0.8763,0.7397,1065160,11055576.8,1491840000.0,1491840000.0
2019-08-26,'300521,°®Ë¾¿­,10.27,10.32,10.02,10.16,10.19,0.08,0.7851,0.4905,706356,7205036.04,1478880000.0,1478880000.0
2019-08-23,'300521,°®Ë¾¿­,10.19,10.35,10.15,10.31,10.3,-0.11,-1.068,0.3272,471180,4836827.4,1467360000.0,1467360000.0
2019-08-22,'300521,°®Ë¾¿­,10.3,10.4,10.18,10.38,10.24,0.06,0.5859,0.4548,654928,6737585.28,1483200000.0,1483200000.0
2019-08-21,'300521,°®Ë¾¿­,10.24,10.45,10.22,10.29,10.34,-0.1,-0.9671,0.3427,493540,5093381.0,1474560000.0,1474560000.0
2019-08-20,'300521,°®Ë¾¿­,10.34,10.38,10.17,10.2,10.22,0.12,1.1742,0.7066,1017520,10468584.4,1488960000.0,1488960000.0
2019-08-19,'300521,°®Ë¾¿­,10.22,10.23,9.9,9.99,9.86,0.36,3.6511,0.8649,1245442,12576084.62,1471680000.0,1471680000.0
2019-08-16,'300521,°®Ë¾¿­,9.86,9.92,9.65,9.7,9.74,0.12,1.232,0.4841,697100,6850474.6,1419840000.0,1419840000.0
2019-08-15,'300521,°®Ë¾¿­,9.74,9.77,9.5,9.61,9.81,-0.07,-0.7136,0.4932,710148,6858150.58,1402560000.0,1402560000.0
2019-08-14,'300521,°®Ë¾¿­,9.81,9.93,9.79,9.83,9.73,0.08,0.8222,0.5427,781558,7697553.28,1412640000.0,1412640000.0
2019-08-13,'300521,°®Ë¾¿­,9.73,9.95,9.7,9.95,9.79,-0.06,-0.6129,0.2621,377460,3683665.0,1401120000.0,1401120000.0
2019-08-12,'300521,°®Ë¾¿­,9.79,9.83,9.6,9.66,9.7,0.09,0.9278,0.3281,472456,4590783.72,1409760000.0,1409760000.0
2019-08-09,'300521,°®Ë¾¿­,9.7,9.83,9.61,9.69,9.72,-0.02,-0.2058,0.6115,880510,8574924.9,1396800000.0,1396800000.0
