хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2019-12-27,'002141,ом╥А©ь╧и,3.66,3.73,3.65,3.7,3.68,-0.02,-0.5435,1.5945,10151000,37468952.0,4152842859.54,2329985280.0
2019-12-26,'002141,ом╥А©ь╧и,3.68,3.71,3.65,3.69,3.7,-0.02,-0.5405,1.2703,8087000,29761129.0,4175535989.92,2342717440.0
2019-12-25,'002141,ом╥А©ь╧и,3.7,3.75,3.65,3.65,3.68,0.02,0.5435,1.8827,11985511,44180805.26,4198229120.3,2355449600.0
2019-12-24,'002141,ом╥А©ь╧и,3.68,3.71,3.6,3.6,3.62,0.06,1.6575,1.6525,10519850,38589400.0,4175535989.92,2342717440.0
2019-12-23,'002141,ом╥А©ь╧и,3.62,3.72,3.61,3.72,3.78,-0.16,-4.2328,3.3736,21476520,78356822.72,4107456598.78,2304520960.0
2019-12-20,'002141,ом╥А©ь╧и,3.78,4.05,3.78,4.0,4.0,-0.22,-5.5,6.1839,39367457,153945739.08,4289001641.82,2406378240.0
2019-12-19,'002141,ом╥А©ь╧и,4.0,4.16,3.96,4.16,4.16,-0.16,-3.8462,5.0301,32022096,128803180.7,4538626076.0,2546432000.0
2019-12-18,'002141,ом╥А©ь╧и,4.16,4.17,4.06,4.09,4.13,0.03,0.7264,4.5591,29023873,119476776.05,4720171119.04,2648289280.0
2019-12-17,'002141,ом╥А©ь╧и,4.13,4.33,4.1,4.23,4.23,-0.1,-2.3641,7.1019,45211190,191082363.77,4686131423.47,2629191040.0
2019-12-16,'002141,ом╥А©ь╧и,4.23,4.28,4.13,4.22,4.19,0.04,0.9547,5.7373,36524047,153752296.33,4799597075.37,2692851840.0
2019-12-13,'002141,ом╥А©ь╧и,4.19,4.34,4.1,4.16,4.18,0.01,0.2392,8.0666,51352776,215735054.14,4754210814.61,2667387520.0
2019-12-12,'002141,ом╥А©ь╧и,4.18,4.28,3.8,3.84,3.89,0.29,7.455,8.787,55938597,229499371.62,4742864249.42,2661021440.0
2019-12-11,'002141,ом╥А©ь╧и,3.89,3.96,3.84,3.92,3.94,-0.05,-1.269,2.816,17926800,69686517.0,4413813858.91,2476405120.0
2019-12-10,'002141,ом╥А©ь╧и,3.94,4.01,3.9,3.92,3.93,0.01,0.2545,2.6082,16603750,65750219.5,4470546684.86,2508235520.0
