日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2019-12-27,'603288,海天味业,106.28,106.46,105.3,105.52,105.89,0.39,0.3683,0.0972,2624769,278486756.0,2.86995253455e+11,2.86995253455e+11
2019-12-26,'603288,海天味业,105.89,106.19,105.18,105.78,105.99,-0.1,-0.0943,0.0475,1282763,135512645.0,2.85942109413e+11,2.85942109413e+11
2019-12-25,'603288,海天味业,105.99,106.5,105.55,106.3,106.0,-0.01,-0.0094,0.053,1432466,151768368.0,2.86212146347e+11,2.86212146347e+11
2019-12-24,'603288,海天味业,106.0,106.9,105.18,106.1,105.9,0.1,0.0944,0.0771,2081227,221264613.0,2.8623915004e+11,2.8623915004e+11
2019-12-23,'603288,海天味业,105.9,106.58,105.33,106.21,105.89,0.01,0.0094,0.0874,2360994,250149759.0,2.85969113106e+11,2.85969113106e+11
2019-12-20,'603288,海天味业,105.89,106.28,105.15,106.24,105.65,0.24,0.2272,0.0809,2183554,230770054.0,2.85942109413e+11,2.85942109413e+11
2019-12-19,'603288,海天味业,105.65,106.5,105.09,106.22,106.5,-0.85,-0.7981,0.1179,3184346,336205726.0,2.85294020771e+11,2.85294020771e+11
2019-12-18,'603288,海天味业,106.5,108.29,105.8,107.69,107.5,-1.0,-0.9302,0.1223,3301716,352155191.0,2.8758933471e+11,2.8758933471e+11
2019-12-17,'603288,海天味业,107.5,108.57,106.11,107.0,107.04,0.46,0.4297,0.1526,4119824,442976328.0,2.9028970405e+11,2.9028970405e+11
2019-12-16,'603288,海天味业,107.04,108.45,105.64,107.6,107.5,-0.46,-0.4279,0.1027,2774469,295424191.0,2.89047534154e+11,2.89047534154e+11
2019-12-13,'603288,海天味业,107.5,107.89,106.75,107.36,106.6,0.9,0.8443,0.111,2998548,321921439.0,2.9028970405e+11,2.9028970405e+11
2019-12-12,'603288,海天味业,106.6,107.8,106.0,107.6,107.2,-0.6,-0.5597,0.1008,2723115,290171419.0,2.87859371644e+11,2.87859371644e+11
2019-12-11,'603288,海天味业,107.2,107.43,105.3,107.16,107.16,0.04,0.0373,0.0875,2363602,252082392.0,2.89479593248e+11,2.89479593248e+11
2019-12-10,'603288,海天味业,107.16,108.05,106.58,108.05,107.5,-0.34,-0.3163,0.1072,2894142,309881701.0,2.89371578474e+11,2.89371578474e+11
2019-12-09,'603288,海天味业,107.5,111.9,107.18,111.59,111.24,-3.74,-3.3621,0.141,3806751,413464287.0,2.9028970405e+11,2.9028970405e+11
2019-12-06,'603288,海天味业,111.24,111.25,109.6,111.25,110.1,1.14,1.0354,0.0721,1946600,215242511.0,3.00389085382e+11,3.00389085382e+11
2019-12-05,'603288,海天味业,110.1,110.66,106.79,107.0,107.04,3.06,2.8587,0.1477,3988914,437156617.0,2.97310664334e+11,2.97310664334e+11
2019-12-04,'603288,海天味业,107.04,108.78,106.5,107.21,106.78,0.26,0.2435,0.0989,2670377,286544399.0,2.89047534154e+11,2.89047534154e+11
