ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2019-12-27,'300108,¼ªÒ©¿Ø¹É,3.83,3.89,3.83,3.83,3.83,0.0,0.0,1.1856,7682882,29617022.15,2550836201.42,2481896201.42
2019-12-26,'300108,¼ªÒ©¿Ø¹É,3.83,3.85,3.78,3.79,3.8,0.03,0.7895,0.8418,5455059,20799007.2,2550836201.42,2481896201.42
2019-12-25,'300108,¼ªÒ©¿Ø¹É,3.8,3.84,3.76,3.8,3.82,-0.02,-0.5236,0.9626,6237723,23741367.94,2530855761.2,2462455761.2
2019-12-24,'300108,¼ªÒ©¿Ø¹É,3.82,3.82,3.75,3.78,3.76,0.06,1.5957,0.8787,5693900,21580386.0,2544176054.68,2475416054.68
2019-12-23,'300108,¼ªÒ©¿Ø¹É,3.76,3.91,3.74,3.91,3.91,-0.15,-3.8363,1.4363,9307250,35559951.0,2504215174.24,2436535174.24
2019-12-20,'300108,¼ªÒ©¿Ø¹É,3.91,4.03,3.9,3.95,3.97,-0.06,-1.5113,1.4618,9472758,37404302.89,2604117375.34,2533737375.34
2019-12-19,'300108,¼ªÒ©¿Ø¹É,3.97,4.07,3.87,3.87,3.85,0.12,3.1169,2.6059,16886829,67029861.53,2644078255.78,2572618255.78
2019-12-18,'300108,¼ªÒ©¿Ø¹É,3.85,3.93,3.85,3.89,3.88,-0.03,-0.7732,1.4052,9105873,35324653.05,2564156494.9,2494856494.9
2019-12-17,'300108,¼ªÒ©¿Ø¹É,3.88,3.9,3.8,3.82,3.81,0.07,1.8373,1.6571,10738344,41506970.47,2584136935.12,2514296935.12
2019-12-16,'300108,¼ªÒ©¿Ø¹É,3.81,3.82,3.71,3.74,3.73,0.08,2.1448,1.1899,7710494,29054332.38,2537515907.94,2468935907.94
2019-12-13,'300108,¼ªÒ©¿Ø¹É,3.73,3.73,3.68,3.69,3.68,0.05,1.3587,0.6331,4102726,15187044.46,2484234734.02,2417094734.02
2019-12-12,'300108,¼ªÒ©¿Ø¹É,3.68,3.75,3.66,3.75,3.74,-0.06,-1.6043,0.7233,4686850,17349806.5,2450934000.32,2384694000.32
2019-12-11,'300108,¼ªÒ©¿Ø¹É,3.74,3.79,3.71,3.79,3.79,-0.05,-1.3193,0.8075,5232850,19620625.0,2490894880.76,2423574880.76
2019-12-10,'300108,¼ªÒ©¿Ø¹É,3.79,3.79,3.74,3.78,3.77,0.02,0.5305,1.0446,6769000,25471805.0,2524195614.46,2455975614.46
2019-12-09,'300108,¼ªÒ©¿Ø¹É,3.77,3.82,3.76,3.81,3.79,-0.02,-0.5277,0.6593,4272400,16145614.0,2510875320.98,2443015320.98
2019-12-06,'300108,¼ªÒ©¿Ø¹É,3.79,3.81,3.75,3.76,3.77,0.02,0.5305,0.6805,4409750,16686631.5,2524195614.46,2455975614.46
2019-12-05,'300108,¼ªÒ©¿Ø¹É,3.77,3.78,3.73,3.73,3.75,0.02,0.5333,0.7518,4871800,18315754.0,2510875320.98,2443015320.98
2019-12-04,'300108,¼ªÒ©¿Ø¹É,3.75,3.78,3.67,3.68,3.72,0.03,0.8065,1.0151,6578250,24597116.0,2497555027.5,2430055027.5
2019-12-03,'300108,¼ªÒ©¿Ø¹É,3.72,3.75,3.63,3.75,3.75,-0.03,-0.8,1.2964,8401000,30848188.0,2477574587.28,2410614587.28
2019-12-02,'300108,¼ªÒ©¿Ø¹É,3.75,3.78,3.72,3.76,3.75,0.0,0.0,0.7344,4758800,17844388.5,2497555027.5,2430055027.5
2019-11-29,'300108,¼ªÒ©¿Ø¹É,3.75,3.81,3.73,3.79,3.79,-0.04,-1.0554,0.8739,5662800,21289750.0,2497555027.5,2430055027.5
2019-11-28,'300108,¼ªÒ©¿Ø¹É,3.79,3.95,3.77,3.93,3.92,-0.13,-3.3163,1.7507,11344809,43548889.88,2524195614.46,2455975614.46
2019-11-27,'300108,¼ªÒ©¿Ø¹É,3.92,4.01,3.92,4.01,4.0,-0.08,-2.0,0.8199,5313196,20966530.82,2610777522.08,2540217522.08
2019-11-26,'300108,¼ªÒ©¿Ø¹É,4.0,4.02,3.98,4.01,3.98,0.02,0.5025,0.9454,6126545,24482499.39,2664058696.0,2592058696.0
2019-11-25,'300108,¼ªÒ©¿Ø¹É,3.98,4.0,3.95,3.96,3.97,0.01,0.2519,0.693,4490900,17804814.16,2650738402.52,2579098402.52
2019-11-22,'300108,¼ªÒ©¿Ø¹É,3.97,4.03,3.93,3.96,4.0,-0.03,-0.75,0.9286,6017250,23954975.79,2644078255.78,2572618255.78
2019-11-21,'300108,¼ªÒ©¿Ø¹É,4.0,4.02,3.91,3.91,3.94,0.06,1.5228,0.7329,4749021,18865425.16,2664058696.0,2592058696.0
2019-11-20,'300108,¼ªÒ©¿Ø¹É,3.94,4.02,3.94,4.0,4.0,-0.06,-1.5,0.7158,4638600,18447576.0,2624097815.56,2553177815.56
2019-11-19,'300108,¼ªÒ©¿Ø¹É,4.0,4.0,3.9,3.9,3.92,0.08,2.0408,0.9192,5956547,23558956.76,2664058696.0,2592058696.0
2019-11-18,'300108,¼ªÒ©¿Ø¹É,3.92,3.96,3.89,3.94,3.91,0.01,0.2558,0.6139,3978256,15578940.96,2610777522.08,2540217522.08
2019-11-15,'300108,¼ªÒ©¿Ø¹É,3.91,4.05,3.91,4.03,4.03,-0.12,-2.9777,0.9062,5872071,23278755.61,2604117375.34,2533737375.34
2019-11-14,'300108,¼ªÒ©¿Ø¹É,4.03,4.05,4.0,4.03,4.03,0.0,0.0,0.728,4717250,18962382.5,2684039136.22,2611499136.22
2019-11-13,'300108,¼ªÒ©¿Ø¹É,4.03,4.08,3.99,4.05,4.07,-0.04,-0.9828,0.8217,5324606,21421281.3,2684039136.22,2611499136.22
2019-11-12,'300108,¼ªÒ©¿Ø¹É,4.07,4.08,3.97,4.04,4.0,0.07,1.75,0.9083,5885650,23689315.0,2710679723.18,2637419723.18
2019-11-11,'300108,¼ªÒ©¿Ø¹É,4.0,4.11,4.0,4.06,4.1,-0.1,-2.439,1.1455,7422850,30121216.74,2664058696.0,2592058696.0
2019-11-08,'300108,¼ªÒ©¿Ø¹É,4.1,4.25,4.1,4.2,4.23,-0.13,-3.0733,1.6798,10885646,45111589.23,2730660163.4,2656860163.4
2019-11-07,'300108,¼ªÒ©¿Ø¹É,4.23,4.24,3.99,4.12,4.14,0.09,2.1739,2.3474,15211428,62307572.89,2817242071.02,2741102071.02
2019-11-06,'300108,¼ªÒ©¿Ø¹É,4.14,4.23,4.1,4.21,4.21,-0.07,-1.6627,1.0706,6937534,28782043.44,2757300750.36,2682780750.36
2019-11-05,'300108,¼ªÒ©¿Ø¹É,4.21,4.3,4.16,4.3,4.29,-0.08,-1.8648,1.4102,9138325,38530425.5,2803921777.54,2728141777.54
2019-11-04,'300108,¼ªÒ©¿Ø¹É,4.29,4.34,4.22,4.32,4.33,-0.04,-0.9238,1.2081,7828553,33604217.51,2857202951.46,2779982951.46
2019-11-01,'300108,¼ªÒ©¿Ø¹É,4.33,4.36,4.27,4.36,4.31,0.02,0.464,1.1804,7649100,33037442.0,2883843538.42,2805903538.42
2019-10-31,'300108,¼ªÒ©¿Ø¹É,4.31,4.44,4.28,4.31,4.41,-0.1,-2.2676,1.6851,10919806,47514668.8,2870523244.94,2792943244.94
2019-10-30,'300108,¼ªÒ©¿Ø¹É,4.41,4.65,4.34,4.58,4.6,-0.19,-4.1304,2.8188,18266456,81205189.28,2937124712.34,2857744712.34
2019-10-29,'300108,¼ªÒ©¿Ø¹É,4.6,4.95,4.55,4.93,5.06,-0.46,-9.0909,4.5415,29429675,139087795.0,3063667500.4,2980867500.4
2019-10-28,'300108,¼ªÒ©¿Ø¹É,5.06,5.2,4.92,5.06,5.23,-0.17,-3.2505,4.6905,30395075,153077662.0,3370034250.44,3278954250.44
2019-10-25,'300108,¼ªÒ©¿Ø¹É,5.23,5.35,4.81,4.85,4.95,0.28,5.6566,6.2566,40543407,208253824.38,3483256745.02,3389116745.02
2019-10-24,'300108,¼ªÒ©¿Ø¹É,4.95,5.13,4.58,4.6,4.74,0.21,4.4304,5.5705,36097548,176038835.64,3296772636.3,3207672636.3
2019-10-23,'300108,¼ªÒ©¿Ø¹É,4.74,4.8,4.33,4.47,4.63,0.11,2.3758,5.1169,33158546,152109856.71,3156909554.76,3071589554.76
2019-10-22,'300108,¼ªÒ©¿Ø¹É,4.63,4.99,4.46,4.58,4.58,0.05,1.0917,6.5169,42230751,199145421.67,3083647940.62,3000307940.62
2019-10-21,'300108,¼ªÒ©¿Ø¹É,4.58,4.58,4.58,4.58,4.16,0.42,10.0962,1.3372,8665127,39686281.66,3050347206.92,2967907206.92
2019-10-18,'300108,¼ªÒ©¿Ø¹É,4.16,4.26,4.12,4.2,4.21,-0.05,-1.1876,0.8639,5597958,23418511.15,2770621043.84,2695741043.84
2019-10-17,'300108,¼ªÒ©¿Ø¹É,4.21,4.33,4.18,4.27,4.29,-0.08,-1.8648,0.7873,5101750,21660431.0,2803921777.54,2728141777.54
2019-10-16,'300108,¼ªÒ©¿Ø¹É,4.29,4.38,4.27,4.3,4.29,0.0,0.0,0.7391,4789600,20737454.5,2857202951.46,2779982951.46
2019-10-15,'300108,¼ªÒ©¿Ø¹É,4.29,4.42,4.28,4.42,4.46,-0.17,-3.8117,1.2568,8144550,35183112.0,2857202951.46,2779982951.46
2019-10-14,'300108,¼ªÒ©¿Ø¹É,4.46,4.46,4.37,4.38,4.34,0.12,2.765,1.0312,6682480,29570706.5,2970425446.04,2890145446.04
2019-10-11,'300108,¼ªÒ©¿Ø¹É,4.34,4.38,4.28,4.29,4.29,0.05,1.1655,0.8885,5757550,24970846.25,2890503685.16,2812383685.16
2019-10-10,'300108,¼ªÒ©¿Ø¹É,4.29,4.32,4.23,4.25,4.26,0.03,0.7042,0.7191,4659775,19947000.0,2857202951.46,2779982951.46
2019-10-09,'300108,¼ªÒ©¿Ø¹É,4.26,4.27,4.15,4.17,4.21,0.05,1.1876,0.5294,3430275,14440941.25,2837222511.24,2760542511.24
2019-10-08,'300108,¼ªÒ©¿Ø¹É,4.21,4.33,4.13,4.14,4.13,0.08,1.937,0.7796,5052075,21406896.75,2803921777.54,2728141777.54
2019-09-30,'300108,¼ªÒ©¿Ø¹É,4.13,4.2,4.12,4.15,4.16,-0.03,-0.7212,0.567,3674550,15286723.0,2750640603.62,2676300603.62
2019-09-27,'300108,¼ªÒ©¿Ø¹É,4.16,4.2,4.1,4.11,4.1,0.06,1.4634,0.6476,4196253,17461780.01,2770621043.84,2695741043.84
2019-09-26,'300108,¼ªÒ©¿Ø¹É,4.1,4.33,4.09,4.33,4.27,-0.17,-3.9813,1.1587,7508626,31222087.88,2730660163.4,2656860163.4
2019-09-25,'300108,¼ªÒ©¿Ø¹É,4.27,4.46,4.26,4.43,4.51,-0.24,-5.3215,1.208,7828181,34100708.92,2843882657.98,2767022657.98
2019-09-24,'300108,¼ªÒ©¿Ø¹É,4.51,4.62,4.47,4.47,4.45,0.06,1.3483,0.969,6278974,28534069.74,3003726179.74,2922546179.74
2019-09-23,'300108,¼ªÒ©¿Ø¹É,4.45,4.56,4.41,4.56,4.57,-0.12,-2.6258,0.9505,6159305,27440371.25,2963765299.3,2883665299.3
2019-09-20,'300108,¼ªÒ©¿Ø¹É,4.57,4.68,4.51,4.53,4.53,0.04,0.883,1.2378,8021109,36886294.24,3043687060.18,2961427060.18
2019-09-19,'300108,¼ªÒ©¿Ø¹É,4.53,4.53,4.44,4.5,4.47,0.06,1.3423,0.5818,3769850,16920438.5,3017046473.22,2935506473.22
2019-09-18,'300108,¼ªÒ©¿Ø¹É,4.47,4.55,4.44,4.5,4.51,-0.04,-0.8869,0.9159,5935400,26650608.5,2977085592.78,2896625592.78
2019-09-17,'300108,¼ªÒ©¿Ø¹É,4.51,4.66,4.49,4.66,4.69,-0.18,-3.838,1.4096,9134331,41638258.19,3003726179.74,2922546179.74
2019-09-16,'300108,¼ªÒ©¿Ø¹É,4.69,4.71,4.62,4.67,4.66,0.03,0.6438,1.4778,9576469,44593361.16,3123608821.06,3039188821.06
2019-09-12,'300108,¼ªÒ©¿Ø¹É,4.66,4.71,4.59,4.7,4.68,-0.02,-0.4274,1.4216,9211975,42843150.25,3103628380.84,3019748380.84
2019-09-11,'300108,¼ªÒ©¿Ø¹É,4.68,4.78,4.65,4.73,4.76,-0.08,-1.6807,2.3345,15127963,71164372.65,3116948674.32,3032708674.32
2019-09-10,'300108,¼ªÒ©¿Ø¹É,4.76,4.96,4.52,4.59,4.59,0.17,3.7037,3.753,24320125,114720428.26,3170229848.24,3084549848.24
2019-09-09,'300108,¼ªÒ©¿Ø¹É,4.59,4.6,4.47,4.52,4.46,0.13,2.9148,2.0731,13433750,61125110.5,3057007353.66,2974387353.66
2019-09-06,'300108,¼ªÒ©¿Ø¹É,4.46,4.54,4.42,4.52,4.51,-0.05,-1.1086,1.4932,9676305,43445979.4,2970425446.04,2890145446.04
2019-09-05,'300108,¼ªÒ©¿Ø¹É,4.51,4.6,4.49,4.53,4.53,-0.02,-0.4415,2.1521,13946053,63342609.56,3003726179.74,2922546179.74
2019-09-04,'300108,¼ªÒ©¿Ø¹É,4.53,4.58,4.46,4.49,4.52,0.01,0.2212,1.6871,10932491,49320896.68,3017046473.22,2935506473.22
2019-09-03,'300108,¼ªÒ©¿Ø¹É,4.52,4.65,4.5,4.64,4.56,-0.04,-0.8772,1.6027,10385600,47071661.5,3010386326.48,2929026326.48
2019-09-02,'300108,¼ªÒ©¿Ø¹É,4.56,4.61,4.41,4.58,4.56,0.0,0.0,2.1551,13965396,63188138.21,3037026913.44,2954946913.44
2019-08-30,'300108,¼ªÒ©¿Ø¹É,4.56,4.82,4.53,4.8,4.96,-0.4,-8.0645,4.2062,27256856,127760127.28,3037026913.44,2954946913.44
2019-08-29,'300108,¼ªÒ©¿Ø¹É,4.96,5.17,4.52,4.57,4.7,0.26,5.5319,6.027,39056060,184828719.01,3303432783.04,3214152783.04
2019-08-28,'300108,¼ªÒ©¿Ø¹É,4.7,5.17,4.7,4.86,4.7,0.0,0.0,8.1715,52952780,261583035.61,3130268967.8,3045668967.8
2019-08-27,'300108,¼ªÒ©¿Ø¹É,4.7,4.7,4.29,4.29,4.27,0.43,10.0703,2.2031,14276155,64936218.42,3130268967.8,3045668967.8
2019-08-26,'300108,¼ªÒ©¿Ø¹É,4.27,4.3,4.1,4.12,4.28,-0.01,-0.2336,2.7782,18003212,75784078.25,2843882657.98,2767022657.98
2019-08-23,'300108,¼ªÒ©¿Ø¹É,4.28,4.35,4.07,4.1,4.12,0.16,3.8835,3.8747,25108740,105356030.29,2850542804.72,2773502804.72
2019-08-22,'300108,¼ªÒ©¿Ø¹É,4.12,4.12,4.04,4.1,4.09,0.03,0.7335,1.5457,10016163,40903204.91,2743980456.88,2669820456.88
2019-08-21,'300108,¼ªÒ©¿Ø¹É,4.09,4.11,4.06,4.1,4.09,0.0,0.0,1.1711,7588733,31001041.31,2724000016.66,2650380016.66
2019-08-20,'300108,¼ªÒ©¿Ø¹É,4.09,4.21,4.07,4.18,4.16,-0.07,-1.6827,2.2422,14529750,59814260.67,2724000016.66,2650380016.66
2019-08-19,'300108,¼ªÒ©¿Ø¹É,4.16,4.17,4.03,4.09,4.03,0.13,3.2258,1.9729,12784575,52355939.75,2770621043.84,2695741043.84
2019-08-16,'300108,¼ªÒ©¿Ø¹É,4.03,4.18,4.03,4.12,4.15,-0.12,-2.8916,1.9198,12440675,51040276.5,2684039136.22,2611499136.22
2019-08-15,'300108,¼ªÒ©¿Ø¹É,4.15,4.15,3.89,3.89,4.03,0.12,2.9777,2.2052,14289821,57662283.31,2763960897.1,2689260897.1
2019-08-14,'300108,¼ªÒ©¿Ø¹É,4.03,4.19,4.03,4.12,4.07,-0.04,-0.9828,2.0421,13232950,54215425.5,2684039136.22,2611499136.22
