хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2019-12-27,'002181,та ╢╚ ц╫,5.9,6.48,5.83,6.28,5.96,-0.06,-1.0067,8.9839,101916225,633365905.27,6850243226.6,6693152204.3
2019-12-26,'002181,та ╢╚ ц╫,5.96,5.96,5.31,5.55,5.42,0.54,9.9631,5.3509,60702761,345728412.9,6919906717.04,6761218158.92
2019-12-25,'002181,та ╢╚ ц╫,5.42,5.55,5.1,5.11,5.13,0.29,5.653,2.7588,31297198,167257544.83,6292935303.08,6148624567.34
2019-12-24,'002181,та ╢╚ ц╫,5.13,5.19,4.99,5.01,5.09,0.04,0.7859,1.2254,13901094,70734811.72,5956228432.62,5819639120.01
2019-12-23,'002181,та ╢╚ ц╫,5.09,5.7,5.09,5.6,5.33,-0.24,-4.5028,2.3285,26415063,140519922.5,5909786105.66,5774261816.93
2019-12-20,'002181,та ╢╚ ц╫,5.33,5.39,5.21,5.38,5.42,-0.09,-1.6605,2.1571,24470400,129475563.0,6188440067.42,6046525635.41
2019-12-19,'002181,та ╢╚ ц╫,5.42,5.42,5.11,5.11,5.13,0.29,5.653,2.9451,33409859,176980561.78,6292935303.08,6148624567.34
2019-12-18,'002181,та ╢╚ ц╫,5.13,5.21,5.11,5.14,5.17,-0.04,-0.7737,1.1913,13513937,69652911.29,5956228432.62,5819639120.01
2019-12-17,'002181,та ╢╚ ц╫,5.17,5.31,5.1,5.17,5.18,-0.01,-0.1931,2.0833,23634102,122551347.6,6002670759.58,5865016423.09
2019-12-16,'002181,та ╢╚ ц╫,5.18,5.2,5.05,5.09,5.05,0.13,2.5743,1.36,15428799,79337892.01,6014281341.32,5876360748.86
2019-12-13,'002181,та ╢╚ ц╫,5.05,5.12,4.98,4.98,4.97,0.08,1.6097,0.8912,10110047,50944966.41,5863343778.7,5728884513.85
2019-12-12,'002181,та ╢╚ ц╫,4.97,5.14,4.95,5.03,5.04,-0.07,-1.3889,1.1475,13017772,65508052.66,5770459124.78,5638129907.69
2019-12-11,'002181,та ╢╚ ц╫,5.04,5.2,5.03,5.1,5.08,-0.04,-0.7874,1.4079,15971535,81435585.59,5851733196.96,5717540188.08
2019-12-10,'002181,та ╢╚ ц╫,5.08,5.17,4.91,4.96,4.94,0.14,2.834,1.7482,19831909,100493445.52,5898175523.92,5762917491.16
2019-12-09,'002181,та ╢╚ ц╫,4.94,5.06,4.93,5.06,5.01,-0.07,-1.3972,1.1855,13448953,66983569.81,5735627379.56,5604096930.38
2019-12-06,'002181,та ╢╚ ц╫,5.01,5.01,4.79,4.8,4.75,0.26,5.4737,1.6952,19230668,94542659.32,5816901451.74,5683507210.77
2019-12-05,'002181,та ╢╚ ц╫,4.75,4.78,4.7,4.72,4.72,0.03,0.6356,0.4686,5315801,25178196.51,5515026326.5,5388554740.75
2019-12-04,'002181,та ╢╚ ц╫,4.72,4.74,4.69,4.74,4.75,-0.03,-0.6316,0.3002,3406120,16059862.4,5480194581.28,5354521763.44
2019-12-03,'002181,та ╢╚ ц╫,4.75,4.75,4.64,4.67,4.68,0.07,1.4957,0.3494,3963820,18651608.0,5515026326.5,5388554740.75
2019-12-02,'002181,та ╢╚ ц╫,4.68,4.74,4.65,4.7,4.68,0.0,0.0,0.3339,3787402,17780393.32,5433752254.32,5309144460.36
2019-11-29,'002181,та ╢╚ ц╫,4.68,4.75,4.66,4.67,4.7,-0.02,-0.4255,0.3731,4232100,19890987.0,5433752254.32,5309144460.36
2019-11-28,'002181,та ╢╚ ц╫,4.7,4.8,4.7,4.73,4.76,-0.06,-1.2605,0.4859,5512498,26106206.6,5456973417.8,5331833111.9
2019-11-27,'002181,та ╢╚ ц╫,4.76,4.89,4.71,4.8,4.85,-0.09,-1.8557,0.7639,8665500,41426334.07,5526636908.24,5399899066.52
2019-11-26,'002181,та ╢╚ ц╫,4.85,4.91,4.68,4.77,4.77,0.08,1.6771,1.0386,11782600,56537095.0,5631132143.9,5501997998.45
2019-11-25,'002181,та ╢╚ ц╫,4.77,4.87,4.75,4.78,4.8,-0.03,-0.625,0.5802,6582255,31591962.45,5538247489.98,5411243392.29
2019-11-22,'002181,та ╢╚ ц╫,4.8,4.94,4.79,4.89,4.91,-0.11,-2.2403,0.6502,7376000,35784261.0,5573079235.2,5445276369.6
2019-11-21,'002181,та ╢╚ ц╫,4.91,4.95,4.85,4.86,4.87,0.04,0.8214,0.7384,8377019,41098785.18,5700795634.34,5570063953.07
2019-11-20,'002181,та ╢╚ ц╫,4.87,4.97,4.81,4.88,4.89,-0.02,-0.409,1.1661,13228255,64792252.71,5654353307.38,5524686649.99
2019-11-19,'002181,та ╢╚ ц╫,4.89,4.96,4.73,4.75,4.75,0.14,2.9474,1.264,14339597,69691910.37,5677574470.86,5547375301.53
2019-11-18,'002181,та ╢╚ ц╫,4.75,4.78,4.65,4.68,4.7,0.05,1.0638,0.5341,6058738,28705107.61,5515026326.5,5388554740.75
2019-11-15,'002181,та ╢╚ ц╫,4.7,4.8,4.51,4.69,4.64,0.06,1.2931,1.2327,13983799,65773161.77,5456973417.8,5331833111.9
2019-11-14,'002181,та ╢╚ ц╫,4.64,4.69,4.61,4.66,4.65,-0.01,-0.2151,0.5973,6775900,31534376.0,5387309927.36,5263767157.28
2019-11-13,'002181,та ╢╚ ц╫,4.65,4.8,4.63,4.68,4.7,-0.05,-1.0638,0.7007,7948718,37338742.7,5398920509.1,5275111483.05
2019-11-12,'002181,та ╢╚ ц╫,4.7,4.82,4.6,4.81,4.78,-0.08,-1.6736,1.231,13964747,65630228.94,5456973417.8,5331833111.9
2019-11-11,'002181,та ╢╚ ц╫,4.78,5.07,4.67,5.06,5.19,-0.41,-7.8998,2.4683,28001612,135238959.98,5549858071.72,5422587718.06
2019-11-08,'002181,та ╢╚ ц╫,5.19,5.34,5.19,5.27,5.27,-0.08,-1.518,1.6263,18448913,97345151.69,6025891923.06,5887705074.63
2019-11-07,'002181,та ╢╚ ц╫,5.27,5.32,5.12,5.19,5.23,0.04,0.7648,1.6443,18653733,97554775.05,6118776576.98,5978459680.79
2019-11-06,'002181,та ╢╚ ц╫,5.23,5.29,5.1,5.26,5.27,-0.04,-0.759,1.461,16573939,85980275.72,6072334250.02,5933082377.71
2019-11-05,'002181,та ╢╚ ц╫,5.27,5.38,5.1,5.11,5.14,0.13,2.5292,2.2074,25041842,131786153.07,6118776576.98,5978459680.79
2019-11-04,'002181,та ╢╚ ц╫,5.14,5.24,5.08,5.18,5.18,-0.04,-0.7722,1.5205,17248682,88842211.4,5967839014.36,5830983445.78
2019-11-01,'002181,та ╢╚ ц╫,5.18,5.26,4.93,5.02,5.04,0.14,2.7778,2.3632,26809159,137575127.88,6014281341.32,5876360748.86
2019-10-31,'002181,та ╢╚ ц╫,5.04,5.15,4.92,5.03,5.07,-0.03,-0.5917,1.7422,19763532,99477587.48,5851733196.96,5717540188.08
2019-10-30,'002181,та ╢╚ ц╫,5.07,5.14,4.85,4.94,5.01,0.06,1.1976,2.1431,24311795,121226458.98,5886564942.18,5751573165.39
2019-10-29,'002181,та ╢╚ ц╫,5.01,5.44,5.01,5.23,5.31,-0.3,-5.6497,3.047,34566145,180034634.93,5816901451.74,5683507210.77
2019-10-28,'002181,та ╢╚ ц╫,5.31,5.37,5.07,5.19,5.19,0.12,2.3121,2.8143,31925857,167661280.42,6165218903.94,6023836983.87
2019-10-25,'002181,та ╢╚ ц╫,5.19,5.46,5.17,5.35,5.42,-0.23,-4.2435,3.0437,34528916,182296590.24,6025891923.06,5887705074.63
2019-10-24,'002181,та ╢╚ ц╫,5.42,5.66,5.2,5.28,5.46,-0.04,-0.7326,5.3283,60446228,327203312.9,6292935303.08,6148624567.34
2019-10-23,'002181,та ╢╚ ц╫,5.46,5.6,4.94,5.01,5.09,0.37,7.2692,5.4029,61291744,323376504.2,6339377630.04,6194001870.42
2019-10-22,'002181,та ╢╚ ц╫,5.09,5.23,4.82,4.96,4.96,0.13,2.621,2.9474,33435715,168751496.41,5909786105.66,5774261816.93
2019-10-21,'002181,та ╢╚ ц╫,4.96,5.01,4.84,4.99,5.11,-0.15,-2.9354,2.0264,22988601,113339049.33,5758848543.04,5626785581.92
2019-10-18,'002181,та ╢╚ ц╫,5.11,5.24,4.75,4.91,4.94,0.17,3.4413,3.5028,39736462,198271636.04,5933007269.14,5796950468.47
2019-10-17,'002181,та ╢╚ ц╫,4.94,5.07,4.89,4.89,5.19,-0.25,-4.817,3.2397,36751866,182513927.78,5735627379.56,5604096930.38
2019-10-16,'002181,та ╢╚ ц╫,5.19,5.58,5.06,5.38,5.29,-0.1,-1.8904,6.0948,69140888,366720976.67,6025891923.06,5887705074.63
2019-10-15,'002181,та ╢╚ ц╫,5.29,5.29,5.21,5.28,4.81,0.48,9.9792,2.3899,27111708,143326503.52,6141997740.46,6001148332.33
2019-10-14,'002181,та ╢╚ ц╫,4.81,4.81,4.44,4.55,4.37,0.44,10.0686,1.3583,15408518,72440024.99,5584689816.94,5456620695.37
2019-10-11,'002181,та ╢╚ ц╫,4.37,4.42,4.28,4.31,4.32,0.05,1.1574,0.3742,4245556,18500924.24,5073824220.38,4957470361.49
2019-10-10,'002181,та ╢╚ ц╫,4.32,4.33,4.24,4.24,4.27,0.05,1.171,0.195,2212676,9535078.24,5015771311.68,4900748732.64
2019-10-09,'002181,та ╢╚ ц╫,4.27,4.28,4.2,4.2,4.24,0.03,0.7075,0.1525,1729600,7349435.0,4957718402.98,4844027103.79
2019-10-08,'002181,та ╢╚ ц╫,4.24,4.31,4.19,4.19,4.22,0.02,0.4739,0.1794,2035240,8656929.2,4922886657.76,4809994126.48
2019-09-30,'002181,та ╢╚ ц╫,4.22,4.29,4.22,4.25,4.27,-0.05,-1.171,0.1553,1761484,7474702.32,4899665494.28,4787305474.94
2019-09-27,'002181,та ╢╚ ц╫,4.27,4.29,4.19,4.2,4.19,0.08,1.9093,0.1951,2213600,9421824.0,4957718402.98,4844027103.79
2019-09-26,'002181,та ╢╚ ц╫,4.19,4.37,4.18,4.37,4.33,-0.14,-3.2333,0.3454,3918356,16691160.72,4864833749.06,4753272497.63
2019-09-25,'002181,та ╢╚ ц╫,4.33,4.43,4.32,4.4,4.44,-0.11,-2.4775,0.3149,3572340,15576437.4,5027381893.42,4912093058.41
2019-09-24,'002181,та ╢╚ ц╫,4.44,4.48,4.41,4.43,4.43,0.01,0.2257,0.2724,3090000,13740159.0,5155098292.56,5036880641.88
