»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-12-27,'300753,∞Æ≈Û“Ω¡∆,40.09,40.3,39.0,39.12,39.24,0.85,2.1662,4.5546,1741300,69137927.84,3239272000.0,1532719476.85
2019-12-26,'300753,∞Æ≈Û“Ω¡∆,39.24,39.67,38.79,39.55,39.7,-0.46,-1.1587,3.8384,1467485,57395321.73,3170592000.0,1500222306.6
2019-12-25,'300753,∞Æ≈Û“Ω¡∆,39.7,39.82,39.37,39.63,39.63,0.07,0.1766,2.0865,797701,31562982.57,3207760000.0,1517809010.5
2019-12-24,'300753,∞Æ≈Û“Ω¡∆,39.63,39.79,39.25,39.49,39.55,0.08,0.2023,2.4795,947972,37457839.16,3202104000.0,1515132772.95
2019-12-23,'300753,∞Æ≈Û“Ω¡∆,39.55,40.74,39.5,40.61,40.62,-1.07,-2.6342,2.9805,1139500,45738851.0,3195640000.0,1512074215.75
2019-12-20,'300753,∞Æ≈Û“Ω¡∆,40.62,40.69,40.1,40.23,40.23,0.39,0.9694,3.1387,1200000,48507410.0,3282096000.0,1552982418.3
2019-12-19,'300753,∞Æ≈Û“Ω¡∆,40.23,40.41,40.02,40.39,40.24,-0.01,-0.0249,2.5988,993568,39916318.84,3250584000.0,1538071951.95
2019-12-18,'300753,∞Æ≈Û“Ω¡∆,40.24,40.61,40.13,40.61,40.69,-0.45,-1.1059,3.6349,1389694,56021344.6,3251392000.0,1538454271.6
2019-12-17,'300753,∞Æ≈Û“Ω¡∆,40.69,40.89,40.35,40.53,40.6,0.09,0.2217,3.779,1444800,58641203.0,3287752000.0,1555658655.85
2019-12-16,'300753,∞Æ≈Û“Ω¡∆,40.6,40.62,39.8,40.01,40.08,0.52,1.2974,4.425,1691768,68016418.08,3280480000.0,1552217779.0
2019-12-13,'300753,∞Æ≈Û“Ω¡∆,40.08,40.33,39.27,39.31,39.23,0.85,2.1667,4.9775,1903002,75982226.94,3238464000.0,1532337157.2
2019-12-12,'300753,∞Æ≈Û“Ω¡∆,39.23,39.46,38.91,39.09,39.18,0.05,0.1276,4.993,1008590,39524088.2,3169784000.0,792446000.0
2019-12-11,'300753,∞Æ≈Û“Ω¡∆,39.18,40.18,39.0,40.18,40.09,-0.91,-2.2699,9.0121,1820448,71871719.52,3165744000.0,791436000.0
2019-12-10,'300753,∞Æ≈Û“Ω¡∆,40.09,40.44,39.7,40.08,40.05,0.04,0.0999,6.2038,1253159,50326802.24,3239272000.0,809818000.0
2019-12-09,'300753,∞Æ≈Û“Ω¡∆,40.05,40.88,39.57,40.83,40.98,-0.93,-2.2694,9.4941,1917804,76965885.36,3236040000.0,809010000.0
2019-12-06,'300753,∞Æ≈Û“Ω¡∆,40.98,41.97,40.22,41.71,41.71,-0.73,-1.7502,10.5349,2128058,87116203.34,3311184000.0,827796000.0
2019-12-05,'300753,∞Æ≈Û“Ω¡∆,41.71,41.83,41.27,41.74,41.7,0.01,0.024,7.9618,1608292,66923148.4,3370168000.0,842542000.0
2019-12-04,'300753,∞Æ≈Û“Ω¡∆,41.7,42.25,41.0,41.1,41.41,0.29,0.7003,8.4086,1698532,71043802.85,3369360000.0,842340000.0
2019-12-03,'300753,∞Æ≈Û“Ω¡∆,41.41,41.5,40.7,41.21,41.4,0.01,0.0242,5.0573,1021577,41932338.21,3345928000.0,836482000.0
2019-12-02,'300753,∞Æ≈Û“Ω¡∆,41.4,41.41,40.5,41.01,41.22,0.18,0.4367,6.9106,1395944,57204501.68,3345120000.0,836280000.0
2019-11-29,'300753,∞Æ≈Û“Ω¡∆,41.22,43.78,40.77,43.75,43.9,-2.68,-6.1048,14.8613,3001982,125493176.07,3330576000.0,832644000.0
2019-11-28,'300753,∞Æ≈Û“Ω¡∆,43.9,44.1,42.7,43.0,42.75,1.15,2.6901,11.0391,2229905,96846796.14,3547120000.0,886780000.0
2019-11-27,'300753,∞Æ≈Û“Ω¡∆,42.75,43.41,42.4,42.88,43.24,-0.49,-1.1332,7.5481,1524712,65324909.37,3454200000.0,863550000.0
2019-11-26,'300753,∞Æ≈Û“Ω¡∆,43.24,43.8,41.81,43.31,43.32,-0.08,-0.1847,13.7697,2781489,119174601.27,3493792000.0,873448000.0
2019-11-25,'300753,∞Æ≈Û“Ω¡∆,43.32,44.9,42.83,44.9,45.71,-2.39,-5.2286,16.6519,3363681,147066862.37,3500256000.0,875064000.0
2019-11-22,'300753,∞Æ≈Û“Ω¡∆,45.71,50.8,45.71,50.79,50.79,-5.08,-10.002,34.7906,7027707,335322248.0,3693368000.0,923342000.0
2019-11-21,'300753,∞Æ≈Û“Ω¡∆,50.79,50.8,46.43,46.48,46.71,4.08,8.7347,25.0493,5059953,247866688.49,4103832000.0,1025958000.0
2019-11-20,'300753,∞Æ≈Û“Ω¡∆,46.71,47.66,44.12,44.51,44.75,1.96,4.3799,17.9234,3620520,167968443.34,3774168000.0,943542000.0
