»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-12-27,'601933,”¿ª‘≥¨ –,7.62,7.76,7.62,7.75,7.77,-0.15,-1.9305,0.8114,76824378,590258813.0,72926921263.0,72148075729.0
2019-12-26,'601933,”¿ª‘≥¨ –,7.77,7.85,7.7,7.83,7.8,-0.03,-0.3846,0.4434,41984893,325267101.0,74362490579.2,73568313440.2
2019-12-25,'601933,”¿ª‘≥¨ –,7.8,7.97,7.75,7.95,7.92,-0.12,-1.5152,0.6688,63322649,495063437.0,74649604442.4,73852360982.4
2019-12-24,'601933,”¿ª‘≥¨ –,7.92,7.97,7.7,7.74,7.71,0.21,2.7237,0.9984,94528313,742011597.0,75798059895.4,74988551151.4
2019-12-23,'601933,”¿ª‘≥¨ –,7.71,7.85,7.53,7.56,7.55,0.16,2.1192,1.1025,104387401,806687447.0,73788262852.7,73000218355.7
2019-12-20,'601933,”¿ª‘≥¨ –,7.55,7.64,7.55,7.59,7.58,-0.03,-0.3958,0.5331,50477449,382954618.0,72256988915.4,71485298130.4
2019-12-19,'601933,”¿ª‘≥¨ –,7.58,7.61,7.52,7.6,7.6,-0.02,-0.2632,0.3845,36408463,274948550.0,72544102778.6,71769345672.6
2019-12-18,'601933,”¿ª‘≥¨ –,7.6,7.76,7.59,7.7,7.68,-0.08,-1.0417,0.5267,49869860,382374695.0,72735512020.8,71958710700.8
2019-12-17,'601933,”¿ª‘≥¨ –,7.68,7.71,7.56,7.58,7.61,0.07,0.9198,0.7045,66704392,511101689.0,73501148989.4,72716170813.4
2019-12-16,'601933,”¿ª‘≥¨ –,7.61,7.64,7.53,7.57,7.57,0.04,0.5284,0.4232,40071629,304375393.0,72831216641.9,72053393214.9
2019-12-13,'601933,”¿ª‘≥¨ –,7.57,7.64,7.48,7.56,7.54,0.03,0.3979,0.6959,65891567,498435110.0,72448398157.6,71674663158.6
2019-12-12,'601933,”¿ª‘≥¨ –,7.54,7.55,7.41,7.55,7.59,-0.05,-0.6588,0.5895,55812856,417793366.0,72161284294.3,71390615616.3
2019-12-11,'601933,”¿ª‘≥¨ –,7.59,7.63,7.42,7.48,7.49,0.1,1.3351,0.8737,82722545,624149846.0,72639807399.7,71864028186.7
