日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2019-12-27,'603999,读者传媒,7.49,7.98,7.47,7.7,7.77,-0.28,-3.6036,3.7171,21410360,164974792.0,4314240000.0,4314240000.0
2019-12-26,'603999,读者传媒,7.77,7.85,7.51,7.6,7.66,0.11,1.436,4.1571,23945122,183643446.0,4475520000.0,4475520000.0
2019-12-25,'603999,读者传媒,7.66,7.85,7.3,7.64,7.58,0.08,1.0554,4.2608,24542433,186260978.0,4412160000.0,4412160000.0
2019-12-24,'603999,读者传媒,7.58,7.67,7.37,7.49,7.5,0.08,1.0667,3.8829,22365680,168314032.0,4366080000.0,4366080000.0
2019-12-23,'603999,读者传媒,7.5,8.06,7.3,8.0,8.1,-0.6,-7.4074,7.0845,40806629,312980144.0,4320000000.0,4320000000.0
2019-12-20,'603999,读者传媒,8.1,8.43,7.86,7.99,7.66,0.44,5.7441,11.9165,68639148,559465991.0,4665600000.0,4665600000.0
2019-12-19,'603999,读者传媒,7.66,7.66,6.9,6.96,6.96,0.7,10.0575,5.3892,31041619,227684531.0,4412160000.0,4412160000.0
2019-12-18,'603999,读者传媒,6.96,7.05,6.89,6.98,7.0,-0.04,-0.5714,2.3545,13561955,94442664.0,4008960000.0,4008960000.0
2019-12-17,'603999,读者传媒,7.0,7.11,6.97,7.09,7.11,-0.11,-1.5471,3.4401,19815101,139419653.0,4032000000.0,4032000000.0
2019-12-16,'603999,读者传媒,7.11,7.25,6.93,6.98,6.93,0.18,2.5974,3.9235,22599479,160877152.0,4095360000.0,4095360000.0
2019-12-13,'603999,读者传媒,6.93,7.08,6.61,6.66,6.61,0.32,4.8411,4.5754,26354335,179971808.0,3991680000.0,3991680000.0
2019-12-12,'603999,读者传媒,6.61,6.86,6.53,6.65,6.71,-0.1,-1.4903,3.1775,18302359,122380184.0,3807360000.0,3807360000.0
2019-12-11,'603999,读者传媒,6.71,6.77,6.48,6.5,6.54,0.17,2.5994,3.9425,22709020,151596090.0,3864960000.0,3864960000.0
2019-12-10,'603999,读者传媒,6.54,6.54,6.18,6.3,6.33,0.21,3.3175,2.3952,13796140,87637284.0,3767040000.0,3767040000.0
2019-12-09,'603999,读者传媒,6.33,6.47,6.31,6.39,6.39,-0.06,-0.939,1.9908,11466862,73034800.0,3646080000.0,3646080000.0
2019-12-06,'603999,读者传媒,6.39,6.39,6.15,6.2,6.21,0.18,2.8986,2.522,14526962,91456254.0,3680640000.0,3680640000.0
2019-12-05,'603999,读者传媒,6.21,6.23,6.12,6.16,6.15,0.06,0.9756,1.613,9290600,57461159.0,3576960000.0,3576960000.0
2019-12-04,'603999,读者传媒,6.15,6.2,6.04,6.16,6.21,-0.06,-0.9662,1.6087,9265862,56778025.0,3542400000.0,3542400000.0
2019-12-03,'603999,读者传媒,6.21,6.3,6.13,6.3,6.35,-0.14,-2.2047,1.9561,11267201,69711289.0,3576960000.0,3576960000.0
2019-12-02,'603999,读者传媒,6.35,6.42,6.26,6.32,6.36,-0.01,-0.1572,1.6264,9368340,59410643.0,3657600000.0,3657600000.0
2019-11-29,'603999,读者传媒,6.36,6.44,6.22,6.3,6.39,-0.03,-0.4695,2.4075,13867076,87709558.0,3663360000.0,3663360000.0
2019-11-28,'603999,读者传媒,6.39,6.46,6.29,6.39,6.47,-0.08,-1.2365,3.2764,18871790,120003929.0,3680640000.0,3680640000.0
2019-11-27,'603999,读者传媒,6.47,6.71,6.4,6.68,6.79,-0.32,-4.7128,4.5915,26447252,172242190.0,3726720000.0,3726720000.0
2019-11-26,'603999,读者传媒,6.79,7.11,6.54,6.58,6.78,0.01,0.1475,6.2778,36160410,246729907.0,3911040000.0,3911040000.0
2019-11-25,'603999,读者传媒,6.78,7.52,6.73,7.3,7.0,-0.22,-3.1429,9.9273,57181493,409808719.0,3905280000.0,3905280000.0
2019-11-22,'603999,读者传媒,7.0,7.0,6.34,6.38,6.36,0.64,10.0629,6.9226,39874291,273344730.0,4032000000.0,4032000000.0
2019-11-21,'603999,读者传媒,6.36,6.47,6.29,6.45,6.54,-0.18,-2.7523,2.2444,12928007,82414163.0,3663360000.0,3663360000.0
2019-11-20,'603999,读者传媒,6.54,6.73,6.46,6.58,6.62,-0.08,-1.2085,3.0538,17589767,115486095.0,3767040000.0,3767040000.0
2019-11-19,'603999,读者传媒,6.62,6.89,6.27,6.35,6.37,0.25,3.9246,4.9751,28656815,188421755.0,3813120000.0,3813120000.0
2019-11-18,'603999,读者传媒,6.37,6.45,6.16,6.2,6.27,0.1,1.5949,3.1383,18076840,114432463.0,3669120000.0,3669120000.0
2019-11-15,'603999,读者传媒,6.27,6.35,6.06,6.17,6.22,0.05,0.8039,2.7618,15907720,98634013.0,3611520000.0,3611520000.0
