日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2019-12-27,'600823,世茂股份,4.49,4.55,4.46,4.52,4.5,-0.01,-0.2222,0.851,31921018,143596397.0,16842745491.9,16842745491.9
2019-12-26,'600823,世茂股份,4.5,4.54,4.3,4.31,4.25,0.25,5.8824,1.1441,42915637,190541660.0,16880257174.5,16880257174.5
2019-12-25,'600823,世茂股份,4.25,4.25,4.07,4.13,4.11,0.14,3.4063,0.7956,29844318,124896447.0,15942465109.2,15942465109.2
2019-12-24,'600823,世茂股份,4.11,4.13,4.02,4.02,4.02,0.09,2.2388,0.3952,14822796,60518329.0,15417301552.7,15417301552.7
2019-12-23,'600823,世茂股份,4.02,4.21,4.01,4.21,4.24,-0.22,-5.1887,0.7218,27075255,110799897.0,15079696409.2,15079696409.2
2019-12-20,'600823,世茂股份,4.24,4.26,4.21,4.22,4.22,0.02,0.4739,0.2634,9882054,41913359.0,15904953426.6,15904953426.6
2019-12-19,'600823,世茂股份,4.22,4.24,4.19,4.21,4.21,0.01,0.2375,0.2275,8535046,35964523.0,15829930061.4,15829930061.4
2019-12-18,'600823,世茂股份,4.21,4.27,4.2,4.26,4.25,-0.04,-0.9412,0.3222,12087398,51078244.0,15792418378.8,15792418378.8
2019-12-17,'600823,世茂股份,4.25,4.29,4.13,4.15,4.14,0.11,2.657,0.5244,19671255,83014650.0,15942465109.2,15942465109.2
2019-12-16,'600823,世茂股份,4.14,4.15,4.1,4.14,4.12,0.02,0.4854,0.2441,9158222,37794132.0,15529836600.5,15529836600.5
2019-12-13,'600823,世茂股份,4.12,4.13,4.07,4.09,4.08,0.04,0.9804,0.3338,12522378,51361557.0,15454813235.3,15454813235.3
2019-12-12,'600823,世茂股份,4.08,4.13,4.07,4.13,4.14,-0.06,-1.4493,0.3376,12662228,51785345.0,15304766504.9,15304766504.9
2019-12-11,'600823,世茂股份,4.14,4.16,4.1,4.14,4.15,-0.01,-0.241,0.4117,15443867,63731335.0,15529836600.5,15529836600.5
2019-12-10,'600823,世茂股份,4.15,4.17,3.99,3.99,3.99,0.16,4.01,0.809,30348145,124267310.0,15567348283.1,15567348283.1
