хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2019-12-27,'300173,жг╩шки╣б,6.49,6.49,6.49,6.49,5.9,0.59,10.0,0.4946,2899476,18817599.24,3804311464.47,3804311464.47
2019-12-26,'300173,жг╩шки╣б,5.9,5.9,5.9,5.9,5.36,0.54,10.0746,0.7072,4145400,24457860.0,3458464967.7,3458464967.7
2019-12-25,'300173,жг╩шки╣б,5.36,5.36,4.96,4.96,4.87,0.49,10.0616,5.5522,32545644,173459171.15,3141927496.08,3141927496.08
2019-12-24,'300173,жг╩шки╣б,4.87,4.88,4.66,4.74,4.76,0.11,2.3109,2.0844,12218080,58173711.0,2854699049.61,2854699049.61
2019-12-23,'300173,жг╩шки╣б,4.76,5.09,4.72,4.88,4.92,-0.16,-3.252,2.6723,15664400,77243689.0,2790219194.28,2790219194.28
2019-12-20,'300173,жг╩шки╣б,4.92,4.93,4.82,4.92,4.92,0.0,0.0,1.6374,9598104,46779480.32,2884008074.76,2884008074.76
2019-12-19,'300173,жг╩шки╣б,4.92,4.95,4.77,4.8,4.82,0.1,2.0747,2.3803,13952723,68107384.47,2884008074.76,2884008074.76
2019-12-18,'300173,жг╩шки╣б,4.82,4.91,4.77,4.84,4.85,-0.03,-0.6186,1.8457,10819398,52191756.46,2825390024.46,2825390024.46
2019-12-17,'300173,жг╩шки╣б,4.85,4.92,4.78,4.81,4.82,0.03,0.6224,2.2194,13009898,63039380.2,2842975439.55,2842975439.55
2019-12-16,'300173,жг╩шки╣б,4.82,4.83,4.76,4.76,4.78,0.04,0.8368,1.8407,10790100,51764795.0,2825390024.46,2825390024.46
2019-12-13,'300173,жг╩шки╣б,4.78,4.87,4.74,4.8,4.88,-0.1,-2.0492,2.74,16061560,76948048.63,2801942804.34,2801942804.34
2019-12-12,'300173,жг╩шки╣б,4.88,5.09,4.74,4.82,4.95,-0.07,-1.4141,5.6082,32874238,160686526.18,2860560854.64,2860560854.64
2019-12-11,'300173,жг╩шки╣б,4.95,4.95,4.5,4.5,4.5,0.45,10.0,3.5884,21034382,103703093.9,2901593489.85,2901593489.85
2019-12-10,'300173,жг╩шки╣б,4.5,4.51,4.41,4.48,4.47,0.03,0.6711,0.7366,4317780,19252716.0,2637812263.5,2637812263.5
2019-12-09,'300173,жг╩шки╣б,4.47,4.56,4.45,4.51,4.5,-0.03,-0.6667,0.8785,5149500,23077141.0,2620226848.41,2620226848.41
2019-12-06,'300173,жг╩шки╣б,4.5,4.54,4.47,4.52,4.53,-0.03,-0.6623,0.5274,3091224,13896797.76,2637812263.5,2637812263.5
2019-12-05,'300173,жг╩шки╣б,4.53,4.59,4.4,4.4,4.41,0.12,2.7211,0.8645,5067300,22810827.0,2655397678.59,2655397678.59
2019-12-04,'300173,жг╩шки╣б,4.41,4.59,4.41,4.46,4.46,-0.05,-1.1211,0.6504,3812410,17044808.0,2585056018.23,2585056018.23
2019-12-03,'300173,жг╩шки╣б,4.46,4.48,4.37,4.42,4.44,0.02,0.4505,0.4441,2603124,11526760.12,2614365043.38,2614365043.38
2019-12-02,'300173,жг╩шки╣б,4.44,4.47,4.41,4.42,4.44,0.0,0.0,0.4077,2389700,10602553.0,2602641433.32,2602641433.32
2019-11-29,'300173,жг╩шки╣б,4.44,4.46,4.33,4.39,4.39,0.05,1.139,0.4163,2440100,10706677.0,2602641433.32,2602641433.32
2019-11-28,'300173,жг╩шки╣б,4.39,4.44,4.31,4.32,4.36,0.03,0.6881,0.3628,2126800,9331572.0,2573332408.17,2573332408.17
2019-11-27,'300173,жг╩шки╣б,4.36,4.4,4.33,4.35,4.39,-0.03,-0.6834,0.3491,2046200,8904210.0,2555746993.08,2555746993.08
2019-11-26,'300173,жг╩шки╣б,4.39,4.44,4.27,4.27,4.31,0.08,1.8561,0.5923,3472048,15231199.72,2573332408.17,2573332408.17
2019-11-25,'300173,жг╩шки╣б,4.31,4.35,4.28,4.32,4.35,-0.04,-0.9195,0.3761,2204800,9494720.0,2526437967.93,2526437967.93
2019-11-22,'300173,жг╩шки╣б,4.35,4.46,4.3,4.4,4.41,-0.06,-1.3605,0.7061,4138924,18075537.2,2549885188.05,2549885188.05
2019-11-21,'300173,жг╩шки╣б,4.41,4.6,4.23,4.27,4.25,0.16,3.7647,1.2261,7186994,31807580.26,2585056018.23,2585056018.23
2019-11-20,'300173,жг╩шки╣б,4.25,4.33,4.25,4.33,4.3,-0.05,-1.1628,0.3105,1820100,7818778.0,2491267137.75,2491267137.75
2019-11-19,'300173,жг╩шки╣б,4.3,4.31,4.22,4.23,4.23,0.07,1.6548,0.2885,1690900,7239892.0,2520576162.9,2520576162.9
2019-11-18,'300173,жг╩шки╣б,4.23,4.25,4.2,4.24,4.26,-0.03,-0.7042,0.3274,1919300,8115475.0,2479543527.69,2479543527.69
2019-11-15,'300173,жг╩шки╣б,4.26,4.32,4.23,4.31,4.31,-0.05,-1.1601,0.339,1987300,8487815.0,2497128942.78,2497128942.78
2019-11-14,'300173,жг╩шки╣б,4.31,4.33,4.27,4.29,4.33,-0.02,-0.4619,0.3973,2329099,10008839.73,2526437967.93,2526437967.93
2019-11-13,'300173,жг╩шки╣б,4.33,4.35,4.29,4.32,4.32,0.01,0.2315,0.21,1230708,5321287.48,2538161577.99,2538161577.99
2019-11-12,'300173,жг╩шки╣б,4.32,4.36,4.29,4.35,4.35,-0.03,-0.6897,0.3384,1983700,8570992.0,2532299772.96,2532299772.96
2019-11-11,'300173,жг╩шки╣б,4.35,4.44,4.32,4.43,4.46,-0.11,-2.4664,0.5144,3015400,13156876.0,2549885188.05,2549885188.05
2019-11-08,'300173,жг╩шки╣б,4.46,4.51,4.45,4.49,4.45,0.01,0.2247,0.4714,2763000,12341510.0,2614365043.38,2614365043.38
2019-11-07,'300173,жг╩шки╣б,4.45,4.49,4.42,4.45,4.46,-0.01,-0.2242,0.3863,2264600,10105334.0,2608503238.35,2608503238.35
2019-11-06,'300173,жг╩шки╣б,4.46,4.52,4.41,4.49,4.5,-0.04,-0.8889,0.3931,2304500,10271900.0,2614365043.38,2614365043.38
2019-11-05,'300173,жг╩шки╣б,4.5,4.56,4.41,4.52,4.52,-0.02,-0.4425,0.601,3522727,15787658.23,2637812263.5,2637812263.5
2019-11-04,'300173,жг╩шки╣б,4.52,4.57,4.51,4.53,4.53,-0.01,-0.2208,0.2688,1575670,7146423.7,2649535873.56,2649535873.56
2019-11-01,'300173,жг╩шки╣б,4.53,4.55,4.43,4.44,4.47,0.06,1.3423,0.4506,2641300,11842819.0,2655397678.59,2655397678.59
2019-10-31,'300173,жг╩шки╣б,4.47,4.55,4.45,4.51,4.52,-0.05,-1.1062,0.402,2356500,10611692.0,2620226848.41,2620226848.41
2019-10-30,'300173,жг╩шки╣б,4.52,4.6,4.5,4.6,4.61,-0.09,-1.9523,0.6578,3855795,17480003.37,2649535873.56,2649535873.56
2019-10-29,'300173,жг╩шки╣б,4.61,4.73,4.61,4.67,4.74,-0.13,-2.7426,0.6949,4073100,19007414.0,2702292118.83,2702292118.83
2019-10-28,'300173,жг╩шки╣б,4.74,4.91,4.63,4.68,4.66,0.08,1.7167,0.9563,5605500,26574194.72,2778495584.22,2778495584.22
2019-10-25,'300173,жг╩шки╣б,4.66,4.68,4.5,4.52,4.5,0.16,3.5556,0.8157,4781206,21926383.19,2731601143.98,2731601143.98
2019-10-24,'300173,жг╩шки╣б,4.5,4.6,4.5,4.59,4.61,-0.11,-2.3861,0.7544,4421971,20007085.21,2637812263.5,2637812263.5
2019-10-23,'300173,жг╩шки╣б,4.61,4.66,4.58,4.64,4.65,-0.04,-0.8602,0.6498,3809100,17614778.0,2702292118.83,2702292118.83
2019-10-22,'300173,жг╩шки╣б,4.65,4.67,4.59,4.67,4.64,0.01,0.2155,0.5608,3287026,15185445.83,2725739338.95,2725739338.95
2019-10-21,'300173,жг╩шки╣б,4.64,4.67,4.59,4.64,4.59,0.05,1.0893,0.6868,4025835,18651775.42,2719877533.92,2719877533.92
2019-10-18,'300173,жг╩шки╣б,4.59,4.76,4.56,4.71,4.72,-0.13,-2.7542,0.9386,5501600,25591836.0,2690568508.77,2690568508.77
2019-10-17,'300173,жг╩шки╣б,4.72,4.8,4.71,4.8,4.77,-0.05,-1.0482,0.7501,4396703,20869967.16,2766771974.16,2766771974.16
2019-10-16,'300173,жг╩шки╣б,4.77,4.85,4.76,4.82,4.86,-0.09,-1.8519,1.1751,6888423,33047111.71,2796080999.31,2796080999.31
2019-10-15,'300173,жг╩шки╣б,4.86,4.91,4.75,4.85,4.89,-0.03,-0.6135,1.6856,9880757,47686148.88,2848837244.58,2848837244.58
2019-10-14,'300173,жг╩шки╣б,4.89,4.97,4.79,4.8,4.79,0.1,2.0877,2.2755,13338328,64789460.63,2866422659.67,2866422659.67
2019-10-11,'300173,жг╩шки╣б,4.79,4.89,4.76,4.82,4.87,-0.08,-1.6427,1.4042,8231023,39557921.08,2807804609.37,2807804609.37
2019-10-10,'300173,жг╩шки╣б,4.87,4.89,4.75,4.86,4.9,-0.03,-0.6122,2.2951,13453624,64832260.43,2854699049.61,2854699049.61
2019-10-09,'300173,жг╩шки╣б,4.9,5.09,4.78,4.84,4.8,0.1,2.0833,3.8133,22352628,109634352.63,2872284464.7,2872284464.7
2019-10-08,'300173,жг╩шки╣б,4.8,4.8,4.49,4.49,4.36,0.44,10.0917,1.0252,6009503,28333418.4,2813666414.4,2813666414.4
2019-09-30,'300173,жг╩шки╣б,4.36,4.46,4.33,4.45,4.43,-0.07,-1.5801,0.6109,3580700,15707227.0,2555746993.08,2555746993.08
2019-09-27,'300173,жг╩шки╣б,4.43,4.47,4.35,4.38,4.4,0.03,0.6818,0.5105,2992600,13276154.0,2596779628.29,2596779628.29
2019-09-26,'300173,жг╩шки╣б,4.4,4.57,4.37,4.57,4.54,-0.14,-3.0837,0.8134,4768011,21194322.95,2579194213.2,2579194213.2
2019-09-25,'300173,жг╩шки╣б,4.54,4.65,4.52,4.63,4.63,-0.09,-1.9438,0.9694,5682707,25933730.85,2661259483.62,2661259483.62
2019-09-24,'300173,жг╩шки╣б,4.63,4.72,4.63,4.64,4.64,-0.01,-0.2155,0.793,4648173,21678644.24,2714015728.89,2714015728.89
2019-09-23,'300173,жг╩шки╣б,4.64,4.7,4.58,4.66,4.67,-0.03,-0.6424,1.0767,6311493,29233799.95,2719877533.92,2719877533.92
2019-09-20,'300173,жг╩шки╣б,4.67,4.74,4.66,4.7,4.7,-0.03,-0.6383,0.8465,4961887,23287809.29,2737462949.01,2737462949.01
2019-09-19,'300173,жг╩шки╣б,4.7,4.74,4.64,4.64,4.74,-0.04,-0.8439,1.3837,8110970,37956857.44,2755048364.1,2755048364.1
2019-09-18,'300173,жг╩шки╣б,4.74,4.86,4.72,4.81,4.93,-0.19,-3.854,3.3375,19563916,93468225.22,2778495584.22,2778495584.22
2019-09-17,'300173,жг╩шки╣б,4.93,5.39,4.92,5.39,4.9,0.03,0.6122,5.8841,34491285,178112162.39,2889869879.79,2889869879.79
