ศีฦฺ,นษฦฑด๚ย๋,ร๛ณฦ,สีลฬผÛ,ื๎ธ฿ผÛ,ื๎ตอผÛ,ฟชลฬผÛ,วฐสีลฬ,ีวต๘ถ๎,ีวต๘ท๙,ปปสึยส,ณษฝปมฟ,ณษฝปฝ๐ถ๎,ืÜสะึต,ม๗อจสะึต
2019-12-02,'300206,ภํฐ๎าวฦ๗,7.04,7.04,6.94,6.97,6.97,0.07,1.0043,0.5132,2985217,20852911.66,4095321795.84,4095321795.84
2019-11-29,'300206,ภํฐ๎าวฦ๗,6.97,7.04,6.94,7.04,7.04,-0.07,-0.9943,0.4553,2648758,18482624.76,4054601266.62,4054601266.62
2019-11-28,'300206,ภํฐ๎าวฦ๗,7.04,7.14,6.96,7.13,7.14,-0.1,-1.4006,0.5887,3424499,24090614.56,4095321795.84,4095321795.84
2019-11-27,'300206,ภํฐ๎าวฦ๗,7.14,7.2,7.06,7.12,7.17,-0.03,-0.4184,0.5763,3352291,23874262.78,4153493980.44,4153493980.44
2019-11-26,'300206,ภํฐ๎าวฦ๗,7.17,7.17,7.07,7.15,7.13,0.04,0.561,0.505,2937500,20899474.0,4170945635.82,4170945635.82
2019-11-25,'300206,ภํฐ๎าวฦ๗,7.13,7.3,7.05,7.22,7.28,-0.15,-2.0604,1.1828,6880565,49143224.4,4147676761.98,4147676761.98
2019-11-22,'300206,ภํฐ๎าวฦ๗,7.28,7.49,7.18,7.33,7.29,-0.01,-0.1372,1.6028,9323950,68477200.0,4234935038.88,4234935038.88
2019-11-21,'300206,ภํฐ๎าวฦ๗,7.29,7.34,7.01,7.01,7.06,0.23,3.2578,1.2204,7099140,51290541.01,4240752257.34,4240752257.34
2019-11-20,'300206,ภํฐ๎าวฦ๗,7.06,7.16,7.01,7.06,7.06,0.0,0.0,0.7183,4178613,29597574.91,4106956232.76,4106956232.76
2019-11-19,'300206,ภํฐ๎าวฦ๗,7.06,7.07,6.86,6.88,6.91,0.15,2.1708,0.6596,3837200,26911777.0,4106956232.76,4106956232.76
2019-11-18,'300206,ภํฐ๎าวฦ๗,6.91,6.93,6.8,6.87,6.85,0.06,0.8759,0.5323,3096614,21322107.33,4019697955.86,4019697955.86
2019-11-15,'300206,ภํฐ๎าวฦ๗,6.85,7.03,6.83,7.03,6.99,-0.14,-2.0029,0.7617,4431063,30656825.29,3984794645.1,3984794645.1
2019-11-14,'300206,ภํฐ๎าวฦ๗,6.99,7.03,6.92,6.97,6.98,0.01,0.1433,0.7239,4210877,29375584.19,4066235703.54,4066235703.54
2019-11-13,'300206,ภํฐ๎าวฦ๗,6.98,7.05,6.9,7.03,7.03,-0.05,-0.7112,0.7521,4375227,30488948.84,4060418485.08,4060418485.08
2019-11-12,'300206,ภํฐ๎าวฦ๗,7.03,7.21,6.95,7.14,7.23,-0.2,-2.7663,1.1471,6672650,47014699.5,4089504577.38,4089504577.38
2019-11-11,'300206,ภํฐ๎าวฦ๗,7.23,7.36,7.08,7.36,7.4,-0.17,-2.2973,1.0942,6365327,45929167.13,4205848946.58,4205848946.58
2019-11-08,'300206,ภํฐ๎าวฦ๗,7.4,7.58,7.39,7.51,7.48,-0.08,-1.0695,0.9255,5383905,40153739.35,4304741660.4,4304741660.4
2019-11-07,'300206,ภํฐ๎าวฦ๗,7.48,7.49,7.23,7.36,7.34,0.14,1.9074,1.0633,6185672,45782573.05,4351279408.08,4351279408.08
2019-11-06,'300206,ภํฐ๎าวฦ๗,7.34,7.5,7.3,7.45,7.5,-0.16,-2.1333,0.9579,5572495,41143329.03,4269838349.64,4269838349.64
2019-11-05,'300206,ภํฐ๎าวฦ๗,7.5,7.56,7.32,7.39,7.44,0.06,0.8065,1.4036,8164795,60731111.7,4362913845.0,4362913845.0
2019-11-04,'300206,ภํฐ๎าวฦ๗,7.44,7.54,7.42,7.45,7.39,0.05,0.6766,1.0014,5825161,43577910.13,4328010534.24,4328010534.24
2019-11-01,'300206,ภํฐ๎าวฦ๗,7.39,7.45,7.18,7.22,7.26,0.13,1.7906,1.133,6590709,48496284.82,4298924441.94,4298924441.94
2019-10-31,'300206,ภํฐ๎าวฦ๗,7.26,7.48,7.23,7.48,7.34,-0.08,-1.0899,1.0662,6202352,45405003.27,4223300601.96,4223300601.96
2019-10-30,'300206,ภํฐ๎าวฦ๗,7.34,7.54,7.32,7.45,7.4,-0.06,-0.8108,1.2539,7294034,54115596.4,4269838349.64,4269838349.64
2019-10-29,'300206,ภํฐ๎าวฦ๗,7.4,7.53,7.35,7.4,7.42,-0.02,-0.2695,1.3977,8130971,60403641.43,4304741660.4,4304741660.4
2019-10-28,'300206,ภํฐ๎าวฦ๗,7.42,7.42,7.16,7.19,7.23,0.19,2.6279,1.5455,8990553,65700660.16,4316376097.32,4316376097.32
2019-10-25,'300206,ภํฐ๎าวฦ๗,7.23,7.27,7.1,7.27,7.23,0.0,0.0,0.9463,5504726,39542148.89,4205848946.58,4205848946.58
2019-10-24,'300206,ภํฐ๎าวฦ๗,7.23,7.3,7.07,7.21,7.27,-0.04,-0.5502,1.1238,6537400,46740557.0,4205848946.58,4205848946.58
2019-10-23,'300206,ภํฐ๎าวฦ๗,7.27,7.35,7.1,7.15,7.11,0.16,2.2504,1.3576,7897383,57187011.92,4229117820.42,4229117820.42
2019-10-22,'300206,ภํฐ๎าวฦ๗,7.11,7.18,7.05,7.11,7.15,-0.04,-0.5594,0.6711,3903700,27745989.0,4136042325.06,4136042325.06
2019-10-21,'300206,ภํฐ๎าวฦ๗,7.15,7.2,6.98,7.08,7.12,0.03,0.4213,0.9998,5816041,41224941.28,4159311198.9,4159311198.9
2019-10-18,'300206,ภํฐ๎าวฦ๗,7.12,7.28,7.1,7.25,7.24,-0.12,-1.6575,0.9006,5239094,37581196.17,4141859543.52,4141859543.52
2019-10-17,'300206,ภํฐ๎าวฦ๗,7.24,7.3,7.09,7.09,7.09,0.15,2.1157,1.0948,6368843,46070900.24,4211666165.04,4211666165.04
2019-10-16,'300206,ภํฐ๎าวฦ๗,7.09,7.23,7.08,7.18,7.18,-0.09,-1.2535,0.7402,4305943,30779398.08,4124407888.14,4124407888.14
2019-10-15,'300206,ภํฐ๎าวฦ๗,7.18,7.21,7.02,7.1,7.16,0.02,0.2793,1.0908,6345388,45294784.68,4176762854.28,4176762854.28
2019-10-14,'300206,ภํฐ๎าวฦ๗,7.16,7.2,6.99,7.09,7.04,0.12,1.7045,0.9756,5675245,40484736.81,4165128417.36,4165128417.36
2019-10-11,'300206,ภํฐ๎าวฦ๗,7.04,7.13,7.02,7.04,7.05,-0.01,-0.1418,0.98,5700595,40299748.75,4095321795.84,4095321795.84
2019-10-10,'300206,ภํฐ๎าวฦ๗,7.05,7.08,6.8,6.86,6.88,0.17,2.4709,0.9645,5610684,39021002.46,4101139014.3,4101139014.3
2019-10-09,'300206,ภํฐ๎าวฦ๗,6.88,6.88,6.72,6.88,6.86,0.02,0.2915,0.5293,3079324,20974527.36,4002246300.48,4002246300.48
2019-10-08,'300206,ภํฐ๎าวฦ๗,6.86,6.96,6.84,6.87,6.88,-0.02,-0.2907,0.6093,3544616,24446471.64,3990611863.56,3990611863.56
2019-09-30,'300206,ภํฐ๎าวฦ๗,6.88,6.96,6.85,6.89,6.91,-0.03,-0.4342,0.5106,2987151,20605065.41,4024800000.0,4024800000.0
2019-09-27,'300206,ภํฐ๎าวฦ๗,6.91,6.98,6.86,6.86,6.92,-0.01,-0.1445,0.6953,4067500,28146211.0,4042350000.0,4042350000.0
2019-09-26,'300206,ภํฐ๎าวฦ๗,6.92,7.11,6.86,7.07,7.07,-0.15,-2.1216,0.8504,4974900,34643573.84,4048200000.0,4048200000.0
2019-09-25,'300206,ภํฐ๎าวฦ๗,7.07,7.28,7.05,7.27,7.34,-0.27,-3.6785,1.4303,8367397,59595181.62,4135950000.0,4135950000.0
2019-09-24,'300206,ภํฐ๎าวฦ๗,7.34,7.46,7.32,7.4,7.36,-0.02,-0.2717,1.264,7394122,54620575.82,4293900000.0,4293900000.0
2019-09-23,'300206,ภํฐ๎าวฦ๗,7.36,7.48,7.2,7.48,7.47,-0.11,-1.4726,1.0875,6361809,46448887.98,4305600000.0,4305600000.0
2019-09-20,'300206,ภํฐ๎าวฦ๗,7.47,7.55,7.42,7.52,7.49,-0.02,-0.267,1.0247,5994450,44913680.5,4369950000.0,4369950000.0
2019-09-19,'300206,ภํฐ๎าวฦ๗,7.49,7.52,7.33,7.4,7.37,0.12,1.6282,1.3469,7879285,58332851.36,4381650000.0,4381650000.0
2019-09-18,'300206,ภํฐ๎าวฦ๗,7.37,7.46,7.36,7.44,7.41,-0.04,-0.5398,0.7918,4631898,34295407.44,4311450000.0,4311450000.0
2019-09-17,'300206,ภํฐ๎าวฦ๗,7.41,7.65,7.35,7.59,7.67,-0.26,-3.3898,1.4696,8597207,64221279.78,4334850000.0,4334850000.0
2019-09-16,'300206,ภํฐ๎าวฦ๗,7.67,7.73,7.58,7.68,7.64,0.03,0.3927,1.3132,7682200,58839509.5,4486950000.0,4486950000.0
2019-09-12,'300206,ภํฐ๎าวฦ๗,7.64,7.7,7.57,7.65,7.6,0.04,0.5263,1.1239,6574808,50172038.72,4469400000.0,4469400000.0
2019-09-11,'300206,ภํฐ๎าวฦ๗,7.6,7.8,7.58,7.7,7.7,-0.1,-1.2987,1.8291,10700004,82053839.41,4446000000.0,4446000000.0
2019-09-10,'300206,ภํฐ๎าวฦ๗,7.7,7.76,7.53,7.68,7.6,0.1,1.3158,2.2711,13285683,101805313.26,4504500000.0,4504500000.0
2019-09-09,'300206,ภํฐ๎าวฦ๗,7.6,7.6,7.37,7.48,7.38,0.22,2.981,1.7051,9975043,74817529.03,4446000000.0,4446000000.0
2019-09-06,'300206,ภํฐ๎าวฦ๗,7.38,7.45,7.33,7.44,7.42,-0.04,-0.5391,1.1029,6451850,47732958.0,4317300000.0,4317300000.0
2019-09-05,'300206,ภํฐ๎าวฦ๗,7.42,7.48,7.34,7.36,7.36,0.06,0.8152,1.8436,10785093,80071710.74,4340700000.0,4340700000.0
2019-09-04,'300206,ภํฐ๎าวฦ๗,7.36,7.4,7.19,7.3,7.32,0.04,0.5464,1.1521,6739785,49114215.95,4305600000.0,4305600000.0
2019-09-03,'300206,ภํฐ๎าวฦ๗,7.32,7.48,7.24,7.36,7.31,0.01,0.1368,1.481,8663646,63580405.18,4282200000.0,4282200000.0
2019-09-02,'300206,ภํฐ๎าวฦ๗,7.31,7.33,7.1,7.13,7.13,0.18,2.5245,1.3507,7901329,57237760.1,4276350000.0,4276350000.0
2019-08-30,'300206,ภํฐ๎าวฦ๗,7.13,7.39,7.06,7.36,7.33,-0.2,-2.7285,1.7779,10400785,75183753.8,4171050000.0,4171050000.0
2019-08-29,'300206,ภํฐ๎าวฦ๗,7.33,7.43,7.28,7.43,7.36,-0.03,-0.4076,1.3577,7942500,58183712.0,4288050000.0,4288050000.0
2019-08-28,'300206,ภํฐ๎าวฦ๗,7.36,7.49,7.33,7.49,7.43,-0.07,-0.9421,1.396,8166537,60317056.91,4305600000.0,4305600000.0
2019-08-27,'300206,ภํฐ๎าวฦ๗,7.43,7.63,7.42,7.5,7.47,-0.04,-0.5355,2.1467,12558300,94574734.89,4346550000.0,4346550000.0
2019-08-26,'300206,ภํฐ๎าวฦ๗,7.47,7.52,7.25,7.35,7.5,-0.03,-0.4,1.9175,11217373,83094109.55,4369950000.0,4369950000.0
2019-08-23,'300206,ภํฐ๎าวฦ๗,7.5,7.6,7.35,7.58,7.6,-0.1,-1.3158,1.7309,10125934,75636709.5,4387500000.0,4387500000.0
2019-08-22,'300206,ภํฐ๎าวฦ๗,7.6,7.63,7.45,7.63,7.56,0.04,0.5291,1.1112,6500232,49037760.24,4446000000.0,4446000000.0
2019-08-21,'300206,ภํฐ๎าวฦ๗,7.56,7.71,7.51,7.65,7.67,-0.11,-1.4342,1.5183,8881800,67378301.0,4422600000.0,4422600000.0
2019-08-20,'300206,ภํฐ๎าวฦ๗,7.67,7.8,7.45,7.49,7.49,0.18,2.4032,2.2709,13285026,101715724.37,4486950000.0,4486950000.0
2019-08-19,'300206,ภํฐ๎าวฦ๗,7.49,7.61,7.33,7.57,7.22,0.27,3.7396,2.1535,12597801,93877120.67,4381650000.0,4381650000.0
2019-08-16,'300206,ภํฐ๎าวฦ๗,7.22,7.29,7.11,7.16,7.15,0.07,0.979,1.1596,6783508,48993110.24,4223700000.0,4223700000.0
2019-08-15,'300206,ภํฐ๎าวฦ๗,7.15,7.18,6.75,6.77,6.93,0.22,3.1746,1.4367,8404470,58845531.04,4182750000.0,4182750000.0
2019-08-14,'300206,ภํฐ๎าวฦ๗,6.93,7.03,6.89,6.9,6.8,0.13,1.9118,0.9101,5324024,36984272.79,4054050000.0,4054050000.0
2019-08-13,'300206,ภํฐ๎าวฦ๗,6.8,6.92,6.75,6.92,6.95,-0.15,-2.1583,0.8744,5115299,34936736.15,3978000000.0,3978000000.0
2019-08-12,'300206,ภํฐ๎าวฦ๗,6.95,7.07,6.81,6.95,6.93,0.02,0.2886,0.87,5089299,35207637.07,4065750000.0,4065750000.0
2019-08-09,'300206,ภํฐ๎าวฦ๗,6.93,7.19,6.83,7.13,7.06,-0.13,-1.8414,1.1444,6694685,46996513.4,4054050000.0,4054050000.0
2019-08-08,'300206,ภํฐ๎าวฦ๗,7.06,7.14,6.76,6.81,6.75,0.31,4.5926,1.5275,8935881,62479502.8,4130100000.0,4130100000.0
2019-08-07,'300206,ภํฐ๎าวฦ๗,6.75,7.22,6.75,7.18,7.17,-0.42,-5.8577,1.9471,11390300,79145621.92,3948750000.0,3948750000.0
2019-08-06,'300206,ภํฐ๎าวฦ๗,7.17,7.22,6.9,7.05,7.2,-0.03,-0.4167,1.3387,7831249,55183273.95,4194450000.0,4194450000.0
2019-08-05,'300206,ภํฐ๎าวฦ๗,7.2,7.45,7.16,7.38,7.43,-0.23,-3.0956,0.8953,5237700,38270483.0,4212000000.0,4212000000.0
2019-08-02,'300206,ภํฐ๎าวฦ๗,7.43,7.52,7.34,7.42,7.64,-0.21,-2.7487,1.1653,6816899,50730193.53,4346550000.0,4346550000.0
2019-08-01,'300206,ภํฐ๎าวฦ๗,7.64,7.67,7.35,7.46,7.53,0.11,1.4608,1.5106,8836773,66607331.16,4469400000.0,4469400000.0
2019-07-31,'300206,ภํฐ๎าวฦ๗,7.53,7.67,7.29,7.35,7.36,0.17,2.3098,1.613,9436272,71067501.98,4405050000.0,4405050000.0
2019-07-30,'300206,ภํฐ๎าวฦ๗,7.36,7.49,7.33,7.4,7.39,-0.03,-0.406,1.1709,6849920,50727210.6,4305600000.0,4305600000.0
2019-07-29,'300206,ภํฐ๎าวฦ๗,7.39,7.45,7.33,7.42,7.37,0.02,0.2714,0.6141,3592700,26563327.0,4323150000.0,4323150000.0
2019-07-26,'300206,ภํฐ๎าวฦ๗,7.37,7.46,7.33,7.37,7.42,-0.05,-0.6739,0.9112,5330501,39462909.33,4311450000.0,4311450000.0
2019-07-25,'300206,ภํฐ๎าวฦ๗,7.42,7.5,7.13,7.14,7.19,0.23,3.1989,2.1914,12819561,94241608.38,4340700000.0,4340700000.0
2019-07-24,'300206,ภํฐ๎าวฦ๗,7.19,7.27,7.15,7.18,7.15,0.04,0.5594,1.0984,6425600,46361403.0,4206150000.0,4206150000.0
2019-07-23,'300206,ภํฐ๎าวฦ๗,7.15,7.19,7.02,7.04,7.04,0.11,1.5625,1.079,6312401,44978698.12,4182750000.0,4182750000.0
2019-07-22,'300206,ภํฐ๎าวฦ๗,7.04,7.16,6.91,7.13,7.13,-0.09,-1.2623,1.0754,6291157,44313707.62,4118400000.0,4118400000.0
2019-07-19,'300206,ภํฐ๎าวฦ๗,7.13,7.25,7.07,7.08,7.08,0.05,0.7062,1.3594,7952474,56779810.38,4171050000.0,4171050000.0
2019-07-18,'300206,ภํฐ๎าวฦ๗,7.08,7.32,7.08,7.32,7.38,-0.3,-4.065,1.9153,11204501,80692013.5,4141800000.0,4141800000.0
2019-07-17,'300206,ภํฐ๎าวฦ๗,7.38,7.56,7.36,7.5,7.65,-0.27,-3.5294,2.5415,14867766,110962868.79,4317300000.0,4317300000.0
2019-07-16,'300206,ภํฐ๎าวฦ๗,7.65,7.88,7.52,7.6,7.58,0.07,0.9235,3.2542,19037210,146579347.34,4475250000.0,4475250000.0
2019-07-15,'300206,ภํฐ๎าวฦ๗,7.58,7.72,7.35,7.69,7.85,-0.27,-3.4395,4.0519,23703744,178404837.72,4434300000.0,4434300000.0
2019-07-12,'300206,ภํฐ๎าวฦ๗,7.85,8.07,7.66,7.96,8.01,-0.16,-1.9975,6.4912,37973517,299107055.32,4592250000.0,4592250000.0
2019-07-11,'300206,ภํฐ๎าวฦ๗,8.01,8.01,8.01,8.01,7.28,0.73,10.0275,2.7058,15828776,126788495.76,4685850000.0,4685850000.0
2019-07-10,'300206,ภํฐ๎าวฦ๗,7.28,7.33,7.05,7.15,7.16,0.12,1.676,1.7725,10369349,74751590.97,4258800000.0,4258800000.0
2019-07-09,'300206,ภํฐ๎าวฦ๗,7.16,7.18,6.89,6.99,7.02,0.14,1.9943,1.1704,6847041,48151371.29,4188600000.0,4188600000.0
2019-07-08,'300206,ภํฐ๎าวฦ๗,7.02,7.26,7.0,7.26,7.28,-0.26,-3.5714,1.3732,8033383,56966653.32,4106700000.0,4106700000.0
2019-07-05,'300206,ภํฐ๎าวฦ๗,7.28,7.32,7.1,7.2,7.2,0.08,1.1111,1.8946,11083654,80006971.48,4258800000.0,4258800000.0
2019-07-04,'300206,ภํฐ๎าวฦ๗,7.2,7.35,7.0,7.16,7.21,-0.01,-0.1387,2.6404,15446159,110885363.76,4212000000.0,4212000000.0
2019-07-03,'300206,ภํฐ๎าวฦ๗,7.21,7.46,6.9,6.97,7.02,0.19,2.7066,2.6368,15425142,111059466.93,4217850000.0,4217850000.0
2019-07-02,'300206,ภํฐ๎าวฦ๗,7.02,7.02,6.9,7.01,7.02,0.0,0.0,1.1592,6781324,47190794.03,4106700000.0,4106700000.0
2019-07-01,'300206,ภํฐ๎าวฦ๗,7.02,7.02,6.8,6.9,6.73,0.29,4.3091,1.6663,9747744,67843773.59,4106700000.0,4106700000.0
2019-06-28,'300206,ภํฐ๎าวฦ๗,6.73,6.98,6.69,6.96,6.96,-0.23,-3.3046,1.4006,8193465,55481278.1,3937050000.0,3937050000.0
2019-06-27,'300206,ภํฐ๎าวฦ๗,6.96,6.99,6.87,6.92,6.9,0.06,0.8696,0.6169,3608582,25077821.94,4071600000.0,4071600000.0
2019-06-26,'300206,ภํฐ๎าวฦ๗,6.9,6.93,6.66,6.78,6.78,0.12,1.7699,0.8255,4829213,32916151.85,4036500000.0,4036500000.0
2019-06-25,'300206,ภํฐ๎าวฦ๗,6.78,6.89,6.63,6.85,6.9,-0.12,-1.7391,0.8588,5023938,33858306.95,3966300000.0,3966300000.0
2019-06-24,'300206,ภํฐ๎าวฦ๗,6.9,6.92,6.71,6.8,6.9,0.0,0.0,0.8743,5114588,34911619.53,4036500000.0,4036500000.0
2019-06-21,'300206,ภํฐ๎าวฦ๗,6.9,6.97,6.77,6.78,6.71,0.19,2.8316,1.1737,6866246,47259512.46,4036500000.0,4036500000.0
2019-06-20,'300206,ภํฐ๎าวฦ๗,6.71,6.73,6.45,6.45,6.47,0.24,3.7094,1.0235,5987262,39706477.54,3925350000.0,3925350000.0
2019-06-19,'300206,ภํฐ๎าวฦ๗,6.47,6.61,6.44,6.6,6.43,0.04,0.6221,0.9073,5307800,34707971.0,3784950000.0,3784950000.0
2019-06-18,'300206,ภํฐ๎าวฦ๗,6.43,6.46,6.34,6.38,6.37,0.06,0.9419,0.4781,2796786,17902032.88,3761550000.0,3761550000.0
2019-06-17,'300206,ภํฐ๎าวฦ๗,6.37,6.48,6.28,6.47,6.47,-0.1,-1.5456,0.5297,3098587,19723802.95,3726450000.0,3726450000.0
2019-06-14,'300206,ภํฐ๎าวฦ๗,6.47,6.69,6.42,6.47,6.47,0.0,0.0,1.0586,6192731,40719052.14,3784950000.0,3784950000.0
2019-06-13,'300206,ภํฐ๎าวฦ๗,6.47,6.52,6.3,6.34,6.34,0.13,2.0505,0.6933,4056057,26053658.07,3784950000.0,3784950000.0
2019-06-12,'300206,ภํฐ๎าวฦ๗,6.34,6.53,6.32,6.52,6.52,-0.18,-2.7607,1.0951,6406522,40924981.48,3708900000.0,3708900000.0
2019-06-11,'300206,ภํฐ๎าวฦ๗,6.52,6.56,6.2,6.23,6.23,0.29,4.6549,0.8885,5197702,33420292.97,3814200000.0,3814200000.0
2019-06-10,'300206,ภํฐ๎าวฦ๗,6.33,6.44,6.28,6.34,6.31,0.02,0.317,0.6603,3862804,24567015.74,3703050000.0,3703050000.0
2019-06-06,'300206,ภํฐ๎าวฦ๗,6.31,6.5,6.24,6.47,6.47,-0.16,-2.473,0.9384,5489856,34877876.32,3691350000.0,3691350000.0
2019-06-05,'300206,ภํฐ๎าวฦ๗,6.47,6.76,6.42,6.74,6.69,-0.22,-3.2885,1.5257,8925236,58555491.29,3784950000.0,3784950000.0
2019-06-04,'300206,ภํฐ๎าวฦ๗,6.69,6.85,6.52,6.78,6.82,-0.13,-1.9062,1.1666,6824450,45398187.99,3913650000.0,3913650000.0
2019-06-03,'300206,ภํฐ๎าวฦ๗,6.82,6.96,6.7,6.87,6.87,-0.05,-0.7278,0.7362,4306552,29297374.0,3989700000.0,3989700000.0
2019-05-31,'300206,ภํฐ๎าวฦ๗,6.87,6.98,6.85,6.86,6.88,-0.01,-0.1453,0.7158,4187588,28988881.05,4018950000.0,4018950000.0
2019-05-30,'300206,ภํฐ๎าวฦ๗,6.88,7.19,6.73,7.18,7.2,-0.32,-4.4444,1.834,10729051,73512425.26,4024800000.0,4024800000.0
2019-05-29,'300206,ภํฐ๎าวฦ๗,7.2,7.31,7.15,7.27,7.27,-0.07,-0.9629,0.588,3440036,24831575.11,4212000000.0,4212000000.0
2019-05-28,'300206,ภํฐ๎าวฦ๗,7.27,7.35,7.22,7.26,7.21,0.06,0.8322,0.6429,3760766,27445020.9,4252950000.0,4252950000.0
2019-05-27,'300206,ภํฐ๎าวฦ๗,7.21,7.28,6.98,7.01,7.01,0.2,2.8531,0.8932,5225100,37404747.0,4217850000.0,4217850000.0
2019-05-24,'300206,ภํฐ๎าวฦ๗,7.01,7.19,6.96,7.09,7.08,-0.07,-0.9887,0.9093,5319137,37493673.5,4100850000.0,4100850000.0
2019-05-23,'300206,ภํฐ๎าวฦ๗,7.08,7.38,7.01,7.31,7.37,-0.29,-3.9349,1.3953,8162764,58604731.13,4141800000.0,4141800000.0
2019-05-22,'300206,ภํฐ๎าวฦ๗,7.37,7.67,7.3,7.6,7.59,-0.22,-2.8986,0.7928,4637593,34527698.41,4311450000.0,4311450000.0
2019-05-21,'300206,ภํฐ๎าวฦ๗,7.59,7.7,7.37,7.46,7.46,0.13,1.7426,0.7894,4618247,34968032.75,4440150000.0,4440150000.0
2019-05-20,'300206,ภํฐ๎าวฦ๗,7.46,7.48,7.14,7.48,7.35,0.11,1.4966,0.969,5668594,41528764.71,4364100000.0,4364100000.0
2019-05-17,'300206,ภํฐ๎าวฦ๗,7.35,7.69,7.32,7.57,7.61,-0.26,-3.4166,0.9042,5289800,39824593.8,4299750000.0,4299750000.0
2019-05-16,'300206,ภํฐ๎าวฦ๗,7.61,7.81,7.51,7.51,7.55,0.06,0.7947,1.0591,6195684,47390049.86,4451850000.0,4451850000.0
2019-05-15,'300206,ภํฐ๎าวฦ๗,7.55,7.57,7.35,7.37,7.28,0.27,3.7088,1.0312,6032535,45016414.88,4416750000.0,4416750000.0
2019-05-14,'300206,ภํฐ๎าวฦ๗,7.28,7.42,7.13,7.16,7.28,0.0,0.0,0.8436,4934785,36102906.1,4258800000.0,4258800000.0
2019-05-13,'300206,ภํฐ๎าวฦ๗,7.28,7.49,7.23,7.49,7.6,-0.32,-4.2105,1.346,7874214,57961371.62,4258800000.0,4258800000.0
2019-05-10,'300206,ภํฐ๎าวฦ๗,7.6,7.63,7.14,7.37,7.28,0.32,4.3956,1.6567,9691689,72075318.77,4446000000.0,4446000000.0
