»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-12-27,'600356,∫„∑·÷Ω“µ,7.59,7.69,7.58,7.64,7.64,-0.05,-0.6545,0.4869,1454395,11111870.0,2267371159.02,2267371159.02
2019-12-26,'600356,∫„∑·÷Ω“µ,7.64,7.65,7.58,7.65,7.63,0.01,0.1311,0.4014,1199240,9133019.0,2282307727.92,2282307727.92
2019-12-25,'600356,∫„∑·÷Ω“µ,7.63,7.69,7.55,7.6,7.61,0.02,0.2628,0.3126,933900,7124374.0,2279320414.14,2279320414.14
2019-12-24,'600356,∫„∑·÷Ω“µ,7.61,7.62,7.54,7.54,7.54,0.07,0.9284,0.3092,923592,7004037.0,2273345786.58,2273345786.58
2019-12-23,'600356,∫„∑·÷Ω“µ,7.54,7.72,7.53,7.68,7.7,-0.16,-2.0779,0.5762,1721400,13094509.0,2252434590.12,2252434590.12
2019-12-20,'600356,∫„∑·÷Ω“µ,7.7,7.86,7.69,7.85,7.85,-0.15,-1.9108,0.8681,2593200,20131054.0,2300231610.6,2300231610.6
2019-12-19,'600356,∫„∑·÷Ω“µ,7.85,7.94,7.66,7.68,7.68,0.17,2.2135,1.0561,3154819,24550109.0,2345041317.3,2345041317.3
2019-12-18,'600356,∫„∑·÷Ω“µ,7.68,7.73,7.64,7.68,7.68,0.0,0.0,0.5766,1722506,13234088.0,2294256983.04,2294256983.04
2019-12-17,'600356,∫„∑·÷Ω“µ,7.68,7.68,7.59,7.6,7.61,0.07,0.9198,0.7403,2211431,16897809.0,2294256983.04,2294256983.04
2019-12-16,'600356,∫„∑·÷Ω“µ,7.61,7.62,7.5,7.54,7.55,0.06,0.7947,0.5163,1542467,11654198.0,2273345786.58,2273345786.58
2019-12-13,'600356,∫„∑·÷Ω“µ,7.55,7.56,7.46,7.49,7.44,0.11,1.4785,0.4918,1469100,11031931.0,2255421903.9,2255421903.9
2019-12-12,'600356,∫„∑·÷Ω“µ,7.44,7.53,7.43,7.52,7.51,-0.07,-0.9321,0.4127,1232860,9216242.0,2222561452.32,2222561452.32
2019-12-11,'600356,∫„∑·÷Ω“µ,7.51,7.57,7.49,7.56,7.56,-0.05,-0.6614,0.3282,980453,7376113.0,2243472648.78,2243472648.78
2019-12-10,'600356,∫„∑·÷Ω“µ,7.56,7.59,7.53,7.58,7.57,-0.01,-0.1321,0.3179,949700,7172667.0,2258409217.68,2258409217.68
