�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉
2019-12-27,'300345,綻迻陔第,7.97,8.46,7.94,8.26,7.94,0.03,0.3778,4.015,17718060,144625366.2,3517124999.51,3517124999.51
2019-12-26,'300345,綻迻陔第,7.94,7.99,7.51,7.84,7.92,0.02,0.2525,4.5572,20110930,156461635.1,3503886135.02,3503886135.02
2019-12-25,'300345,綻迻陔第,7.92,8.48,7.49,8.21,8.32,-0.4,-4.8077,5.8687,25898450,208892574.24,3495060225.36,3495060225.36
2019-12-24,'300345,綻迻陔第,8.32,8.32,8.0,8.11,8.09,0.23,2.843,3.1558,13926610,113837865.3,3671578418.56,3671578418.56
2019-12-23,'300345,綻迻陔第,8.09,8.39,8.0,8.06,8.21,-0.12,-1.4616,3.4934,15416330,126582458.1,3570080457.47,3570080457.47
2019-12-20,'300345,綻迻陔第,8.21,8.75,8.15,8.15,8.16,0.05,0.6127,5.706,25180504,211699423.0,3623035915.43,3623035915.43
2019-12-19,'300345,綻迻陔第,8.16,8.21,8.04,8.14,8.22,-0.06,-0.7299,3.316,14633350,118575138.0,3600971141.28,3600971141.28
2019-12-18,'300345,綻迻陔第,8.22,8.25,7.91,8.13,8.17,0.05,0.612,5.23,23079650,186560058.17,3627448870.26,3627448870.26
2019-12-17,'300345,綻迻陔第,8.17,8.35,7.98,8.18,8.15,0.02,0.2454,8.5274,37630911,307700518.43,3605384096.11,3605384096.11
2019-12-16,'300345,綻迻陔第,8.15,8.15,7.41,7.41,7.41,0.74,9.9865,8.5776,37852668,302294502.0,3596558186.45,3596558186.45
2019-12-13,'300345,綻迻陔第,7.41,7.54,7.37,7.52,7.46,-0.05,-0.6702,3.2122,14175475,105520111.11,3269999529.03,3269999529.03
2019-12-12,'300345,綻迻陔第,7.46,7.74,7.39,7.57,7.59,-0.13,-1.7128,4.5123,19912700,150346244.0,3292064303.18,3292064303.18
2019-12-11,'300345,綻迻陔第,7.59,7.7,7.49,7.7,7.77,-0.18,-2.3166,4.2986,18969400,143785839.0,3349432715.97,3349432715.97
2019-12-10,'300345,綻迻陔第,7.77,7.98,7.5,7.98,7.98,-0.21,-2.6316,6.157,27170754,209480883.72,3428865902.91,3428865902.91
2019-12-09,'300345,綻迻陔第,7.98,8.16,7.76,8.16,8.14,-0.16,-1.9656,5.61,24756555,195597728.58,3521537954.34,3521537954.34
2019-12-06,'300345,綻迻陔第,8.14,8.3,8.02,8.02,8.18,-0.04,-0.489,4.9886,22014648,179557233.6,3592145231.62,3592145231.62
2019-12-05,'300345,綻迻陔第,8.18,8.38,7.98,8.08,8.09,0.09,1.1125,8.5266,37627571,307173845.15,3609797050.94,3609797050.94
2019-12-04,'300345,綻迻陔第,8.09,9.1,8.04,8.14,8.29,-0.2,-2.4125,15.5634,68680692,590351926.04,3570080457.47,3570080457.47
2019-12-03,'300345,綻迻陔第,8.29,8.29,7.36,7.53,7.54,0.75,9.9469,12.413,54778122,432912294.26,3658339554.07,3658339554.07
2019-12-02,'300345,綻迻陔第,7.54,7.54,6.65,6.82,6.85,0.69,10.073,10.6985,47211930,333520991.8,3327367941.82,3327367941.82
2019-11-29,'300345,綻迻陔第,6.85,7.06,6.72,6.84,7.24,-0.39,-5.3867,10.5392,46508836,319686586.84,3022874058.55,3022874058.55
2019-11-28,'300345,綻迻陔第,7.24,7.76,6.61,6.61,7.34,-0.1,-1.3624,16.4658,72662685,511159483.14,3194979296.92,3194979296.92
2019-11-27,'300345,綻迻陔第,7.34,7.5,7.34,7.34,8.15,-0.81,-9.9387,4.6437,20492400,150729336.0,3239108845.22,3239108845.22
2019-11-26,'300345,綻迻陔第,8.15,8.5,8.15,8.15,9.05,-0.9,-9.9448,9.5532,42157820,344166577.34,3596558186.45,3596558186.45
2019-11-25,'300345,綻迻陔第,9.05,9.05,9.05,9.05,10.05,-1.0,-9.9502,0.3029,1336900,12098945.0,3993724121.15,3993724121.15
2019-11-22,'300345,綻迻陔第,10.05,10.05,10.05,10.05,11.17,-1.12,-10.0269,0.0512,225900,2270295.0,4435019604.15,4435019604.15
2019-11-21,'300345,綻迻陔第,11.17,11.17,11.17,11.17,12.41,-1.24,-9.9919,0.1384,610800,6822636.0,4929270545.11,4929270545.11
2019-11-20,'300345,綻迻陔第,12.41,12.41,12.41,12.41,13.79,-1.38,-10.0073,0.177,780900,9690969.0,5476476944.03,5476476944.03
2019-11-19,'300345,綻迻陔第,0.0,0.0,0.0,0.0,13.79,None,None,0.0,0,0.0,6085464710.57,6085464710.57
2019-11-18,'300345,綻迻陔第,0.0,0.0,0.0,0.0,13.79,None,None,0.0,0,0.0,6085464710.57,6085464710.57
2019-11-15,'300345,綻迻陔第,0.0,0.0,0.0,0.0,13.79,None,None,0.0,0,0.0,6085464710.57,6085464710.57
2019-11-14,'300345,綻迻陔第,0.0,0.0,0.0,0.0,13.79,None,None,0.0,0,0.0,6085464710.57,6085464710.57
2019-11-13,'300345,綻迻陔第,0.0,0.0,0.0,0.0,13.79,None,None,0.0,0,0.0,6085464710.57,6085464710.57
2019-11-12,'300345,綻迻陔第,0.0,0.0,0.0,0.0,13.79,None,None,0.0,0,0.0,6085464710.57,6085464710.57
2019-11-11,'300345,綻迻陔第,0.0,0.0,0.0,0.0,13.79,None,None,0.0,0,0.0,6085464710.57,6085464710.57
2019-11-08,'300345,綻迻陔第,0.0,0.0,0.0,0.0,13.79,None,None,0.0,0,0.0,6085464710.57,6085464710.57
2019-11-07,'300345,綻迻陔第,0.0,0.0,0.0,0.0,13.79,None,None,0.0,0,0.0,6085464710.57,6085464710.57
2019-11-06,'300345,綻迻陔第,0.0,0.0,0.0,0.0,13.79,None,None,0.0,0,0.0,6085464710.57,6085464710.57
2019-11-05,'300345,綻迻陔第,13.79,13.79,12.55,12.55,12.54,1.25,9.9681,5.0794,22415140,298552994.32,6085464710.57,6085464710.57
2019-11-04,'300345,綻迻陔第,12.54,12.57,12.13,12.28,12.38,0.16,1.2924,2.4262,10706880,133216920.4,5533845356.82,5533845356.82
2019-11-01,'300345,綻迻陔第,12.38,12.6,12.25,12.46,12.43,-0.05,-0.4023,2.3852,10525856,130657904.32,5463238079.54,5463238079.54
2019-10-31,'300345,綻迻陔第,12.43,12.75,12.13,12.5,12.35,0.08,0.6478,2.8016,12363392,153618550.36,5485302853.69,5485302853.69
2019-10-30,'300345,綻迻陔第,12.35,12.77,12.19,12.31,12.31,0.04,0.3249,3.7298,16459365,204412211.05,5449999215.05,5449999215.05
2019-10-29,'300345,綻迻陔第,12.31,12.51,11.73,11.85,11.81,0.5,4.2337,4.6667,20593910,251093058.98,5432347395.73,5432347395.73
2019-10-28,'300345,綻迻陔第,11.81,11.87,10.89,10.89,10.8,1.01,9.3519,4.2941,18949524,219858399.87,5211699654.23,5211699654.23
2019-10-25,'300345,綻迻陔第,10.8,10.89,10.6,10.6,10.79,0.01,0.0927,0.9529,4205214,45399086.06,4765991216.4,4765991216.4
